trade_date,dailyPnl,Energy,cumulativePnl
20100322,-0.18836257889773667,-0.18836257889773667,-0.4727935027244685
20100323,0.16806735900790482,0.16806735900790482,-0.3047261437165637
20100324,-0.020125783512601237,-0.020125783512601237,-0.32485192722916495
20100325,-0.30335388848847794,-0.30335388848847794,-0.6282058157176429
20100326,0.0031569849204871403,0.0031569849204871403,-0.6250488307971558
20100329,-0.059017993581430436,-0.059017993581430436,-0.6840668243785862
20100330,0.07440062230875558,0.07440062230875558,-0.6096662020698307
20100331,-0.04585660417096189,-0.04585660417096189,-0.6555228062407926
20100401,0.2406466051102747,0.2406466051102747,-0.41487620113051793
20100402,0.10879236842447375,0.10879236842447375,-0.30608383270604417
20100406,0.19722746124739804,0.19722746124739804,-0.10885637145864613
20100407,-0.17512615992238,-0.17512615992238,-0.28398253138102614
20100408,-0.317519484028089,-0.317519484028089,-0.6015020154091151
20100409,0.20963410398170154,0.20963410398170154,-0.3918679114274135
20100412,0.106935953265383,0.106935953265383,-0.28493195816203054
20100413,-0.11997241608325813,-0.11997241608325813,-0.4049043742452887
20100414,0.18179582727211502,0.18179582727211502,-0.22310854697317367
20100415,0.2337929830776648,0.2337929830776648,0.01068443610449113
20100416,-0.2793645763475422,-0.2793645763475422,-0.2686801402430511
20100419,-1.7440288307709724,-1.7440288307709724,-2.0127089710140234
20100420,0.6873037881092796,0.6873037881092796,-1.3254051829047437
20100421,-0.06508818225776217,-0.06508818225776217,-1.390493365162506
20100422,-0.2927187842799308,-0.2927187842799308,-1.6832121494424368
20100423,-0.00795415264521862,-0.00795415264521862,-1.6911663020876555
20100426,0.11180797104163276,0.11180797104163276,-1.5793583310460226
20100427,0.22335778501875983,0.22335778501875983,-1.3560005460272628
20100428,-0.01939633333518545,-0.01939633333518545,-1.3753968793624483
20100429,0.19703206343134066,0.19703206343134066,-1.1783648159311075
20100430,0.2270326863486087,0.2270326863486087,-0.9513321295824988
20100504,0.25980947325015624,0.25980947325015624,-0.6915226563323426
20100505,0.14811689873531822,0.14811689873531822,-0.5434057575970244
20100506,0.10843290251406494,0.10843290251406494,-0.4349728550829594
20100507,0.5423815561375109,0.5423815561375109,0.10740870105455153
20100510,-0.30214673788675056,-0.30214673788675056,-0.19473803683219904
20100511,0.9699758568207136,0.9699758568207136,0.7752378199885146
20100512,0.15220725455139564,0.15220725455139564,0.9274450745399102
20100513,-0.1327457437282735,-0.1327457437282735,0.7946993308116367
20100514,1.6815666958215427,1.6815666958215427,2.4762660266331795
20100517,3.100606917231651,3.100606917231651,5.576872943864831
20100518,-1.1744131227221384,-1.1744131227221384,4.402459821142692
20100519,0.4761429461694161,0.4761429461694161,4.878602767312108
20100520,-0.5471037710589544,-0.5471037710589544,4.331498996253154
20100521,1.0127900710434994,1.0127900710434994,5.344289067296653
20100524,-1.2693805005318515,-1.2693805005318515,4.074908566764802
20100525,1.3676579345837871,1.3676579345837871,5.442566501348589
20100526,-0.8090023746057602,-0.8090023746057602,4.6335641267428285
20100527,-0.9316725300184002,-0.9316725300184002,3.7018915967244284
20100528,-0.31370269144569285,-0.31370269144569285,3.3881889052787355
20100531,0.2904900144910567,0.2904900144910567,3.6786789197697924
20100601,1.0824364156729667,1.0824364156729667,4.761115335442759
20100602,0.8123401556939455,0.8123401556939455,5.573455491136705
20100603,-0.20459429134389504,-0.20459429134389504,5.36886119979281
20100604,0.38951812029015476,0.38951812029015476,5.758379320082964
20100607,2.880727186008098,2.880727186008098,8.639106506091062
20100608,-0.8516685612825584,-0.8516685612825584,7.787437944808504
20100609,-0.8092572683150417,-0.8092572683150417,6.978180676493462
20100610,0.011991933887238527,0.011991933887238527,6.990172610380701
20100611,-0.5699147536824513,-0.5699147536824513,6.4202578566982496
20100617,0.12454611902088185,0.12454611902088185,6.544803975719131
20100618,0.31839939653616117,0.31839939653616117,6.863203372255293
20100621,-1.4784440133072394,-1.4784440133072394,5.384759358948053
20100622,0.5625232826738402,0.5625232826738402,5.947282641621894
20100623,0.19703001051714497,0.19703001051714497,6.144312652139039
20100624,-0.34241814329567477,-0.34241814329567477,5.801894508843365
20100625,0.20765628152549415,0.20765628152549415,6.009550790368859
20100628,-0.2611608508566611,-0.2611608508566611,5.748389939512198
20100629,0.7648007242326764,0.7648007242326764,6.513190663744875
20100630,0.17808048244246932,0.17808048244246932,6.691271146187344
20100701,0.8269959790364169,0.8269959790364169,7.518267125223761
20100702,-0.47908647810248084,-0.47908647810248084,7.03918064712128
20100705,-0.033522495612722254,-0.033522495612722254,7.005658151508558
20100706,0.2605557490223779,0.2605557490223779,7.266213900530936
20100707,0.22469538522364763,0.22469538522364763,7.490909285754583
20100708,-0.27026955534280006,-0.27026955534280006,7.220639730411783
20100709,-0.16388138197965824,-0.16388138197965824,7.056758348432124
20100712,0.15349479156807122,0.15349479156807122,7.210253140000195
20100713,0.3874269738539973,0.3874269738539973,7.597680113854192
20100714,-0.34054129604087385,-0.34054129604087385,7.257138817813319
20100715,0.8349381277492823,0.8349381277492823,8.092076945562601
20100716,0.04232832391883132,0.04232832391883132,8.134405269481432
20100719,-0.14272346221253743,-0.14272346221253743,7.991681807268894
20100720,-0.8685056269184588,-0.8685056269184588,7.123176180350436
20100721,0.1913683879831537,0.1913683879831537,7.31454456833359
20100722,-0.5028086159439504,-0.5028086159439504,6.81173595238964
20100723,-1.04083688745853,-1.04083688745853,5.770899064931109
20100726,-0.48117208528948135,-0.48117208528948135,5.289726979641628
20100727,0.2186590415782692,0.2186590415782692,5.508386021219898
20100728,0.26494200785441674,0.26494200785441674,5.773328029074315
20100729,-0.10210423942794175,-0.10210423942794175,5.671223789646373
20100730,-0.029922851104221333,-0.029922851104221333,5.641300938542151
20100802,0.19723791500856952,0.19723791500856952,5.8385388535507206
20100803,-0.1463064406147183,-0.1463064406147183,5.6922324129360025
20100804,0.2525369343810113,0.2525369343810113,5.944769347317013
20100805,-0.6155397921460263,-0.6155397921460263,5.329229555170987
20100806,0.46110174126373904,0.46110174126373904,5.790331296434726
20100809,0.6760327997490297,0.6760327997490297,6.466364096183756
20100810,-0.42639091089276543,-0.42639091089276543,6.03997318529099
20100811,-0.4750322228222079,-0.4750322228222079,5.564940962468782
20100812,-0.9753893643592244,-0.9753893643592244,4.589551598109558
20100813,0.9246836916603978,0.9246836916603978,5.514235289769955
20100816,0.8664655845387261,0.8664655845387261,6.3807008743086815
20100817,0.31518978409688425,0.31518978409688425,6.695890658405566
20100818,-0.08525435809812401,-0.08525435809812401,6.6106363003074415
20100819,1.108002009501923,1.108002009501923,7.718638309809364
20100820,-2.1064960815639937,-2.1064960815639937,5.612142228245371
20100823,-0.7498905930996561,-0.7498905930996561,4.862251635145714
20100824,-0.7307148355961477,-0.7307148355961477,4.131536799549567
20100825,0.9440747296675587,0.9440747296675587,5.0756115292171256
20100826,0.7664999701966755,0.7664999701966755,5.842111499413801
20100827,-0.014028280273855631,-0.014028280273855631,5.828083219139946
20100830,0.22156397591634203,0.22156397591634203,6.049647195056288
20100831,-1.1304590452742063,-1.1304590452742063,4.919188149782082
20100901,0.6316294665652771,0.6316294665652771,5.550817616347359
20100902,0.870358635050232,0.870358635050232,6.421176251397592
20100903,-0.22734074947793084,-0.22734074947793084,6.1938355019196605
20100906,0.7918775665158997,0.7918775665158997,6.98571306843556
20100907,-0.019668737264862,-0.019668737264862,6.966044331170698
20100908,0.17618612519232973,0.17618612519232973,7.142230456363028
20100909,-1.1085957588767559,-1.1085957588767559,6.0336346974862725
20100910,0.10245486923883024,0.10245486923883024,6.1360895667251025
20100913,0.4473569584084254,0.4473569584084254,6.583446525133528
20100914,-0.040063792448722296,-0.040063792448722296,6.5433827326848055
20100915,-0.15572099146034596,-0.15572099146034596,6.387661741224459
20100916,-0.00280989740689037,-0.00280989740689037,6.384851843817569
20100917,0.3502627122826713,0.3502627122826713,6.73511455610024
20100920,0.6622701970439638,0.6622701970439638,7.397384753144204
20100921,-0.04503437159776641,-0.04503437159776641,7.3523503815464375
20100927,0.8723207923659431,0.8723207923659431,8.22467117391238
20100928,0.17544072857737983,0.17544072857737983,8.40011190248976
20100929,-0.13489018988415832,-0.13489018988415832,8.265221712605602
20100930,-0.1786280403752128,-0.1786280403752128,8.08659367223039
20101008,0.8081951706224734,0.8081951706224734,8.894788842852863
20101011,1.288945790546397,1.288945790546397,10.18373463339926
20101012,-0.2659512167558757,-0.2659512167558757,9.917783416643385
20101013,0.6201357867347594,0.6201357867347594,10.537919203378145
20101014,0.6008517598458826,0.6008517598458826,11.138770963224028
20101015,-0.2198491446569117,-0.2198491446569117,10.918921818567116
20101018,-1.0803077337444187,-1.0803077337444187,9.838614084822696
20101019,0.25231747235342944,0.25231747235342944,10.090931557176125
20101020,-0.5167754077060043,-0.5167754077060043,9.57415614947012
20101021,0.006437468298421594,0.006437468298421594,9.580593617768542
20101022,0.3951135459043283,0.3951135459043283,9.97570716367287
20101025,1.37303587812718,1.37303587812718,11.34874304180005
20101026,-0.11492415269838928,-0.11492415269838928,11.233818889101661
20101027,-1.1097835084156995,-1.1097835084156995,10.124035380685962
20101028,0.7830781576485679,0.7830781576485679,10.90711353833453
20101029,-0.5894267062256617,-0.5894267062256617,10.317686832108867
20101101,0.7693240285793728,0.7693240285793728,11.08701086068824
20101102,0.2155690591370335,0.2155690591370335,11.302579919825273
20101103,0.24169210447761638,0.24169210447761638,11.54427202430289
20101104,1.8156865247933893,1.8156865247933893,13.359958549096278
20101105,2.0570968144152717,2.0570968144152717,15.417055363511551
20101108,0.9515523656599945,0.9515523656599945,16.368607729171547
20101109,1.9598173851004645,1.9598173851004645,18.32842511427201
20101110,0.2926962628848413,0.2926962628848413,18.621121377156854
20101111,-1.198121620849582,-1.198121620849582,17.42299975630727
20101112,-1.7599605743692617,-1.7599605743692617,15.663039181938009
20101115,-1.910521038966502,-1.910521038966502,13.752518142971507
20101116,0.020672632836850304,0.020672632836850304,13.773190775808358
20101117,-1.6608641304560854,-1.6608641304560854,12.112326645352272
20101118,0.8915586874190877,0.8915586874190877,13.003885332771361
20101119,0.24208794547474155,0.24208794547474155,13.245973278246103
20101122,-0.19955185076542267,-0.19955185076542267,13.04642142748068
20101123,-0.5678230942470334,-0.5678230942470334,12.478598333233647
20101124,0.05426902211666631,0.05426902211666631,12.532867355350312
20101125,-0.25731935951281093,-0.25731935951281093,12.275547995837501
20101126,-0.16729482970399656,-0.16729482970399656,12.108253166133505
20101129,-0.13980385801511325,-0.13980385801511325,11.968449308118391
20101130,-0.024260275989574222,-0.024260275989574222,11.944189032128817
20101201,-0.03395688632596286,-0.03395688632596286,11.910232145802853
20101202,-0.2771667451267093,-0.2771667451267093,11.633065400676143
20101203,-0.14192928888815193,-0.14192928888815193,11.491136111787991
20101206,-0.14044095233685466,-0.14044095233685466,11.350695159451137
20101207,0.11687598341637497,0.11687598341637497,11.467571142867511
20101208,0.08619415536691508,0.08619415536691508,11.553765298234426
20101209,-0.26044246807096455,-0.26044246807096455,11.293322830163461
20101210,-0.02623505929556853,-0.02623505929556853,11.267087770867892
20101213,-0.5875908860963938,-0.5875908860963938,10.679496884771499
20101214,-0.05102146515129381,-0.05102146515129381,10.628475419620205
20101215,-0.013457108804423773,-0.013457108804423773,10.615018310815781
20101216,0.013002236183671488,0.013002236183671488,10.628020546999453
20101217,0.11673520012849967,0.11673520012849967,10.744755747127952
20101220,0.20137834209840574,0.20137834209840574,10.946134089226359
20101221,0.11718331863063884,0.11718331863063884,11.063317407856998
20101222,-0.21606879755242564,-0.21606879755242564,10.847248610304572
20101223,0.2184399413247754,0.2184399413247754,11.065688551629346
20101224,0.1335187026109503,0.1335187026109503,11.199207254240296
20101227,-0.02683191392236519,-0.02683191392236519,11.172375340317931
20101228,-0.6176860328173781,-0.6176860328173781,10.554689307500553
20101229,-0.2608880810217327,-0.2608880810217327,10.29380122647882
20101230,0.31680970629049826,0.31680970629049826,10.610610932769319
20101231,-0.12943579058326843,-0.12943579058326843,10.48117514218605
20110104,0.6795505944329384,0.6795505944329384,11.16072573661899
20110105,0.03145821426320197,0.03145821426320197,11.19218395088219
20110106,0.42292470256538917,0.42292470256538917,11.61510865344758
20110107,-1.415095890830925,-1.415095890830925,10.200012762616655
20110110,0.0703981614674658,0.0703981614674658,10.270410924084121
20110111,0.08508312562899632,0.08508312562899632,10.355494049713117
20110112,0.43257030524691314,0.43257030524691314,10.78806435496003
20110113,0.1598033056797876,0.1598033056797876,10.947867660639817
20110114,0.31527671717255756,0.31527671717255756,11.263144377812374
20110117,-0.17406990433112624,-0.17406990433112624,11.089074473481247
20110118,0.1234094439889611,0.1234094439889611,11.212483917470209
20110119,0.3211963969220639,0.3211963969220639,11.533680314392273
20110120,0.08115138045462958,0.08115138045462958,11.614831694846902
20110121,0.7551556700279831,0.7551556700279831,12.369987364874886
20110124,0.4461489769059861,0.4461489769059861,12.816136341780872
20110125,0.17763613637146813,0.17763613637146813,12.99377247815234
20110126,-0.06175550536484472,-0.06175550536484472,12.932016972787496
20110127,0.3824970199838739,0.3824970199838739,13.314513992771369
20110128,-0.09419093602179897,-0.09419093602179897,13.220323056749569
20110131,-0.22198149625226504,-0.22198149625226504,12.998341560497304
20110201,0.058423402866506734,0.058423402866506734,13.056764963363811
20110209,0.24620189252698826,0.24620189252698826,13.3029668558908
20110210,-0.15447220544671106,-0.15447220544671106,13.14849465044409
20110211,-0.15298591877246948,-0.15298591877246948,12.99550873167162
20110214,-0.10525318841274578,-0.10525318841274578,12.890255543258874
20110215,-0.1486123603895604,-0.1486123603895604,12.741643182869314
20110216,0.11441877176900211,0.11441877176900211,12.856061954638315
20110217,-0.2767624331259068,-0.2767624331259068,12.579299521512409
20110218,-0.4861011083353004,-0.4861011083353004,12.09319841317711
20110221,0.18042464960607799,0.18042464960607799,12.273623062783187
20110222,-0.5512144992772419,-0.5512144992772419,11.722408563505946
20110223,-0.05945542558657056,-0.05945542558657056,11.662953137919375
20110224,-0.2683786554590653,-0.2683786554590653,11.39457448246031
20110225,0.00022057602708680608,0.00022057602708680608,11.394795058487396
20110228,0.30101009141719237,0.30101009141719237,11.695805149904588
20110301,-0.1904393225517006,-0.1904393225517006,11.505365827352888
20110302,-0.18773165815359674,-0.18773165815359674,11.317634169199291
20110303,-0.29031216097832063,-0.29031216097832063,11.02732200822097
20110304,-0.1422483693948003,-0.1422483693948003,10.88507363882617
20110307,-0.05516508909333448,-0.05516508909333448,10.829908549732837
20110308,0.08632990688198326,0.08632990688198326,10.91623845661482
20110309,0.006570628782496909,0.006570628782496909,10.922809085397317
20110310,0.10565063424557941,0.10565063424557941,11.028459719642896
20110311,0.07316326779584602,0.07316326779584602,11.101622987438741
20110314,0.4101015582562798,0.4101015582562798,11.51172454569502
20110315,0.25967919680312457,0.25967919680312457,11.771403742498146
20110316,-0.16523555884165095,-0.16523555884165095,11.606168183656495
20110317,0.05247388363264717,0.05247388363264717,11.658642067289142
20110318,-0.6402753579815526,-0.6402753579815526,11.018366709307589
20110321,-0.03536061013125378,-0.03536061013125378,10.983006099176336
20110322,-0.21208981346826453,-0.21208981346826453,10.770916285708072
20110323,-0.4916749196989211,-0.4916749196989211,10.27924136600915
20110324,0.3382535281133077,0.3382535281133077,10.617494894122459
20110325,0.05391533611095326,0.05391533611095326,10.671410230233413
20110328,1.0345819873846898,1.0345819873846898,11.705992217618103
20110329,0.2853366570926393,0.2853366570926393,11.991328874710742
20110330,0.11381496141141416,0.11381496141141416,12.105143836122156
20110331,0.4146029098976067,0.4146029098976067,12.519746746019763
20110401,0.6726790096215233,0.6726790096215233,13.192425755641287
20110406,-0.8719943573020603,-0.8719943573020603,12.320431398339226
20110407,-0.18044315428908564,-0.18044315428908564,12.13998824405014
20110408,-1.4079926075267775,-1.4079926075267775,10.731995636523363
20110411,-0.3060399023644022,-0.3060399023644022,10.425955734158961
20110412,0.4477185206867778,0.4477185206867778,10.873674254845739
20110413,-0.3811664664034042,-0.3811664664034042,10.492507788442335
20110414,1.0179782763080165,1.0179782763080165,11.510486064750351
20110415,0.5540845354701068,0.5540845354701068,12.064570600220458
20110418,0.11279137837354916,0.11279137837354916,12.177361978594007
20110419,1.402788984079839,1.402788984079839,13.580150962673846
20110420,-0.9607561852710251,-0.9607561852710251,12.619394777402821
20110421,-0.6712076977746493,-0.6712076977746493,11.948187079628172
20110422,-0.24015951434617325,-0.24015951434617325,11.708027565281999
20110425,0.6910607561283291,0.6910607561283291,12.399088321410328
20110426,0.50463537575385,0.50463537575385,12.903723697164178
20110427,0.36237170702676125,0.36237170702676125,13.26609540419094
20110428,-1.3502124758296639,-1.3502124758296639,11.915882928361276
20110429,0.5152980870412719,0.5152980870412719,12.431181015402547
20110503,-0.10722474770416406,-0.10722474770416406,12.323956267698383
20110504,0.8048339874848187,0.8048339874848187,13.128790255183201
20110505,0.7888812785970816,0.7888812785970816,13.917671533780283
20110506,1.5500197386711239,1.5500197386711239,15.467691272451406
20110509,-0.6900333245551808,-0.6900333245551808,14.777657947896225
20110510,-0.3148936014100206,-0.3148936014100206,14.462764346486205
20110511,0.06353803711676,0.06353803711676,14.526302383602966
20110512,1.7790723964377713,1.7790723964377713,16.305374780040736
20110513,-1.4554850348227732,-1.4554850348227732,14.849889745217963
20110516,0.5545607358440527,0.5545607358440527,15.404450481062016
20110517,-0.33327104907949756,-0.33327104907949756,15.071179431982518
20110518,0.05751700704694812,0.05751700704694812,15.128696439029467
20110519,-0.024044067808798027,-0.024044067808798027,15.104652371220668
20110520,-0.07238376952092766,-0.07238376952092766,15.03226860169974
20110523,0.7049738827558542,0.7049738827558542,15.737242484455596
20110524,-0.2794688736576989,-0.2794688736576989,15.457773610797897
20110525,-0.29121312188058407,-0.29121312188058407,15.166560488917312
20110526,-0.8391882275279169,-0.8391882275279169,14.327372261389396
20110527,-0.10462198662135178,-0.10462198662135178,14.222750274768044
20110530,0.3415542113001819,0.3415542113001819,14.564304486068226
20110531,-0.5228449473821158,-0.5228449473821158,14.04145953868611
20110601,0.13555539235954697,0.13555539235954697,14.177014931045658
20110602,0.5290969853516518,0.5290969853516518,14.70611191639731
20110603,-0.6196721870369346,-0.6196721870369346,14.086439729360375
20110607,0.11184999766918684,0.11184999766918684,14.198289727029563
20110608,0.26403313560680275,0.26403313560680275,14.462322862636366
20110609,0.3625139998614469,0.3625139998614469,14.824836862497813
20110610,0.0667123985968796,0.0667123985968796,14.891549261094692
20110613,0.08009116391497975,0.08009116391497975,14.971640425009673
20110614,-0.19470217808013793,-0.19470217808013793,14.776938246929534
20110615,-0.06690781377593995,-0.06690781377593995,14.710030433153594
20110616,-0.018190887145617878,-0.018190887145617878,14.691839546007976
20110617,-0.02601152780459088,-0.02601152780459088,14.665828018203385
20110620,0.4480517580907506,0.4480517580907506,15.113879776294135
20110621,-0.07664073450241243,-0.07664073450241243,15.037239041791723
20110622,-0.04112077872463123,-0.04112077872463123,14.996118263067093
20110623,0.43864335931463255,0.43864335931463255,15.434761622381725
20110624,-0.17108001392888608,-0.17108001392888608,15.263681608452838
20110627,0.3257378019381144,0.3257378019381144,15.589419410390953
20110628,-0.1827621255584101,-0.1827621255584101,15.406657284832542
20110629,-0.25776965182316147,-0.25776965182316147,15.14888763300938
20110630,-0.6748428314230817,-0.6748428314230817,14.474044801586299
20110701,0.07183058413975552,0.07183058413975552,14.545875385726054
20110704,-1.5143225398618125,-1.5143225398618125,13.031552845864242
20110705,-0.008612459245687126,-0.008612459245687126,13.022940386618554
20110706,-0.2750292268320952,-0.2750292268320952,12.74791115978646
20110707,0.1666047391132784,0.1666047391132784,12.914515898899738
20110708,-0.2547016128598789,-0.2547016128598789,12.65981428603986
20110711,0.35950320520678936,0.35950320520678936,13.019317491246648
20110712,0.1406781252355843,0.1406781252355843,13.159995616482233
20110713,-0.7947126769211726,-0.7947126769211726,12.36528293956106
20110714,-0.09845877756399252,-0.09845877756399252,12.266824161997068
20110715,-0.056541615855580256,-0.056541615855580256,12.210282546141487
20110718,-0.15893500323784093,-0.15893500323784093,12.051347542903645
20110719,0.16986442580046038,0.16986442580046038,12.221211968704106
20110720,-0.10345482156694404,-0.10345482156694404,12.117757147137162
20110721,-0.04690774099971931,-0.04690774099971931,12.070849406137443
20110722,0.3472522106042285,0.3472522106042285,12.418101616741671
20110725,-0.18157603785938425,-0.18157603785938425,12.236525578882286
20110726,0.6015130969632012,0.6015130969632012,12.838038675845487
20110727,0.18725861481374903,0.18725861481374903,13.025297290659235
20110728,-0.4129274749394793,-0.4129274749394793,12.612369815719756
20110729,0.01619437267200507,0.01619437267200507,12.628564188391762
20110801,0.7174763990466372,0.7174763990466372,13.346040587438399
20110802,-0.24340744142136123,-0.24340744142136123,13.102633146017038
20110803,-0.21664109046493468,-0.21664109046493468,12.885992055552103
20110804,-0.7956856955261606,-0.7956856955261606,12.090306360025943
20110805,-2.215829505333215,-2.215829505333215,9.874476854692729
20110808,-0.7492322962866588,-0.7492322962866588,9.12524455840607
20110809,-0.6851372634357592,-0.6851372634357592,8.44010729497031
20110810,0.6036380547617408,0.6036380547617408,9.04374534973205
20110811,0.07905430668972845,0.07905430668972845,9.12279965642178
20110812,0.031622144099063644,0.031622144099063644,9.154421800520844
20110815,0.10796878471112031,0.10796878471112031,9.262390585231964
20110816,-0.13673692811958515,-0.13673692811958515,9.125653657112379
20110817,0.19095499393032414,0.19095499393032414,9.316608651042703
20110818,0.12748083820698286,0.12748083820698286,9.444089489249686
20110819,-0.44788512786042534,-0.44788512786042534,8.99620436138926
20110822,0.16173926102701244,0.16173926102701244,9.157943622416273
20110823,0.02965724915223037,0.02965724915223037,9.187600871568502
20110824,-0.02186104826448709,-0.02186104826448709,9.165739823304015
20110825,-0.047618855790486615,-0.047618855790486615,9.118120967513528
20110826,-0.0694181679272467,-0.0694181679272467,9.048702799586282
20110829,0.07931724053737685,0.07931724053737685,9.128020040123658
20110830,-0.31332054526613534,-0.31332054526613534,8.814699494857523
20110831,-0.012035627760121351,-0.012035627760121351,8.802663867097401
20110901,0.3193941683459008,0.3193941683459008,9.122058035443303
20110902,-0.0007873107238103734,-0.0007873107238103734,9.121270724719492
20110905,0.1835898214057838,0.1835898214057838,9.304860546125276
20110906,-0.25339223117812454,-0.25339223117812454,9.05146831494715
20110907,-0.2760513368864844,-0.2760513368864844,8.775416978060667
20110908,0.13777246182056868,0.13777246182056868,8.913189439881236
20110909,-0.11319214609565163,-0.11319214609565163,8.799997293785585
20110913,0.22329186916651028,0.22329186916651028,9.023289162952096
20110914,0.4445878736016595,0.4445878736016595,9.467877036553755
20110915,0.015139541547502787,0.015139541547502787,9.483016578101259
20110916,-0.5159632622002165,-0.5159632622002165,8.967053315901042
20110919,2.218300364702424,2.218300364702424,11.185353680603466
20110920,-0.020078811419450674,-0.020078811419450674,11.165274869184016
20110921,-0.22234382590307103,-0.22234382590307103,10.942931043280945
20110922,2.3136640619619553,2.3136640619619553,13.2565951052429
20110923,1.2733241231072492,1.2733241231072492,14.529919228350149
20110926,2.7389270389695937,2.7389270389695937,17.26884626731974
20110927,-2.314293074896145,-2.314293074896145,14.954553192423596
20110928,0.6865844926842356,0.6865844926842356,15.641137685107832
20110929,1.396482705224997,1.396482705224997,17.03762039033283
20110930,-1.1366839602897056,-1.1366839602897056,15.900936430043124
20111010,0.37005817542929725,0.37005817542929725,16.27099460547242
20111011,-0.07982332786316765,-0.07982332786316765,16.191171277609254
20111012,-0.3782712279267574,-0.3782712279267574,15.812900049682495
20111013,0.5726678791709632,0.5726678791709632,16.385567928853458
20111014,-0.5014574191268715,-0.5014574191268715,15.884110509726586
20111017,0.08982059399323229,0.08982059399323229,15.973931103719819
20111018,1.1763335485522068,1.1763335485522068,17.150264652272025
20111019,0.4238641369137899,0.4238641369137899,17.574128789185814
20111020,1.5719417039200847,1.5719417039200847,19.1460704931059
20111021,0.13872954123592982,0.13872954123592982,19.284800034341828
20111024,-1.9586781781455287,-1.9586781781455287,17.3261218561963
20111025,-0.5094203317707305,-0.5094203317707305,16.816701524425568
20111026,-0.11603859062925999,-0.11603859062925999,16.70066293379631
20111027,-0.47454373162493657,-0.47454373162493657,16.226119202171372
20111028,-0.16859852099617573,-0.16859852099617573,16.057520681175195
20111031,0.7260983075696935,0.7260983075696935,16.783618988744887
20111101,0.22105471279719713,0.22105471279719713,17.004673701542085
20111102,-0.4372324611934598,-0.4372324611934598,16.567441240348625
20111103,0.641274652602944,0.641274652602944,17.20871589295157
20111104,-0.9949628626137068,-0.9949628626137068,16.213753030337863
20111107,0.6656034048263142,0.6656034048263142,16.879356435164176
20111108,-0.006740381482867089,-0.006740381482867089,16.87261605368131
20111109,0.26660775291028765,0.26660775291028765,17.1392238065916
20111110,1.1010738415253092,1.1010738415253092,18.240297648116908
20111111,0.3351045042655415,0.3351045042655415,18.57540215238245
20111114,-1.4698968326783617,-1.4698968326783617,17.105505319704086
20111115,0.042484708124011984,0.042484708124011984,17.147990027828097
20111116,0.4940978723878043,0.4940978723878043,17.642087900215902
20111117,-0.2215489439616166,-0.2215489439616166,17.420538956254287
20111118,0.19652499351077327,0.19652499351077327,17.61706394976506
20111121,0.4501945453286651,0.4501945453286651,18.067258495093725
20111122,-0.45990700720250116,-0.45990700720250116,17.607351487891222
20111123,0.44264710125724366,0.44264710125724366,18.049998589148466
20111124,-0.1300440871999532,-0.1300440871999532,17.919954501948514
20111125,0.7007881163933337,0.7007881163933337,18.620742618341847
20111128,-1.0710732613084442,-1.0710732613084442,17.5496693570334
20111129,-0.5325267092578987,-0.5325267092578987,17.017142647775504
20111130,0.046650860904388206,0.046650860904388206,17.063793508679893
20111201,0.08799611002216916,0.08799611002216916,17.15178961870206
20111202,-0.12601226099222218,-0.12601226099222218,17.02577735770984
20111205,-0.06787850781780028,-0.06787850781780028,16.95789884989204
