,dailyPnl,Energy,cumulativePnl
20100315,-0.38873247336259004,-0.38873247336259004,-1.1990707586321288
20100316,-0.020475455540755062,-0.020475455540755062,-1.219546214172884
20100317,0.30266200423310213,0.30266200423310213,-0.9168842099397818
20100318,-0.06675938483723444,-0.06675938483723444,-0.9836435947770162
20100319,0.08029084663932957,0.08029084663932957,-0.9033527481376866
20100322,-0.03618684775258645,-0.03618684775258645,-0.939539595890273
20100323,0.015405674847280906,0.015405674847280906,-0.9241339210429921
20100324,-0.012922754810666591,-0.012922754810666591,-0.9370566758536587
20100325,-0.12295628345289077,-0.12295628345289077,-1.0600129593065495
20100326,0.17451505888859073,0.17451505888859073,-0.8854979004179587
20100329,0.050305821869698765,0.050305821869698765,-0.8351920785482599
20100330,-0.1255102090370793,-0.1255102090370793,-0.9607022875853393
20100331,-0.19279447569023797,-0.19279447569023797,-1.1534967632755773
20100401,0.20543591841164496,0.20543591841164496,-0.9480608448639323
20100402,0.11147877666071791,0.11147877666071791,-0.8365820682032143
20100406,0.396464465972968,0.396464465972968,-0.4401176022302463
20100407,0.09393556796447725,0.09393556796447725,-0.3461820342657691
20100408,-0.3265584501798013,-0.3265584501798013,-0.6727404844455704
20100409,0.4955606111348237,0.4955606111348237,-0.17717987331074675
20100412,0.06329537530544288,0.06329537530544288,-0.11388449800530387
20100413,-0.17160637886142294,-0.17160637886142294,-0.2854908768667268
20100414,0.3193090543950866,0.3193090543950866,0.033818177528359805
20100415,0.35448167683131904,0.35448167683131904,0.38829985435967884
20100416,-0.3241095526122024,-0.3241095526122024,0.06419030174747642
20100419,-1.7907941051828011,-1.7907941051828011,-1.7266038034353248
20100420,0.9663398598483641,0.9663398598483641,-0.7602639435869607
20100421,-0.09534294305621756,-0.09534294305621756,-0.8556068866431783
20100422,-0.7546043153521882,-0.7546043153521882,-1.6102112019953665
20100423,0.21160442410031596,0.21160442410031596,-1.3986067778950506
20100426,0.36209155579488,0.36209155579488,-1.0365152221001706
20100427,-1.3142098254157344,-1.3142098254157344,-2.3507250475159047
20100428,-0.7371631756967085,-0.7371631756967085,-3.0878882232126132
20100429,-0.13557785469119268,-0.13557785469119268,-3.223466077903806
20100430,0.6595830447268077,0.6595830447268077,-2.563883033176998
20100504,-0.18345804593276158,-0.18345804593276158,-2.7473410791097597
20100505,-0.43196332003508314,-0.43196332003508314,-3.1793043991448426
20100506,-0.5744968321325425,-0.5744968321325425,-3.753801231277385
20100507,-0.9342839443599134,-0.9342839443599134,-4.6880851756372985
20100510,0.4308471635476316,0.4308471635476316,-4.257238012089667
20100511,-0.4411355841842108,-0.4411355841842108,-4.6983735962738775
20100512,-0.2915137338800924,-0.2915137338800924,-4.9898873301539695
20100513,0.1338114005476353,0.1338114005476353,-4.856075929606334
20100514,0.15472196636179408,0.15472196636179408,-4.701353963244539
20100517,-0.17061791168652432,-0.17061791168652432,-4.871971874931064
20100518,-0.3411089237610922,-0.3411089237610922,-5.213080798692156
20100519,0.06933471213641179,0.06933471213641179,-5.143746086555744
20100520,-0.0182888932805807,-0.0182888932805807,-5.162034979836325
20100521,0.6293269381233938,0.6293269381233938,-4.532708041712931
20100524,-0.8806631016162325,-0.8806631016162325,-5.413371143329163
20100525,1.3559952283089327,1.3559952283089327,-4.057375915020231
20100526,-0.855144508319441,-0.855144508319441,-4.9125204233396715
20100527,-1.0910409911609886,-1.0910409911609886,-6.00356141450066
20100528,-0.4503668824050136,-0.4503668824050136,-6.453928296905674
20100531,0.3014216917519664,0.3014216917519664,-6.152506605153707
20100601,1.1912398259189454,1.1912398259189454,-4.961266779234762
20100602,0.9188570035413544,0.9188570035413544,-4.042409775693407
20100603,-0.26249814554108414,-0.26249814554108414,-4.304907921234491
20100604,0.46076969011197716,0.46076969011197716,-3.844138231122514
20100607,2.9948995016098956,2.9948995016098956,-0.8492387295126185
20100608,-0.8474565237430823,-0.8474565237430823,-1.696695253255701
20100609,-0.8113756889053434,-0.8113756889053434,-2.5080709421610443
20100610,0.05325114292351844,0.05325114292351844,-2.454819799237526
20100611,-0.5163179000072603,-0.5163179000072603,-2.971137699244786
20100617,0.13982538411767198,0.13982538411767198,-2.8313123151271142
20100618,0.2883844669264715,0.2883844669264715,-2.5429278482006428
20100621,-1.370882890504946,-1.370882890504946,-3.913810738705589
20100622,0.4630728010548799,0.4630728010548799,-3.4507379376507092
20100623,0.18143759388123604,0.18143759388123604,-3.269300343769473
20100624,-0.2540584758216265,-0.2540584758216265,-3.5233588195911
20100625,0.18284390566628927,0.18284390566628927,-3.3405149139248107
20100628,-0.21654522319345657,-0.21654522319345657,-3.5570601371182673
20100629,0.5997197609214457,0.5997197609214457,-2.9573403761968216
20100630,0.1150522113423213,0.1150522113423213,-2.8422881648545
20100701,0.47667045828987864,0.47667045828987864,-2.3656177065646213
20100702,-0.2236815241363413,-0.2236815241363413,-2.589299230700963
20100705,-0.007905068252962506,-0.007905068252962506,-2.5972042989539252
20100706,0.11346243112759596,0.11346243112759596,-2.483741867826329
20100707,0.11198836597058455,0.11198836597058455,-2.3717535018557445
20100708,-0.09793397390138503,-0.09793397390138503,-2.4696874757571297
20100709,-0.03122282752841249,-0.03122282752841249,-2.500910303285542
20100712,-0.023253608678673588,-0.023253608678673588,-2.524163911964216
20100713,0.017885225767744345,0.017885225767744345,-2.5062786861964717
20100714,-0.03185471125618429,-0.03185471125618429,-2.538133397452656
20100715,0.1327100959270376,0.1327100959270376,-2.405423301525618
20100716,0.0874597857049838,0.0874597857049838,-2.3179635158206344
20100719,-0.045843610466723375,-0.045843610466723375,-2.363807126287358
20100720,-0.014001144590909394,-0.014001144590909394,-2.3778082708782673
20100721,0.0055757139460656585,0.0055757139460656585,-2.3722325569322016
20100722,0.017793050209418227,0.017793050209418227,-2.3544395067227835
20100723,0.21858719066611706,0.21858719066611706,-2.1358523160566665
20100726,-0.052481302394797286,-0.052481302394797286,-2.188333618451464
20100727,-0.137661817562781,-0.137661817562781,-2.325995436014245
20100728,0.39349999620959214,0.39349999620959214,-1.9324954398046528
20100729,0.21263541828099183,0.21263541828099183,-1.719860021523661
20100730,0.24942741141433988,0.24942741141433988,-1.470432610109321
20100802,0.8217010022599736,0.8217010022599736,-0.6487316078493475
20100803,-0.27381009373624504,-0.27381009373624504,-0.9225417015855926
20100804,0.4232069663349891,0.4232069663349891,-0.49933473525060346
20100805,-1.1210582649066652,-1.1210582649066652,-1.6203930001572686
20100806,0.7075961053949275,0.7075961053949275,-0.9127968947623412
20100809,1.1890856754571384,1.1890856754571384,0.27628878069479723
20100810,-0.6870556114428303,-0.6870556114428303,-0.4107668307480331
20100811,-0.7277353368262255,-0.7277353368262255,-1.1385021675742586
20100812,-1.4906075775717922,-1.4906075775717922,-2.629109745146051
20100813,1.5032569965439408,1.5032569965439408,-1.12585274860211
20100816,1.3922206935811565,1.3922206935811565,0.2663679449790466
20100817,0.4199811437218389,0.4199811437218389,0.6863490887008855
20100818,-0.13418261357739988,-0.13418261357739988,0.5521664751234856
20100819,1.5678554444816815,1.5678554444816815,2.120021919605167
20100820,-2.9153530273510686,-2.9153530273510686,-0.7953311077459015
20100823,-1.1329932326105445,-1.1329932326105445,-1.928324340356446
20100824,-1.119101819908219,-1.119101819908219,-3.0474261602646653
20100825,1.3273256570620324,1.3273256570620324,-1.7201005032026329
20100826,0.908974693370241,0.908974693370241,-0.8111258098323919
20100827,-0.11108250330837387,-0.11108250330837387,-0.9222083131407658
20100830,0.5627358286201493,0.5627358286201493,-0.35947248452061653
20100831,-1.6624000889937791,-1.6624000889937791,-2.0218725735143956
20100901,0.6135032868482397,0.6135032868482397,-1.408369286666156
20100902,1.0030367267339835,1.0030367267339835,-0.40533255993217243
20100903,-0.25407034873250056,-0.25407034873250056,-0.659402908664673
20100906,0.8876261585564511,0.8876261585564511,0.2282232498917781
20100907,-0.03892813826413527,-0.03892813826413527,0.18929511162764284
20100908,0.2912204478559025,0.2912204478559025,0.48051555948354535
20100909,-1.1658161783074934,-1.1658161783074934,-0.6853006188239481
20100910,0.20925155490162703,0.20925155490162703,-0.47604906392232105
20100913,0.4784141288355373,0.4784141288355373,0.0023650649132162527
20100914,-0.2910881077446585,-0.2910881077446585,-0.28872304283144223
20100915,-0.128296935235667,-0.128296935235667,-0.4170199780671092
20100916,0.03578287824865041,0.03578287824865041,-0.3812370998184588
20100917,0.24831702277123402,0.24831702277123402,-0.1329200770472248
20100920,0.47275130276837235,0.47275130276837235,0.33983122572114755
20100921,-0.07206572121170876,-0.07206572121170876,0.2677655045094388
20100927,0.9040711228346799,0.9040711228346799,1.1718366273441188
20100928,-0.14210319005120034,-0.14210319005120034,1.0297334372929183
20100929,-0.10478854276031765,-0.10478854276031765,0.9249448945326006
20100930,0.09959176685864053,0.09959176685864053,1.0245366613912412
20101008,0.47399451723623204,0.47399451723623204,1.4985311786274733
20101011,1.2031632977587412,1.2031632977587412,2.7016944763862147
20101012,-0.37788337448249754,-0.37788337448249754,2.323811101903717
20101013,0.4783798824487556,0.4783798824487556,2.802190984352473
20101014,0.34402635489193784,0.34402635489193784,3.146217339244411
20101015,-0.29390887646546326,-0.29390887646546326,2.8523084627789475
20101018,-0.9303319459823542,-0.9303319459823542,1.9219765167965932
20101019,0.21573310158693043,0.21573310158693043,2.1377096183835236
20101020,-0.49085572680700407,-0.49085572680700407,1.6468538915765194
20101021,0.04010961131723411,0.04010961131723411,1.6869635028937535
20101022,0.2808370520973177,0.2808370520973177,1.9678005549910713
20101025,1.3012678447666504,1.3012678447666504,3.269068399757722
20101026,-0.23338759691250172,-0.23338759691250172,3.0356808028452202
20101027,-1.0951207291961302,-1.0951207291961302,1.94056007364909
20101028,0.7775880844703567,0.7775880844703567,2.7181481581194467
20101029,-0.7176427878925505,-0.7176427878925505,2.0005053702268962
20101101,0.6957865230046115,0.6957865230046115,2.696291893231508
20101102,0.29926564010412215,0.29926564010412215,2.99555753333563
20101103,0.22853900678124361,0.22853900678124361,3.2240965401168737
20101104,1.3902298772307071,1.3902298772307071,4.614326417347581
20101105,1.3924891381076847,1.3924891381076847,6.006815555455265
20101108,0.7560226544057586,0.7560226544057586,6.762838209861024
20101109,1.272203973391582,1.272203973391582,8.035042183252607
20101110,0.2837009860370438,0.2837009860370438,8.31874316928965
20101111,-0.8326251992041693,-0.8326251992041693,7.4861179700854805
20101112,-1.6736710673278228,-1.6736710673278228,5.8124469027576575
20101115,-2.0046472581210275,-2.0046472581210275,3.80779964463663
20101116,0.047254501101842206,0.047254501101842206,3.8550541457384724
20101117,-1.9201559296257358,-1.9201559296257358,1.9348982161127366
20101118,1.3378856161645796,1.3378856161645796,3.272783832277316
20101119,0.25042521719457195,0.25042521719457195,3.523209049471888
20101122,-0.24998655044996776,-0.24998655044996776,3.2732224990219203
20101123,-1.1347679535669413,-1.1347679535669413,2.1384545454549793
20101124,0.2402633184238972,0.2402633184238972,2.3787178638788764
20101125,-0.2023791207349501,-0.2023791207349501,2.1763387431439263
20101126,-0.2254342603052452,-0.2254342603052452,1.950904482838681
20101129,-0.020725437450772075,-0.020725437450772075,1.9301790453879089
20101130,0.10020313101395097,0.10020313101395097,2.0303821764018597
20101201,-0.11333864858098483,-0.11333864858098483,1.9170435278208748
20101202,-0.2347653284357941,-0.2347653284357941,1.6822781993850808
20101203,-0.10712483494133337,-0.10712483494133337,1.5751533644437474
20101206,-0.14523350404961824,-0.14523350404961824,1.4299198603941292
20101207,0.18251166065082533,0.18251166065082533,1.6124315210449545
20101208,0.43345058800378605,0.43345058800378605,2.0458821090487405
20101209,-0.5891130497844769,-0.5891130497844769,1.4567690592642637
20101210,-0.2237624835149768,-0.2237624835149768,1.233006575749287
20101213,-1.3624765591925265,-1.3624765591925265,-0.12946998344323957
20101214,-0.15361760325708518,-0.15361760325708518,-0.28308758670032474
20101215,0.5944765803386384,0.5944765803386384,0.3113889936383136
20101216,-0.12058822246830175,-0.12058822246830175,0.19080077117001187
20101217,-0.4306984946257032,-0.4306984946257032,-0.23989772345569133
20101220,-0.174687299558682,-0.174687299558682,-0.41458502301437333
20101221,-0.3825812755010046,-0.3825812755010046,-0.797166298515378
20101222,0.46810801950346503,0.46810801950346503,-0.329058279011913
20101223,-0.5918682295890728,-0.5918682295890728,-0.9209265086009858
20101224,-0.5556156294901082,-0.5556156294901082,-1.476542138091094
20101227,-0.1648350208311005,-0.1648350208311005,-1.6413771589221944
20101228,0.45540154489572005,0.45540154489572005,-1.1859756140264743
20101229,0.17686459223138845,0.17686459223138845,-1.0091110217950858
20101230,-0.25755552220383016,-0.25755552220383016,-1.266666543998916
20101231,0.31809327250412156,0.31809327250412156,-0.9485732714947944
20110104,-0.7226098863439802,-0.7226098863439802,-1.6711831578387746
20110105,0.2699619647497608,0.2699619647497608,-1.4012211930890137
20110106,-0.3805273884741681,-0.3805273884741681,-1.781748581563182
20110107,1.1993801871560188,1.1993801871560188,-0.5823683944071631
20110110,-0.06320829747253069,-0.06320829747253069,-0.6455766918796938
20110111,-0.07637693923062056,-0.07637693923062056,-0.7219536311103143
20110112,-0.2805499484505594,-0.2805499484505594,-1.0025035795608737
20110113,-0.04368692000043527,-0.04368692000043527,-1.046190499561309
20110114,0.03382586055906151,0.03382586055906151,-1.0123646390022474
20110117,0.25127185152934045,0.25127185152934045,-0.761092787472907
20110118,-0.07277329135289078,-0.07277329135289078,-0.8338660788257978
20110119,-0.47809962711415854,-0.47809962711415854,-1.3119657059399563
20110120,0.3351043091956222,0.3351043091956222,-0.9768613967443341
20110121,0.5079565532778083,0.5079565532778083,-0.46890484346652583
20110124,-0.3844031492788519,-0.3844031492788519,-0.8533079927453777
20110125,0.9747305194493356,0.9747305194493356,0.12142252670395792
20110126,-0.19407060879875315,-0.19407060879875315,-0.07264808209479523
20110127,-0.018311993365124388,-0.018311993365124388,-0.09096007545991962
20110128,-0.08098928042971884,-0.08098928042971884,-0.17194935588963844
20110131,-0.4423262414092375,-0.4423262414092375,-0.6142755972988759
20110201,-0.3594134740116542,-0.3594134740116542,-0.9736890713105302
20110209,0.19840037680125663,0.19840037680125663,-0.7752886945092735
20110210,-0.5690809196580299,-0.5690809196580299,-1.3443696141673034
20110211,0.014572007597275281,0.014572007597275281,-1.329797606570028
20110214,-0.14675988557526845,-0.14675988557526845,-1.4765574921452966
20110215,0.04140789760110857,0.04140789760110857,-1.4351495945441881
20110216,0.1408017874673345,0.1408017874673345,-1.2943478070768537
20110217,0.014522125525136093,0.014522125525136093,-1.2798256815517177
20110218,-0.09992402228101437,-0.09992402228101437,-1.379749703832732
20110221,-0.17553812155062357,-0.17553812155062357,-1.5552878253833555
20110222,-0.13957954121212038,-0.13957954121212038,-1.6948673665954759
20110223,0.1368151450005405,0.1368151450005405,-1.5580522215949353
20110224,-0.1892534670593296,-0.1892534670593296,-1.7473056886542648
20110225,0.005990478119677353,0.005990478119677353,-1.7413152105345875
20110228,0.10245960505244449,0.10245960505244449,-1.638855605482143
20110301,-0.03194337291933334,-0.03194337291933334,-1.6707989784014763
20110302,-0.13178577385437176,-0.13178577385437176,-1.802584752255848
20110303,-0.1847450134502923,-0.1847450134502923,-1.9873297657061404
20110304,-0.09711927156707635,-0.09711927156707635,-2.0844490372732167
20110307,-0.1702665433628832,-0.1702665433628832,-2.2547155806361
20110308,0.7012190759810879,0.7012190759810879,-1.5534965046550122
20110309,-0.05984529150707727,-0.05984529150707727,-1.6133417961620895
20110310,0.1248944991503151,0.1248944991503151,-1.4884472970117744
20110311,0.46231106971451763,0.46231106971451763,-1.0261362272972567
20110314,0.808488297326886,0.808488297326886,-0.21764792997037075
20110315,0.14422598822928437,0.14422598822928437,-0.07342194174108638
20110316,-0.6672841014083741,-0.6672841014083741,-0.7407060431494605
20110317,0.07155798036862439,0.07155798036862439,-0.6691480627808362
20110318,-0.6307710600641792,-0.6307710600641792,-1.2999191228450153
20110321,0.1497611105089816,0.1497611105089816,-1.1501580123360338
20110322,-0.24881122363930416,-0.24881122363930416,-1.3989692359753378
20110323,-0.5666610671489832,-0.5666610671489832,-1.9656303031243212
20110324,0.2482166663044126,0.2482166663044126,-1.7174136368199087
20110325,0.19318164864473095,0.19318164864473095,-1.5242319881751778
20110328,1.3425602257499818,1.3425602257499818,-0.181671762425196
20110329,0.12690661821337462,0.12690661821337462,-0.05476514421182138
20110330,-0.052491609629769044,-0.052491609629769044,-0.10725675384159042
20110331,0.3750762270018534,0.3750762270018534,0.267819473160263
20110401,0.8725768020347601,0.8725768020347601,1.1403962751950232
20110406,-0.66109489232556,-0.66109489232556,0.4793013828694632
20110407,-0.12398820173479273,-0.12398820173479273,0.3553131811346705
20110408,-0.9577403374257327,-0.9577403374257327,-0.6024271562910622
20110411,-0.33308369211037897,-0.33308369211037897,-0.9355108484014412
20110412,0.3116261342874615,0.3116261342874615,-0.6238847141139796
20110413,-0.2934691857177356,-0.2934691857177356,-0.9173538998317152
20110414,0.8017793570720552,0.8017793570720552,-0.11557454275966006
20110415,0.3696981967880511,0.3696981967880511,0.25412365402839104
20110418,0.1633823888041884,0.1633823888041884,0.4175060428325794
20110419,0.7200388993453563,0.7200388993453563,1.1375449421779358
20110420,-0.5183164120697393,-0.5183164120697393,0.6192285301081965
20110421,-0.29761622547644767,-0.29761622547644767,0.3216123046317488
20110422,-0.1489541566472796,-0.1489541566472796,0.17265814798446918
20110425,0.482868775692479,0.482868775692479,0.6555269236769482
20110426,0.20812508245185826,0.20812508245185826,0.8636520061288064
20110427,0.2525806370553495,0.2525806370553495,1.1162326431841558
20110428,-0.49849788667064837,-0.49849788667064837,0.6177347565135074
20110429,0.12347513545997063,0.12347513545997063,0.741209891973478
20110503,-0.08655141390786397,-0.08655141390786397,0.654658478065614
20110504,0.25293223000565823,0.25293223000565823,0.9075907080712722
20110505,0.431155454179391,0.431155454179391,1.3387461622506631
20110506,0.1218083623427025,0.1218083623427025,1.4605545245933655
20110509,-0.08370984244610542,-0.08370984244610542,1.3768446821472602
20110510,0.016751039134536693,0.016751039134536693,1.3935957212817969
20110511,0.11667076168104787,0.11667076168104787,1.5102664829628447
20110512,0.2931390628509297,0.2931390628509297,1.8034055458137743
20110513,-0.3322245987970432,-0.3322245987970432,1.4711809470167312
20110516,0.1575695573655481,0.1575695573655481,1.6287505043822792
20110517,-0.30321134297480246,-0.30321134297480246,1.3255391614074767
20110518,0.07085250899079434,0.07085250899079434,1.396391670398271
20110519,0.026468021181432842,0.026468021181432842,1.4228596915797038
20110520,-0.064589095488496,-0.064589095488496,1.3582705960912078
20110523,0.45397160875298914,0.45397160875298914,1.812242204844197
20110524,0.1102314583998187,0.1102314583998187,1.9224736632440158
20110525,-0.21529760737196577,-0.21529760737196577,1.7071760558720501
20110526,-0.47121997239156793,-0.47121997239156793,1.2359560834804821
20110527,-0.044218999397777826,-0.044218999397777826,1.1917370840827044
20110530,0.34564600674800905,0.34564600674800905,1.5373830908307133
20110531,-0.24116658399254431,-0.24116658399254431,1.296216506838169
20110601,-0.04217290271256272,-0.04217290271256272,1.2540436041256062
20110602,0.21944059487868456,0.21944059487868456,1.4734841990042908
20110603,-0.05116481806176343,-0.05116481806176343,1.4223193809425274
20110607,0.06847485996586898,0.06847485996586898,1.4907942409083963
20110608,0.16124039289470407,0.16124039289470407,1.6520346338031004
20110609,0.21578604956225955,0.21578604956225955,1.86782068336536
20110610,-0.2141084104153401,-0.2141084104153401,1.6537122729500198
20110613,-0.17458529184704216,-0.17458529184704216,1.4791269811029777
20110614,-0.09030506877387401,-0.09030506877387401,1.3888219123291037
20110615,0.4258748852292253,0.4258748852292253,1.814696797558329
20110616,-0.7723559534511076,-0.7723559534511076,1.0423408441072213
20110617,0.08003786052146251,0.08003786052146251,1.1223787046286837
20110620,-0.5415175193584404,-0.5415175193584404,0.5808611852702433
20110621,0.35905142210453017,0.35905142210453017,0.9399126073747734
20110622,-0.6857866984236939,-0.6857866984236939,0.25412590895107956
20110623,-0.178444800967065,-0.178444800967065,0.07568110798401456
20110624,-0.2505699997134623,-0.2505699997134623,-0.17488889172944772
20110627,-1.5766489873384615,-1.5766489873384615,-1.7515378790679093
20110628,0.12915682782880605,0.12915682782880605,-1.6223810512391033
20110629,0.47747219146238973,0.47747219146238973,-1.1449088597767134
20110630,0.876956797107041,0.876956797107041,-0.2679520626696724
20110701,-0.06389953413323261,-0.06389953413323261,-0.33185159680290505
20110704,1.5645011457637912,1.5645011457637912,1.2326495489608862
20110705,0.14288586256056046,0.14288586256056046,1.3755354115214466
20110706,0.24156053881769432,0.24156053881769432,1.6170959503391409
20110707,-0.06973249565404503,-0.06973249565404503,1.5473634546850958
20110708,0.2503242339406274,0.2503242339406274,1.7976876886257234
20110711,-0.3207588377327025,-0.3207588377327025,1.476928850893021
20110712,-0.27014637523893403,-0.27014637523893403,1.2067824756540868
20110713,1.4258879317528557,1.4258879317528557,2.6326704074069425
20110714,-0.03603216443129412,-0.03603216443129412,2.5966382429756485
20110715,-0.04039415825604905,-0.04039415825604905,2.5562440847195993
20110718,-0.28744484240283147,-0.28744484240283147,2.268799242316768
20110719,0.44577485257542065,0.44577485257542065,2.7145740948921886
20110720,-0.03828380943094841,-0.03828380943094841,2.6762902854612403
20110721,0.17952976535685466,0.17952976535685466,2.855820050818095
20110722,0.5581979068400721,0.5581979068400721,3.4140179576581673
20110725,-0.6502783525853186,-0.6502783525853186,2.763739605072849
20110726,1.4196913335983512,1.4196913335983512,4.1834309386712
20110727,0.10014677039038321,0.10014677039038321,4.283577709061583
20110728,-0.6348518461276011,-0.6348518461276011,3.648725862933982
20110729,0.21469593984789084,0.21469593984789084,3.8634218027818727
20110801,0.8175987823365547,0.8175987823365547,4.681020585118428
20110802,-0.48003304379977824,-0.48003304379977824,4.200987541318649
20110803,-0.19012354054249808,-0.19012354054249808,4.010864000776151
20110804,-0.8145939366261403,-0.8145939366261403,3.196270064150011
20110805,-3.2363507681080144,-3.2363507681080144,-0.04008070395800356
20110808,-0.8369999960604969,-0.8369999960604969,-0.8770807000185005
20110809,-2.0269048348795864,-2.0269048348795864,-2.9039855348980868
20110810,1.3048028661141433,1.3048028661141433,-1.5991826687839434
20110811,1.1383381347395447,1.1383381347395447,-0.46084453404439873
20110812,0.21056862646098795,0.21056862646098795,-0.2502759075834108
20110815,0.24794460466248167,0.24794460466248167,-0.002331302920929118
20110816,-0.6768919007654561,-0.6768919007654561,-0.6792232036863852
20110817,0.7319483582032114,0.7319483582032114,0.052725154516826134
20110818,-0.20887362999409942,-0.20887362999409942,-0.15614847547727329
20110819,-0.34095981716724383,-0.34095981716724383,-0.4971082926445171
20110822,-0.10616359668156364,-0.10616359668156364,-0.6032718893260808
20110823,0.34503306289305563,0.34503306289305563,-0.25823882643302515
20110824,-0.039198509525288555,-0.039198509525288555,-0.2974373359583137
20110825,-0.08908718997975705,-0.08908718997975705,-0.38652452593807074
20110826,-0.035493789239002774,-0.035493789239002774,-0.4220183151770735
20110829,0.06180598092523564,0.06180598092523564,-0.36021233425183785
20110830,-0.03549859880035579,-0.03549859880035579,-0.3957109330521936
20110831,0.02151888974917001,0.02151888974917001,-0.37419204330302364
20110901,0.0936437020715603,0.0936437020715603,-0.2805483412314633
20110902,0.043414046034812116,0.043414046034812116,-0.23713429519665122
20110905,0.11505705403300968,0.11505705403300968,-0.12207724116364153
20110906,0.044598635989894254,0.044598635989894254,-0.07747860517374727
20110907,-0.1882419268589677,-0.1882419268589677,-0.26572053203271495
20110908,0.05041993052637461,0.05041993052637461,-0.21530060150634034
20110909,0.004042337820335683,0.004042337820335683,-0.21125826368600464
20110913,0.15951909226286648,0.15951909226286648,-0.051739171423138164
20110914,0.20626828996771623,0.20626828996771623,0.15452911854457807
20110915,0.01837555546276576,0.01837555546276576,0.17290467400734383
20110916,-0.34156833466824826,-0.34156833466824826,-0.16866366066090444
20110919,1.0728212742130563,1.0728212742130563,0.9041576135521519
20110920,-0.0013595369506829483,-0.0013595369506829483,0.9027980766014689
20110921,-0.20097329649043205,-0.20097329649043205,0.7018247801110369
20110922,1.102676468835941,1.102676468835941,1.8045012489469778
20110923,0.7067141737879746,0.7067141737879746,2.5112154227349524
20110926,1.7656848466741986,1.7656848466741986,4.2769002694091505
20110927,-1.929138923398324,-1.929138923398324,2.3477613460108264
20110928,0.20467588910675022,0.20467588910675022,2.552437235117577
20110929,1.3313154706093426,1.3313154706093426,3.8837527057269194
20110930,-1.0021019546105494,-1.0021019546105494,2.88165075111637
20111010,0.42171193988463007,0.42171193988463007,3.3033626910010003
20111011,-0.15171124959618876,-0.15171124959618876,3.1516514414048116
20111012,-0.4236542553670962,-0.4236542553670962,2.7279971860377152
20111013,0.7271475353427904,0.7271475353427904,3.4551447213805058
20111014,-0.6075947978688951,-0.6075947978688951,2.8475499235116106
20111017,0.06273290804845066,0.06273290804845066,2.9102828315600613
20111018,1.3419469043997923,1.3419469043997923,4.252229735959854
20111019,0.49427364918433886,0.49427364918433886,4.746503385144193
20111020,1.7494706869759502,1.7494706869759502,6.495974072120143
20111021,0.11835085810568848,0.11835085810568848,6.614324930225831
20111024,-2.200250777516913,-2.200250777516913,4.414074152708919
20111025,-0.5621695713677948,-0.5621695713677948,3.851904581341124
20111026,-0.09188372138614449,-0.09188372138614449,3.7600208599549796
20111027,-0.5008398293733539,-0.5008398293733539,3.2591810305816256
20111028,-0.1532980285050231,-0.1532980285050231,3.1058830020766024
20111031,0.7327605868278675,0.7327605868278675,3.83864358890447
20111101,0.23082556095419532,0.23082556095419532,4.069469149858665
20111102,-0.47649495034468525,-0.47649495034468525,3.5929741995139794
20111103,0.6227523446312088,0.6227523446312088,4.2157265441451885
20111104,-0.692201010647609,-0.692201010647609,3.5235255334975797
20111107,0.5300175048726155,0.5300175048726155,4.053543038370195
20111108,0.05119163134462766,0.05119163134462766,4.104734669714823
