,FU.SHF,SC.INE,LU.INE,BU.SHF,RU.SHF,SP.SHF,OP.SHF,LG.DCE,L.DCE,V.DCE,PP.DCE,EG.DCE,EB.DCE,PG.DCE,BZ.DCE,TA.ZCE,MA.ZCE,FG.ZCE,SA.ZCE,PF.ZCE,PX.ZCE,SH.ZCE,PL.ZCE
20100118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100222,-19.847889167734767,0.0,0.0,0.0,-6.209308816774676,0.0,0.0,0.0,-6.88658212273319,-9.94586494576879,0.0,0.0,0.0,0.0,0.0,-6.273677972633551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100223,-17.134096630444567,0.0,0.0,0.0,-5.427214400055515,0.0,0.0,0.0,-5.210753695045625,-8.213433001074932,0.0,0.0,0.0,0.0,0.0,-4.8106524949300535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100224,-15.510620571882749,0.0,0.0,0.0,-4.729528913406413,0.0,0.0,0.0,-3.7729604769857508,-6.774113738460668,0.0,0.0,0.0,0.0,0.0,-3.371196990285994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100225,-14.273556641780186,0.0,0.0,0.0,-4.06308507892408,0.0,0.0,0.0,-2.5182986000266387,-5.5063301179088215,0.0,0.0,0.0,0.0,0.0,-1.9748496390729993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100226,-13.262878274991516,0.0,0.0,0.0,-3.5154092178856895,0.0,0.0,0.0,-1.5284043546935653,-4.458730422412794,0.0,0.0,0.0,0.0,0.0,-0.8732339418849208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100301,-12.386155815790643,0.0,0.0,0.0,-3.0309770492216104,0.0,0.0,0.0,-0.62040950247186,-3.590792602614181,0.0,0.0,0.0,0.0,0.0,0.20659046362075903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100302,-11.51863884660855,0.0,0.0,0.0,-2.5936040472521547,0.0,0.0,0.0,0.2311467621669208,-2.827151428086766,0.0,0.0,0.0,0.0,0.0,1.1067015473851818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100303,-10.756440480906049,0.0,0.0,0.0,-2.3003443308351437,0.0,0.0,0.0,0.8253784403695034,-2.1800333810585966,0.0,0.0,0.0,0.0,0.0,1.7694068705920967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100304,-10.032697716315505,0.0,0.0,0.0,-2.0795663122406607,0.0,0.0,0.0,1.3474406001979868,-1.5778501066229271,0.0,0.0,0.0,0.0,0.0,2.2900984869683474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100305,-9.334881389265606,0.0,0.0,0.0,-1.9598348995755848,0.0,0.0,0.0,1.7051995766628991,-1.0814449979854805,0.0,0.0,0.0,0.0,0.0,2.6290501807019786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100308,-7.520365495437454,0.0,0.0,0.0,-1.4468606952579868,0.0,0.0,0.0,2.8406051329898725,0.2386650960167041,0.0,0.0,0.0,0.0,0.0,3.8057690763233722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100309,-6.080833136898906,0.0,0.0,0.0,-1.029315964227697,0.0,0.0,0.0,3.66460570214506,1.2993491581270664,0.0,0.0,0.0,0.0,0.0,4.833127224025193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100310,-4.699682855877237,0.0,0.0,0.0,-0.7179262834919525,0.0,0.0,0.0,4.220961789542289,2.176888934176408,0.0,0.0,0.0,0.0,0.0,5.718591627152805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100311,-3.3446735674529964,0.0,0.0,0.0,-0.5089511717411186,0.0,0.0,0.0,4.587764658263205,3.0133252284854,0.0,0.0,0.0,0.0,0.0,6.558961955977419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100312,-2.022547201523475,0.0,0.0,0.0,-0.39619080716717164,0.0,0.0,0.0,4.6825609933522125,3.708226609371801,0.0,0.0,0.0,0.0,0.0,7.206698852463749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100315,-0.4526282210328831,0.0,0.0,0.0,-0.4164876941647768,0.0,0.0,0.0,4.576991448192323,4.393181297436012,0.0,0.0,0.0,0.0,0.0,7.700472105426525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100316,1.0120741074291975,0.0,0.0,0.0,-0.6245772764084252,0.0,0.0,0.0,4.099776080571272,4.850285958217585,0.0,0.0,0.0,0.0,0.0,7.707543697860125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100317,2.417448051586038,0.0,0.0,0.0,-0.8725021619435711,0.0,0.0,0.0,3.4826119329772385,5.218570071580164,0.0,0.0,0.0,0.0,0.0,7.555241742427302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100318,3.8691323770093122,0.0,0.0,0.0,-1.1273965220716429,0.0,0.0,0.0,2.809913852091093,5.5772325406214005,0.0,0.0,0.0,0.0,0.0,7.371033245717082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100319,5.356585619558628,0.0,0.0,0.0,-1.3543230693821013,0.0,0.0,0.0,2.1505454053959774,6.046572328644708,0.0,0.0,0.0,0.0,0.0,7.227062874116466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100322,6.8830984731667115,0.0,0.0,0.0,-1.5116815731050663,0.0,0.0,0.0,1.567483405364859,6.745167958532395,0.0,0.0,0.0,0.0,0.0,7.120960346056169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100323,8.832446092040138,0.0,0.0,0.0,-1.7176587912165622,0.0,0.0,0.0,1.0270935131630383,7.674087756349323,0.0,0.0,0.0,0.0,0.0,6.839076666250542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100324,10.68679111505379,0.0,0.0,0.0,-1.9768980973144394,0.0,0.0,0.0,0.5791111508589802,8.705123029944767,0.0,0.0,0.0,0.0,0.0,6.358583796018549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100325,12.442566709964629,0.0,0.0,0.0,-2.2589478094866244,0.0,0.0,0.0,0.15905017187750473,9.674947616626994,0.0,0.0,0.0,0.0,0.0,5.664858894366151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100326,14.086923293727997,0.0,0.0,0.0,-2.3919506980433263,0.0,0.0,0.0,-0.04496132601011968,10.768016459174158,0.0,0.0,0.0,0.0,0.0,5.071303441947069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100329,15.413786730740373,0.0,0.0,0.0,-2.351614715283984,0.0,0.0,0.0,-0.1149248699981861,11.883939876414955,0.0,0.0,0.0,0.0,0.0,4.556273743693407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100330,16.881183259565557,0.0,0.0,0.0,-2.07739577826896,0.0,0.0,0.0,0.15302148306959243,13.21456916377305,0.0,0.0,0.0,0.0,0.0,4.649253250859001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100331,18.6738392938928,0.0,0.0,0.0,-1.6288367296727466,0.0,0.0,0.0,0.6579208255224994,14.475392592705209,0.0,0.0,0.0,0.0,0.0,5.089578806730853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100401,20.362436167207342,0.0,0.0,0.0,-1.1322387174504889,0.0,0.0,0.0,1.1545511219068951,15.472674766837557,0.0,0.0,0.0,0.0,0.0,5.622904539012751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100402,21.96756367711501,0.0,0.0,0.0,-0.5558711137074522,0.0,0.0,0.0,1.7333343008325333,16.34971629813541,0.0,0.0,0.0,0.0,0.0,6.366807397925387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100406,23.620722842348645,0.0,0.0,0.0,0.03411516094084913,0.0,0.0,0.0,2.371525101931456,16.91399213426518,0.0,0.0,0.0,0.0,0.0,7.292268824440321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100407,24.905756705294145,0.0,0.0,0.0,0.7564820751056582,0.0,0.0,0.0,3.161873317550104,17.26195681042369,0.0,0.0,0.0,0.0,0.0,8.62260591467423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100408,26.313270002692015,0.0,0.0,0.0,1.6399916983672782,0.0,0.0,0.0,4.097296913911231,17.506417345373347,0.0,0.0,0.0,0.0,0.0,10.195408326931126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100409,27.628067086598087,0.0,0.0,0.0,2.548290750031369,0.0,0.0,0.0,5.119349032849579,17.72940063048565,0.0,0.0,0.0,0.0,0.0,11.757585177584096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100412,29.046112033873616,0.0,0.0,0.0,3.411593901836707,0.0,0.0,0.0,6.346815027894054,17.971397626742284,0.0,0.0,0.0,0.0,0.0,13.416115134906251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100413,30.533582358841088,0.0,0.0,0.0,4.259418749978928,0.0,0.0,0.0,7.629078540770593,18.263668354265278,0.0,0.0,0.0,0.0,0.0,14.98495088237978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100414,31.99849504790156,0.0,0.0,0.0,5.186952412844951,0.0,0.0,0.0,9.355109133456464,18.758808213715895,0.0,0.0,0.0,0.0,0.0,17.038018823878925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100415,33.23165818379243,0.0,0.0,0.0,6.110015908385646,0.0,0.0,0.0,11.180121684554644,19.442658997960265,0.0,0.0,0.0,0.0,0.0,18.873288267935575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100416,35.35938878760244,0.0,0.0,0.0,7.124225231221424,0.0,0.0,0.0,13.55171415563251,20.53907453611218,0.0,0.0,0.0,0.0,0.0,21.161751714200765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100419,37.520027249034776,0.0,0.0,0.0,8.086274223479673,0.0,0.0,0.0,16.064883249800573,21.577939941150888,0.0,0.0,0.0,0.0,0.0,23.211386639052968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100420,38.252584933948135,0.0,0.0,0.0,8.69537443814243,0.0,0.0,0.0,17.728006204423092,22.787219987396988,0.0,0.0,0.0,0.0,0.0,23.98738387482347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100421,38.80309933546732,0.0,0.0,0.0,9.085602284460355,0.0,0.0,0.0,19.046596288030003,23.83165696537803,0.0,0.0,0.0,0.0,0.0,24.149168456647768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100422,39.08107709746425,0.0,0.0,0.0,9.300836862695721,0.0,0.0,0.0,20.066061009798194,24.63352985389591,0.0,0.0,0.0,0.0,0.0,24.01941225924899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100423,39.11157522394943,0.0,0.0,0.0,9.38608685715222,0.0,0.0,0.0,20.783705698755316,25.11767641427765,0.0,0.0,0.0,0.0,0.0,23.734827074065176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100426,38.90002342211549,0.0,0.0,0.0,9.421231866277763,0.0,0.0,0.0,21.141765983794272,25.334768491317703,0.0,0.0,0.0,0.0,0.0,23.214969380740467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100427,38.51047125346339,0.0,0.0,0.0,9.298247370563734,0.0,0.0,0.0,21.306309279085973,25.340043639456596,0.0,0.0,0.0,0.0,0.0,22.657738883143917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100428,37.67215947572906,0.0,0.0,0.0,8.785581624436295,0.0,0.0,0.0,20.719896110088733,24.64983367197649,0.0,0.0,0.0,0.0,0.0,21.21054483576027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100429,36.272999705756334,0.0,0.0,0.0,7.972636833775189,0.0,0.0,0.0,19.867967148978483,23.716634436593687,0.0,0.0,0.0,0.0,0.0,19.55377318272079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100430,33.707589376641835,0.0,0.0,0.0,6.858999277585966,0.0,0.0,0.0,18.391272240654374,22.420289313562588,0.0,0.0,0.0,0.0,0.0,17.10149978501527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100504,30.837691045600767,0.0,0.0,0.0,5.602654815860682,0.0,0.0,0.0,16.666046713632145,21.021178230933504,0.0,0.0,0.0,0.0,0.0,14.521289990671734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100505,29.14310797927417,0.0,0.0,0.0,4.4681721902563565,0.0,0.0,0.0,15.68689872340821,19.41031881786758,0.0,0.0,0.0,0.0,0.0,12.73178822443374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100506,27.24696109479534,0.0,0.0,0.0,3.168991363169433,0.0,0.0,0.0,14.883499267640927,17.758087154474392,0.0,0.0,0.0,0.0,0.0,10.807394241654382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100507,24.992435821455057,0.0,0.0,0.0,1.6766159389993989,0.0,0.0,0.0,14.059130016329846,16.159624088962232,0.0,0.0,0.0,0.0,0.0,8.488916309545557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100510,22.43842664805437,0.0,0.0,0.0,0.028559208476566015,0.0,0.0,0.0,13.018829520097919,14.665389856556159,0.0,0.0,0.0,0.0,0.0,5.739367116240618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100511,19.77031725612499,0.0,0.0,0.0,-1.745991656862683,0.0,0.0,0.0,11.940701301663314,13.270895243023666,0.0,0.0,0.0,0.0,0.0,2.619856361291345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100512,16.898458900153766,0.0,0.0,0.0,-3.6485659730496884,0.0,0.0,0.0,10.68399564357255,11.69848652001447,0.0,0.0,0.0,0.0,0.0,-1.0436899372083597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100513,14.0505977371723,0.0,0.0,0.0,-5.424386443773394,0.0,0.0,0.0,9.403388968532932,10.1983226497772,0.0,0.0,0.0,0.0,0.0,-4.816657637512411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100514,11.454377065345557,0.0,0.0,0.0,-7.089524407609506,0.0,0.0,0.0,8.062763054012636,8.596130096115877,0.0,0.0,0.0,0.0,0.0,-8.74971001497021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100517,8.802175832869608,0.0,0.0,0.0,-8.65325019755278,0.0,0.0,0.0,6.561691283626049,6.708342213867732,0.0,0.0,0.0,0.0,0.0,-12.398689216309952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100518,5.98484842611698,0.0,0.0,0.0,-10.167800255099758,0.0,0.0,0.0,4.78742713774373,4.552117780763798,0.0,0.0,0.0,0.0,0.0,-15.962833470755768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100519,2.8076531891843977,0.0,0.0,0.0,-11.414929609201884,0.0,0.0,0.0,2.7048714998008743,2.238682340412216,0.0,0.0,0.0,0.0,0.0,-19.410691637493095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100520,-0.6625564794291479,0.0,0.0,0.0,-12.441541560254413,0.0,0.0,0.0,0.23569816088999668,-0.2793480569372,0.0,0.0,0.0,0.0,0.0,-22.683396786822282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100521,-4.022058904265307,0.0,0.0,0.0,-13.183851858979375,0.0,0.0,0.0,-2.218467332262385,-2.753110473192311,0.0,0.0,0.0,0.0,0.0,-25.35084002295059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100524,-6.9629596569289625,0.0,0.0,0.0,-13.619607765253084,0.0,0.0,0.0,-4.412821662235383,-5.2157012102923135,0.0,0.0,0.0,0.0,0.0,-27.315214479680638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100525,-9.796631975028118,0.0,0.0,0.0,-13.769183378661829,0.0,0.0,0.0,-6.361388898967472,-7.468994525425198,0.0,0.0,0.0,0.0,0.0,-28.530000996219968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100526,-12.563403689304856,0.0,0.0,0.0,-13.665940645052949,0.0,0.0,0.0,-8.092536484052953,-9.474062306983953,0.0,0.0,0.0,0.0,0.0,-28.940282167060044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100527,-15.065058303976222,0.0,0.0,0.0,-13.359449580417762,0.0,0.0,0.0,-9.50661662357806,-11.116452454831277,0.0,0.0,0.0,0.0,0.0,-28.830145325829065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100528,-17.274258135421327,0.0,0.0,0.0,-12.814818298469525,0.0,0.0,0.0,-10.648454500605151,-12.323805867339027,0.0,0.0,0.0,0.0,0.0,-27.976607053617418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100531,-19.02313284955136,0.0,0.0,0.0,-12.070786883536492,0.0,0.0,0.0,-11.462475997257268,-12.971346599781665,0.0,0.0,0.0,0.0,0.0,-26.92573905823865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100601,-20.374083306699315,0.0,0.0,0.0,-11.131559717345079,0.0,0.0,0.0,-11.86942585237948,-13.118289028420628,0.0,0.0,0.0,0.0,0.0,-25.626916853839127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100602,-21.26513183916702,0.0,0.0,0.0,-10.222985538480623,0.0,0.0,0.0,-11.922205881888578,-12.992204010309456,0.0,0.0,0.0,0.0,0.0,-24.0539985316362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100603,-21.648703856710675,0.0,0.0,0.0,-9.264825240366166,0.0,0.0,0.0,-11.65195425019244,-12.653246823465244,0.0,0.0,0.0,0.0,0.0,-22.200420024800675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100604,-21.58409842614773,0.0,0.0,0.0,-8.34795741886616,0.0,0.0,0.0,-11.306192623387375,-12.246391182984556,0.0,0.0,0.0,0.0,0.0,-20.36045898712716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100607,-21.305775618915764,0.0,0.0,0.0,-7.481499382951156,0.0,0.0,0.0,-10.916293952792676,-11.746304087451389,0.0,0.0,0.0,0.0,0.0,-18.6136729448339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100608,-20.722552287271874,0.0,0.0,0.0,-6.801280852861143,0.0,0.0,0.0,-10.659409572411963,-11.440355722823194,0.0,0.0,0.0,0.0,0.0,-17.022958361650204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100609,-19.817447567516822,0.0,0.0,0.0,-6.213576585128069,0.0,0.0,0.0,-10.455604899033348,-11.109267839426035,0.0,0.0,0.0,0.0,0.0,-15.677684361065722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100610,-18.823070639378564,0.0,0.0,0.0,-5.7314311751164615,0.0,0.0,0.0,-10.301340578764709,-10.788803521900899,0.0,0.0,0.0,0.0,0.0,-14.473369418006985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100611,-17.87943324947026,0.0,0.0,0.0,-5.372613372266193,0.0,0.0,0.0,-10.24865888914583,-10.62405274287429,0.0,0.0,0.0,0.0,0.0,-13.543245765055984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100617,-17.015992043589424,0.0,0.0,0.0,-5.07707209510468,0.0,0.0,0.0,-10.204586130009009,-10.563778049749423,0.0,0.0,0.0,0.0,0.0,-12.802247974878274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100618,-16.231968538369205,0.0,0.0,0.0,-4.841552825960209,0.0,0.0,0.0,-10.323138890546625,-10.657987373686494,0.0,0.0,0.0,0.0,0.0,-12.20304795959892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100621,-15.43635188137093,0.0,0.0,0.0,-4.636947358444945,0.0,0.0,0.0,-10.462404369672914,-10.71781041206526,0.0,0.0,0.0,0.0,0.0,-11.636955047931595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100622,-14.575520728794405,0.0,0.0,0.0,-4.368025462356491,0.0,0.0,0.0,-10.32748873901137,-10.443549232062923,0.0,0.0,0.0,0.0,0.0,-10.942773967292469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100623,-13.73888420684015,0.0,0.0,0.0,-4.05270994082319,0.0,0.0,0.0,-10.142354196888638,-10.068525457836824,0.0,0.0,0.0,0.0,0.0,-10.230176313214296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100624,-12.988291419435726,0.0,0.0,0.0,-3.6845854962863487,0.0,0.0,0.0,-9.826221180842133,-9.607373302059782,0.0,0.0,0.0,0.0,0.0,-9.466162232381553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100625,-12.326179731586562,0.0,0.0,0.0,-3.2534395484855163,0.0,0.0,0.0,-9.398545949700592,-9.077796760876648,0.0,0.0,0.0,0.0,0.0,-8.738533466777943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100628,-11.760913455334482,0.0,0.0,0.0,-2.7195289852883446,0.0,0.0,0.0,-8.838043195404028,-8.540305515274312,0.0,0.0,0.0,0.0,0.0,-7.994348137831554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100629,-11.211838071231707,0.0,0.0,0.0,-2.116876496693635,0.0,0.0,0.0,-8.24051152576398,-7.972799371107577,0.0,0.0,0.0,0.0,0.0,-7.225611518767621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100630,-10.654900793488167,0.0,0.0,0.0,-1.5094591809001376,0.0,0.0,0.0,-7.601127596031022,-7.428192323513276,0.0,0.0,0.0,0.0,0.0,-6.458126528582005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100701,-10.183901493786484,0.0,0.0,0.0,-0.9297046122525745,0.0,0.0,0.0,-6.99988521314498,-6.911221829559663,0.0,0.0,0.0,0.0,0.0,-5.654632952367183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100702,-9.637857221468689,0.0,0.0,0.0,-0.39134867412099683,0.0,0.0,0.0,-6.2970071516476995,-6.339618196277262,0.0,0.0,0.0,0.0,0.0,-4.82511813443249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
