,AD.SHF,AO.SHF,NI.SHF,PB.SHF,SN.SHF,ZN.SHF
20100304,0.0,0.0,0.0,0.0,0.0,-6.584102273612117
20100305,0.0,0.0,0.0,0.0,0.0,-7.349880486536259
20100308,0.0,0.0,0.0,0.0,0.0,-7.8909886322274625
20100309,0.0,0.0,0.0,0.0,0.0,-8.334002963265833
20100310,0.0,0.0,0.0,0.0,0.0,-8.932149917832053
20100311,0.0,0.0,0.0,0.0,0.0,-9.432784797564988
20100312,0.0,0.0,0.0,0.0,0.0,-10.029014134526276
20100315,0.0,0.0,0.0,0.0,0.0,-10.332434972802291
20100316,0.0,0.0,0.0,0.0,0.0,-10.579219847998827
20100317,0.0,0.0,0.0,0.0,0.0,-6.513336190277844
20100318,0.0,0.0,0.0,0.0,0.0,-3.1731129681956514
20100319,0.0,0.0,0.0,0.0,0.0,-0.4342194369717863
20100322,0.0,0.0,0.0,0.0,0.0,1.846103859903272
20100323,0.0,0.0,0.0,0.0,0.0,3.7124258064348736
20100324,0.0,0.0,0.0,0.0,0.0,0.773725263396492
20100325,0.0,0.0,0.0,0.0,0.0,2.9017433884182093
20100326,0.0,0.0,0.0,0.0,0.0,4.621735143303474
20100329,0.0,0.0,0.0,0.0,0.0,6.038073489277072
20100330,0.0,0.0,0.0,0.0,0.0,7.527200339319119
20100331,0.0,0.0,0.0,0.0,0.0,8.748905713977244
20100401,0.0,0.0,0.0,0.0,0.0,9.63353893366693
20100402,0.0,0.0,0.0,0.0,0.0,7.990547973038979
20100406,0.0,0.0,0.0,0.0,0.0,6.658701790752819
20100407,0.0,0.0,0.0,0.0,0.0,5.56992740608285
20100408,0.0,0.0,0.0,0.0,0.0,4.673289059028958
20100409,0.0,0.0,0.0,0.0,0.0,3.947239936034658
20100412,0.0,0.0,0.0,0.0,0.0,3.3538919260787985
20100413,0.0,0.0,0.0,0.0,0.0,2.8836205480090378
20100414,0.0,0.0,0.0,0.0,0.0,2.4995941772606742
20100415,0.0,0.0,0.0,0.0,0.0,8.676118013222933
20100416,0.0,0.0,0.0,0.0,0.0,13.997010640719722
20100419,0.0,0.0,0.0,0.0,0.0,16.603480263357312
20100420,0.0,0.0,0.0,0.0,0.0,18.857273819307583
20100421,0.0,0.0,0.0,0.0,0.0,20.70376443206679
20100422,0.0,0.0,0.0,0.0,0.0,22.234547639418643
20100423,0.0,0.0,0.0,0.0,0.0,23.484708382462504
20100426,0.0,0.0,0.0,0.0,0.0,19.097088472018235
20100427,0.0,0.0,0.0,0.0,0.0,20.970092957147845
20100428,0.0,0.0,0.0,0.0,0.0,17.048932723216325
20100429,0.0,0.0,0.0,0.0,0.0,13.840947103443806
20100430,0.0,0.0,0.0,0.0,0.0,11.208681433621736
20100504,0.0,0.0,0.0,0.0,0.0,9.05667142065177
20100505,0.0,0.0,0.0,0.0,0.0,7.299389257452043
20100506,0.0,0.0,0.0,0.0,0.0,5.862433256916064
20100507,0.0,0.0,0.0,0.0,0.0,0.05654441318908785
20100510,0.0,0.0,0.0,0.0,0.0,-4.527848832039179
20100511,0.0,0.0,0.0,0.0,0.0,-8.214576060204806
20100512,0.0,0.0,0.0,0.0,0.0,-11.170780103557341
20100513,0.0,0.0,0.0,0.0,0.0,-13.427353625288234
20100514,0.0,0.0,0.0,0.0,0.0,-15.289375335636024
20100517,0.0,0.0,0.0,0.0,0.0,-16.45226744742298
20100518,0.0,0.0,0.0,0.0,0.0,-17.714687813745687
20100519,0.0,0.0,0.0,0.0,0.0,-18.891082033361727
20100520,0.0,0.0,0.0,0.0,0.0,-19.722885266419844
20100521,0.0,0.0,0.0,0.0,0.0,-20.39726755015935
20100524,0.0,0.0,0.0,0.0,0.0,-20.494323419286044
20100525,0.0,0.0,0.0,0.0,0.0,-20.549533327266946
20100526,0.0,0.0,0.0,0.0,0.0,-20.444483776696202
20100527,0.0,0.0,0.0,0.0,0.0,-16.645541459156178
20100528,0.0,0.0,0.0,0.0,0.0,-13.537324445709961
20100531,0.0,0.0,0.0,0.0,0.0,-10.994202209874228
20100601,0.0,0.0,0.0,0.0,0.0,-8.914147144296043
20100602,0.0,0.0,0.0,0.0,0.0,-10.986638837001495
20100603,0.0,0.0,0.0,0.0,0.0,-12.700864556204378
20100604,0.0,0.0,0.0,0.0,0.0,-13.920290306095472
20100607,0.0,0.0,0.0,0.0,0.0,-14.901099603488223
20100608,0.0,0.0,0.0,0.0,0.0,-15.747534799463637
20100609,0.0,0.0,0.0,0.0,0.0,-16.159489348764403
20100610,0.0,0.0,0.0,0.0,0.0,-16.60449936557584
20100611,0.0,0.0,0.0,0.0,0.0,-13.512302908288465
20100617,0.0,0.0,0.0,0.0,0.0,-14.623973583493116
20100618,0.0,0.0,0.0,0.0,0.0,-15.588060424299476
20100621,0.0,0.0,0.0,0.0,0.0,-15.89196969311567
20100622,0.0,0.0,0.0,0.0,0.0,-12.93220592532389
20100623,0.0,0.0,0.0,0.0,0.0,-10.511487832202935
20100624,0.0,0.0,0.0,0.0,0.0,-8.528464197517474
20100625,0.0,0.0,0.0,0.0,0.0,-6.904364127322331
20100628,0.0,0.0,0.0,0.0,0.0,-5.5763804722250505
20100629,0.0,0.0,0.0,0.0,0.0,-7.647649426573542
20100630,0.0,0.0,0.0,0.0,0.0,-9.340972604587547
20100701,0.0,0.0,0.0,0.0,0.0,-10.725814364742682
20100702,0.0,0.0,0.0,0.0,0.0,-8.711174912525227
20100705,0.0,0.0,0.0,0.0,0.0,-7.062075403601535
20100706,0.0,0.0,0.0,0.0,0.0,-5.712913415961632
20100707,0.0,0.0,0.0,0.0,0.0,-7.8771369353845415
20100708,0.0,0.0,0.0,0.0,0.0,-9.910494456326425
20100709,0.0,0.0,0.0,0.0,0.0,-11.593232968261262
20100712,0.0,0.0,0.0,0.0,0.0,-13.101169278398851
20100713,0.0,0.0,0.0,0.0,0.0,-14.268276613728668
20100714,0.0,0.0,0.0,0.0,0.0,-15.217056103835219
20100715,0.0,0.0,0.0,0.0,0.0,-16.00552658358017
20100716,0.0,0.0,0.0,0.0,0.0,-16.72143899992741
20100719,0.0,0.0,0.0,0.0,0.0,-17.99878963723009
20100720,0.0,0.0,0.0,0.0,0.0,-14.632573249347619
20100721,0.0,0.0,0.0,0.0,0.0,-11.876957189968884
20100722,0.0,0.0,0.0,0.0,0.0,-9.620424894497077
20100723,0.0,0.0,0.0,0.0,0.0,-7.772123628973885
20100726,0.0,0.0,0.0,0.0,0.0,-6.2567793937753
20100727,0.0,0.0,0.0,0.0,0.0,-4.996949875134509
20100728,0.0,0.0,0.0,0.0,0.0,-3.9651699721628346
20100729,0.0,0.0,0.0,0.0,0.0,-3.118590156062638
20100730,0.0,0.0,0.0,0.0,0.0,-2.397822235605635
20100802,0.0,0.0,0.0,0.0,0.0,-1.8217612845932394
20100803,0.0,0.0,0.0,0.0,0.0,4.865270264212131
20100804,0.0,0.0,0.0,0.0,0.0,10.609712701074717
20100805,0.0,0.0,0.0,0.0,0.0,15.333241072942661
20100806,0.0,0.0,0.0,0.0,0.0,19.055016694681566
20100809,0.0,0.0,0.0,0.0,0.0,22.295411080355425
20100810,0.0,0.0,0.0,0.0,0.0,25.007872357641126
20100811,0.0,0.0,0.0,0.0,0.0,26.89879414143722
20100812,0.0,0.0,0.0,0.0,0.0,27.423315847096426
20100813,0.0,0.0,0.0,0.0,0.0,27.581768282637725
20100816,0.0,0.0,0.0,0.0,0.0,27.76443930907239
20100817,0.0,0.0,0.0,0.0,0.0,28.010123400300944
20100818,0.0,0.0,0.0,0.0,0.0,28.228808073799474
20100819,0.0,0.0,0.0,0.0,0.0,28.410403745676668
20100820,0.0,0.0,0.0,0.0,0.0,27.83975727192759
20100823,0.0,0.0,0.0,0.0,0.0,27.389640429883354
20100824,0.0,0.0,0.0,0.0,0.0,26.980296989931844
20100825,0.0,0.0,0.0,0.0,0.0,26.7870702426932
20100826,0.0,0.0,0.0,0.0,0.0,26.44305652552809
20100827,0.0,0.0,0.0,0.0,0.0,26.158124636984606
20100830,0.0,0.0,0.0,0.0,0.0,25.923938817919023
20100831,0.0,0.0,0.0,0.0,0.0,25.48512497653078
20100901,0.0,0.0,0.0,0.0,0.0,25.04790580246889
20100902,0.0,0.0,0.0,0.0,0.0,24.63701714657084
20100903,0.0,0.0,0.0,0.0,0.0,24.368822388432832
20100906,0.0,0.0,0.0,0.0,0.0,24.051078838914904
20100907,0.0,0.0,0.0,0.0,0.0,23.887607765024303
20100908,0.0,0.0,0.0,0.0,0.0,23.815011544594082
20100909,0.0,0.0,0.0,0.0,0.0,23.784840736676177
20100910,0.0,0.0,0.0,0.0,0.0,23.963205143401048
20100913,0.0,0.0,0.0,0.0,0.0,24.04133433532731
20100914,0.0,0.0,0.0,0.0,0.0,23.994839566505597
20100915,0.0,0.0,0.0,0.0,0.0,23.955131781222192
20100916,0.0,0.0,0.0,0.0,0.0,23.935431005475127
20100917,0.0,0.0,0.0,0.0,0.0,24.361347165442094
20100920,0.0,0.0,0.0,0.0,0.0,24.714186574558298
20100921,0.0,0.0,0.0,0.0,0.0,24.989354630477543
20100927,0.0,0.0,0.0,0.0,0.0,25.237981316692675
20100928,0.0,0.0,0.0,0.0,0.0,25.58633269979649
20100929,0.0,0.0,0.0,0.0,0.0,25.877424372430006
20100930,0.0,0.0,0.0,0.0,0.0,26.447965895895216
20101008,0.0,0.0,0.0,0.0,0.0,27.40838502086429
20101011,0.0,0.0,0.0,0.0,0.0,27.03583576382176
20101012,0.0,0.0,0.0,0.0,0.0,26.73519887656747
20101013,0.0,0.0,0.0,0.0,0.0,26.357289044706775
20101014,0.0,0.0,0.0,0.0,0.0,26.263344192840545
20101015,0.0,0.0,0.0,0.0,0.0,26.23628113711664
20101018,0.0,0.0,0.0,0.0,0.0,26.023916128270436
20101019,0.0,0.0,0.0,0.0,0.0,26.279230037989766
20101020,0.0,0.0,0.0,0.0,0.0,26.397457304686384
20101021,0.0,0.0,0.0,0.0,0.0,26.43812651146253
20101022,0.0,0.0,0.0,0.0,0.0,26.444037536424812
20101025,0.0,0.0,0.0,0.0,0.0,26.26509073816208
20101026,0.0,0.0,0.0,0.0,0.0,26.093662084577097
20101027,0.0,0.0,0.0,0.0,0.0,25.559445770423423
20101028,0.0,0.0,0.0,0.0,0.0,25.109133524015103
20101029,0.0,0.0,0.0,0.0,0.0,24.214487451312905
20101101,0.0,0.0,0.0,0.0,0.0,23.367631088104527
20101102,0.0,0.0,0.0,0.0,0.0,22.646176650070526
20101103,0.0,0.0,0.0,0.0,0.0,22.052383094559094
20101104,0.0,0.0,0.0,0.0,0.0,21.54173838778597
20101105,0.0,0.0,0.0,0.0,0.0,20.947552191064265
20101108,0.0,0.0,0.0,0.0,0.0,20.647640678609715
20101109,0.0,0.0,0.0,0.0,0.0,20.410522391222102
20101110,0.0,0.0,0.0,0.0,0.0,20.254894277795405
20101111,0.0,0.0,0.0,0.0,0.0,20.09022961896176
20101112,0.0,0.0,0.0,0.0,0.0,19.54009481201884
20101115,0.0,0.0,0.0,0.0,0.0,18.75363122721323
20101116,0.0,0.0,0.0,0.0,0.0,18.088209619956583
20101117,0.0,0.0,0.0,0.0,0.0,17.475092442161877
20101118,0.0,0.0,0.0,0.0,0.0,16.993200169559707
20101119,0.0,0.0,0.0,0.0,0.0,16.67197942311151
20101122,0.0,0.0,0.0,0.0,0.0,13.576575617361065
20101123,0.0,0.0,0.0,0.0,0.0,11.046036824283979
20101124,0.0,0.0,0.0,0.0,0.0,8.976938914951289
20101125,0.0,0.0,0.0,0.0,0.0,7.28402858488403
20101126,0.0,0.0,0.0,0.0,0.0,5.8960497155214995
20101129,0.0,0.0,0.0,0.0,0.0,4.758600911591956
20101130,0.0,0.0,0.0,0.0,0.0,0.9413206183322269
20101201,0.0,0.0,0.0,0.0,0.0,-2.1631424487343334
20101202,0.0,0.0,0.0,0.0,0.0,-4.578091681768381
20101203,0.0,0.0,0.0,0.0,0.0,-6.755768690243142
20101206,0.0,0.0,0.0,0.0,0.0,-8.572661828663504
20101207,0.0,0.0,0.0,0.0,0.0,-10.09224769051513
20101208,0.0,0.0,0.0,0.0,0.0,-11.302733255252035
20101209,0.0,0.0,0.0,0.0,0.0,-12.296990321068558
20101210,0.0,0.0,0.0,0.0,0.0,-9.987747211263141
20101213,0.0,0.0,0.0,0.0,0.0,-8.087460778024463
20101214,0.0,0.0,0.0,0.0,0.0,-6.529440599313873
20101215,0.0,0.0,0.0,0.0,0.0,-5.253581398238536
20101216,0.0,0.0,0.0,0.0,0.0,-8.337672739972403
20101217,0.0,0.0,0.0,0.0,0.0,-10.863411037904314
20101220,0.0,0.0,0.0,0.0,0.0,-13.045453607096045
20101221,0.0,0.0,0.0,0.0,0.0,-10.5651360094829
20101222,0.0,0.0,0.0,0.0,0.0,-8.53373999198994
20101223,0.0,0.0,0.0,0.0,0.0,-6.86820536318022
20101224,0.0,0.0,0.0,0.0,0.0,-5.505999439103383
20101227,0.0,0.0,0.0,0.0,0.0,-4.391764165577432
20101228,0.0,0.0,0.0,0.0,0.0,-3.480999806279733
20101229,0.0,0.0,0.0,0.0,0.0,-2.7371077505581667
20101230,0.0,0.0,0.0,0.0,0.0,-2.1130983710696096
20101231,0.0,0.0,0.0,0.0,0.0,-1.6040370640507524
20110104,0.0,0.0,0.0,0.0,0.0,-1.187527864138493
20110105,0.0,0.0,0.0,0.0,0.0,-0.8506914262103668
20110106,0.0,0.0,0.0,0.0,0.0,-0.5677766735556969
20110107,0.0,0.0,0.0,0.0,0.0,-0.3534006518135172
20110110,0.0,0.0,0.0,0.0,0.0,-0.1777809596888063
20110111,0.0,0.0,0.0,0.0,0.0,-0.026007836324590715
20110112,0.0,0.0,0.0,0.0,0.0,0.09802000038294206
20110113,0.0,0.0,0.0,0.0,0.0,0.21613490730773885
20110114,0.0,0.0,0.0,0.0,0.0,0.3121702773674239
20110117,0.0,0.0,0.0,0.0,0.0,0.39386985533853014
20110118,0.0,0.0,0.0,0.0,0.0,6.5666386995068695
20110119,0.0,0.0,0.0,0.0,0.0,11.620453943258926
20110120,0.0,0.0,0.0,0.0,0.0,15.383601331443787
20110121,0.0,0.0,0.0,0.0,0.0,18.400559108580513
20110124,0.0,0.0,0.0,0.0,0.0,20.868645579077487
20110125,0.0,0.0,0.0,0.0,0.0,16.962897160727582
20110126,0.0,0.0,0.0,0.0,0.0,19.150945777166655
20110127,0.0,0.0,0.0,0.0,0.0,21.11985170735911
20110128,0.0,0.0,0.0,0.0,0.0,22.85781317386071
20110131,0.0,0.0,0.0,0.0,0.0,23.99294692699574
20110201,0.0,0.0,0.0,0.0,0.0,24.123085350454268
20110209,0.0,0.0,0.0,0.0,0.0,24.25626086597461
20110210,0.0,0.0,0.0,0.0,0.0,24.48215427042186
20110211,0.0,0.0,0.0,0.0,0.0,25.146060534150816
20110214,0.0,0.0,0.0,0.0,0.0,25.51776101806605
20110215,0.0,0.0,0.0,0.0,0.0,25.82441027601664
20110216,0.0,0.0,0.0,0.0,0.0,25.96018354111878
20110217,0.0,0.0,0.0,0.0,0.0,21.133762702685463
20110218,0.0,0.0,0.0,0.0,0.0,17.185377278770325
20110221,0.0,0.0,0.0,0.0,0.0,13.95902412444422
20110222,0.0,0.0,0.0,0.0,0.0,11.328012198582574
20110223,0.0,0.0,0.0,0.0,0.0,9.1768648136584
20110224,0.0,0.0,0.0,0.0,0.0,7.414182189217702
20110225,0.0,0.0,0.0,0.0,0.0,5.971128385986844
20110228,0.0,0.0,0.0,0.0,0.0,4.791037420577856
20110301,0.0,0.0,0.0,0.0,0.0,3.8134478761898984
20110302,0.0,0.0,0.0,0.0,0.0,3.014042874029438
20110303,0.0,0.0,0.0,0.0,0.0,2.3605401924252356
20110304,0.0,0.0,0.0,0.0,0.0,1.8260432673426208
20110307,0.0,0.0,0.0,0.0,0.0,6.1620894026578625
20110308,0.0,0.0,0.0,0.0,0.0,4.935760607512122
20110309,0.0,0.0,0.0,0.0,0.0,3.9343885045045113
20110310,0.0,0.0,0.0,0.0,0.0,-1.2264820371589567
20110311,0.0,0.0,0.0,0.0,0.0,-5.47438052818215
20110314,0.0,0.0,0.0,0.0,0.0,-4.379093943009899
20110315,0.0,0.0,0.0,0.0,0.0,-3.483036976451395
20110316,0.0,0.0,0.0,0.0,0.0,-2.747330211885908
20110317,0.0,0.0,0.0,0.0,0.0,-6.6232312489279055
20110318,0.0,0.0,0.0,0.0,0.0,-9.506458866017661
20110321,0.0,0.0,0.0,0.0,0.0,-12.08119303312372
20110322,0.0,0.0,0.0,0.0,0.0,-14.36631079621379
20110323,0.0,0.0,0.0,0.0,0.0,-11.657848937371044
20110324,0.0,0.0,0.0,0.0,0.0,-13.904359275946033
20110325,0.0,0.0,0.0,0.0,0.0,-11.279108127032236
20110328,0.0,0.0,0.0,0.0,0.0,-13.612454737945164
20110329,0.0,0.0,0.0,0.0,0.0,-15.525508194264582
20110330,0.0,0.0,0.0,0.0,0.0,-17.069743219576974
20110331,0.0,0.0,0.0,0.0,0.0,-13.869379318497414
20110401,0.0,0.0,0.0,0.0,0.0,-11.250040429383075
20110406,0.0,0.0,0.0,0.0,0.0,-9.108750908024
20110407,0.0,0.0,0.0,0.0,0.0,-7.34203447213245
20110408,0.0,0.0,0.0,0.0,0.0,-5.896667963119915
20110411,0.0,0.0,0.0,0.0,0.0,-4.699750396096215
20110412,0.0,0.0,0.0,0.0,0.0,-3.7232044234178816
20110413,0.0,0.0,0.0,0.0,0.0,-2.920707067247978
20110414,0.0,0.0,0.0,0.0,0.0,-7.942642747680667
20110415,0.0,0.0,0.0,0.0,0.0,-12.079000692756713
20110418,0.0,0.0,0.0,0.0,0.0,-16.340915664294375
20110419,0.0,0.0,0.0,0.0,0.0,-19.277892027313275
20110420,0.0,0.0,0.0,0.0,0.0,-21.659361021905642
20110421,0.0,0.0,0.0,0.0,0.0,-23.69436937723728
20110422,0.0,0.0,0.0,0.0,0.0,-25.866532110996115
20110425,0.0,0.0,0.0,0.0,0.0,-27.394495865972054
20110426,0.0,0.0,0.0,0.0,0.0,-28.6653406611491
20110427,0.0,0.0,0.0,0.0,0.0,-29.845453596788115
20110428,0.0,0.0,0.0,0.0,0.0,-30.548811415705234
20110429,0.0,0.0,0.0,0.0,0.0,-31.147548978604878
20110503,0.0,0.0,0.0,0.0,0.0,-31.65291089181245
20110504,0.0,0.0,0.0,0.0,0.0,-32.06610983318904
20110505,0.0,0.0,0.0,0.0,0.0,-32.51700387011078
20110506,0.0,0.0,0.0,0.0,0.0,-32.629779940837246
20110509,0.0,0.0,0.0,-2.729202201914258,0.0,-32.31893188400824
20110510,0.0,0.0,0.0,-4.960595185946319,0.0,-31.981112779263036
20110511,0.0,0.0,0.0,-6.832039834978599,0.0,-31.72725338173921
20110512,0.0,0.0,0.0,-8.233327319356658,0.0,-31.218662548960857
20110513,0.0,0.0,0.0,-9.079731324447929,0.0,-30.03171961765306
20110516,0.0,0.0,0.0,-9.774875645901735,0.0,-29.050966037736956
20110517,0.0,0.0,0.0,-10.341204181457767,0.0,-28.233186734292673
20110518,0.0,0.0,0.0,-10.930360107240578,0.0,-28.055319582408867
20110519,0.0,0.0,0.0,-11.385970922626015,0.0,-28.04001025400723
20110520,0.0,0.0,0.0,-11.760800087636364,0.0,-28.025029654570922
20110523,0.0,0.0,0.0,-12.027878519376905,0.0,-27.928780131544713
20110524,0.0,0.0,0.0,-12.230627988378403,0.0,-27.91420240983496
20110525,0.0,0.0,0.0,-12.308161207659204,0.0,-27.715262035738665
20110526,0.0,0.0,0.0,-12.363597612283494,0.0,-27.391107790901394
20110527,0.0,0.0,0.0,-12.428388166965801,0.0,-27.182199363229337
20110530,0.0,0.0,0.0,-12.461465759348869,0.0,-27.001886433807638
20110531,0.0,0.0,0.0,-12.484973484820507,0.0,-26.853854483801825
20110601,0.0,0.0,0.0,-12.495981779319848,0.0,-26.720293977917184
20110602,0.0,0.0,0.0,-12.935063267717107,0.0,-27.020738029347708
20110603,0.0,0.0,0.0,-13.583800606758295,0.0,-21.98698811458089
20110607,0.0,0.0,0.0,-7.9415526088935104,0.0,-17.86165898314871
20110608,0.0,0.0,0.0,-3.3268777837247616,0.0,-14.487156058511792
20110609,0.0,0.0,0.0,-5.888078789571375,0.0,-17.606912962180445
20110610,0.0,0.0,0.0,-8.478878511215042,0.0,-14.259433761805234
20110613,0.0,0.0,0.0,-11.271277950779044,0.0,-19.839487046820697
20110614,0.0,0.0,0.0,-4.762628759196974,0.0,-16.044529848352784
20110615,0.0,0.0,0.0,0.5610052752934558,0.0,-21.59080939924342
20110616,0.0,0.0,0.0,4.62511399627263,0.0,-25.426470022354195
20110617,0.0,0.0,0.0,-0.6113542160847445,0.0,-28.555711902423955
20110620,0.0,0.0,0.0,-4.818650716067651,0.0,-30.94006892621272
20110621,0.0,0.0,0.0,-11.97771209455775,0.0,-33.26779671228097
20110622,0.0,0.0,0.0,-17.856336945066797,0.0,-35.25500036384072
20110623,0.0,0.0,0.0,-23.446228929461935,0.0,-37.503971465035605
20110624,0.0,0.0,0.0,-18.991166861969884,0.0,-30.474061209744733
20110627,0.0,0.0,0.0,-23.843665592100127,0.0,-33.938942086352725
20110628,0.0,0.0,0.0,-28.24220415617947,0.0,-36.75291723206205
20110629,0.0,0.0,0.0,-31.751543699079257,0.0,-38.98053218023169
20110630,0.0,0.0,0.0,-25.79214514705494,0.0,-31.70672398814621
20110701,0.0,0.0,0.0,-20.915362006399704,0.0,-25.755172586335167
20110704,0.0,0.0,0.0,-16.930238253498413,0.0,-20.887826490635366
20110705,0.0,0.0,0.0,-13.670592699750772,0.0,-16.90568967120561
20110706,0.0,0.0,0.0,-11.004598804928811,0.0,-5.369636470397913
20110707,0.0,0.0,0.0,-8.822923376866667,0.0,4.0382263069917
20110708,0.0,0.0,0.0,-15.402576781204983,0.0,11.912056631942173
20110711,0.0,0.0,0.0,-20.779195982533476,0.0,9.559457620584633
20110712,0.0,0.0,0.0,-25.179399946931888,0.0,7.63586154087611
20110713,0.0,0.0,0.0,-27.46821034405355,0.0,6.083013868909426
20110714,0.0,0.0,0.0,-15.248987645952097,0.0,13.061747278182212
20110715,0.0,0.0,0.0,-12.635435477377394,0.0,10.51134832297797
20110718,0.0,0.0,0.0,-10.501618801687373,0.0,8.415447978409109
20110719,0.0,0.0,0.0,-8.76822102754387,0.0,6.708672501549047
20110720,0.0,0.0,0.0,-7.353501135078719,0.0,5.313676929722908
20110721,0.0,0.0,0.0,-6.1866564093610545,0.0,4.176969941035152
20110722,0.0,0.0,0.0,2.680339804031326,0.0,3.2490378005700915
20110725,0.0,0.0,0.0,2.01445858565546,0.0,2.487948414166994
20110726,0.0,0.0,0.0,1.4742114921626766,0.0,1.8735331909248052
20110727,0.0,0.0,0.0,9.030476325183,0.0,8.799916130725583
20110728,0.0,0.0,0.0,15.396828734617396,0.0,14.474690729478297
20110729,0.0,0.0,0.0,20.422512271101326,0.0,18.916380753789433
20110801,0.0,0.0,0.0,24.72222716984069,0.0,22.761646146468195
20110802,0.0,0.0,0.0,27.39023359590757,0.0,25.083162378159518
20110803,0.0,0.0,0.0,29.5783420618864,0.0,26.991250716627604
20110804,0.0,0.0,0.0,31.25348620034803,0.0,28.48918263597163
20110805,0.0,0.0,0.0,31.298050013960903,0.0,23.21078713081825
20110808,0.0,0.0,0.0,31.337415132710994,0.0,18.894668470335557
20110809,0.0,0.0,0.0,31.30210673276152,0.0,19.696735786242265
20110810,0.0,0.0,0.0,31.3342074257459,0.0,20.435430138784383
20110811,0.0,0.0,0.0,31.346354942291565,0.0,21.019182083391588
20110812,0.0,0.0,0.0,31.280581090870488,0.0,17.102489954141998
20110815,0.0,0.0,0.0,31.23343442563794,0.0,13.899081254641716
20110816,0.0,0.0,0.0,25.680639334202038,0.0,11.279147513949571
20110817,0.0,0.0,0.0,21.133529246745997,0.0,9.140254133427522
20110818,0.0,0.0,0.0,17.414666190595145,0.0,3.5181300296646727
20110819,0.0,0.0,0.0,14.373629144382493,0.0,-1.1541030095628089
20110822,0.0,0.0,0.0,11.886221189855315,0.0,-4.994856105822136
20110823,0.0,0.0,0.0,9.854224262817217,0.0,-8.256785437600994
20110824,0.0,0.0,0.0,8.193197350919137,0.0,-10.98848137910869
20110825,0.0,0.0,0.0,6.832917301605578,0.0,-13.152053311496278
20110826,0.0,0.0,0.0,5.720626857534778,0.0,-14.919528126017845
20110829,0.0,0.0,0.0,4.809938851133191,0.0,-12.113615892292607
20110830,0.0,0.0,0.0,-2.2839886518954207,0.0,-14.166684479361486
20110831,0.0,0.0,0.0,-1.730566465232717,0.0,-11.496769131517702
20110901,0.0,0.0,0.0,-1.2777977241234924,0.0,-9.312367046011135
20110902,0.0,0.0,0.0,-9.276150866007047,0.0,-13.412982870928623
20110905,0.0,0.0,0.0,-15.900174691015202,0.0,-17.208612768582764
20110906,0.0,0.0,0.0,-21.716961984820827,0.0,-20.783853410406188
20110907,0.0,0.0,0.0,-28.662746025742273,0.0,-23.77844925036097
20110908,0.0,0.0,0.0,-34.31306473549387,0.0,-26.210177882557158
20110909,0.0,0.0,0.0,-39.28030479198386,0.0,-28.204495230390368
20110913,0.0,0.0,0.0,-42.907240883552525,0.0,-29.893171920012378
20110914,0.0,0.0,0.0,-47.339886674590424,0.0,-32.83263416615427
20110915,0.0,0.0,0.0,-52.295730933132454,0.0,-36.7394578961715
20110916,0.0,0.0,0.0,-56.08256497516834,0.0,-39.8446425619307
