trade_date,dailyPnl,Agriculture,cumulativePnl
20100329,-0.11854790821822908,-0.11854790821822908,-0.8503814037352921
20100330,0.2507122476711215,0.2507122476711215,-0.5996691560641707
20100331,-0.2497202997724516,-0.2497202997724516,-0.8493894558366223
20100401,0.8534506343305396,0.8534506343305396,0.004061178493917295
20100402,-0.03845647446833211,-0.03845647446833211,-0.03439529597441481
20100406,0.44986888435145705,0.44986888435145705,0.41547358837704224
20100407,-0.45321292217112247,-0.45321292217112247,-0.03773933379408023
20100408,-0.30103931923554933,-0.30103931923554933,-0.33877865302962956
20100409,-1.147444840580339,-1.147444840580339,-1.4862234936099685
20100412,-0.33568634059201163,-0.33568634059201163,-1.8219098342019802
20100413,-0.1638606177350534,-0.1638606177350534,-1.9857704519370336
20100414,0.22020827859597938,0.22020827859597938,-1.7655621733410543
20100415,0.21563230927022092,0.21563230927022092,-1.5499298640708332
20100416,0.029483411598114267,0.029483411598114267,-1.520446452472719
20100419,0.17866089833140972,0.17866089833140972,-1.3417855541413093
20100420,0.4028210171075835,0.4028210171075835,-0.9389645370337258
20100421,1.809067835299936,1.809067835299936,0.8701032982662102
20100422,-0.7424276900276259,-0.7424276900276259,0.12767560823858437
20100423,0.5021681451549735,0.5021681451549735,0.6298437533935579
20100426,1.017476711331171,1.017476711331171,1.6473204647247288
20100427,0.5113944936663389,0.5113944936663389,2.1587149583910676
20100428,0.5290105834176366,0.5290105834176366,2.687725541808704
20100429,0.9780398553267496,0.9780398553267496,3.665765397135454
20100430,-0.15844587594370588,-0.15844587594370588,3.507319521191748
20100504,0.9882299799289816,0.9882299799289816,4.495549501120729
20100505,-0.7632926097439966,-0.7632926097439966,3.732256891376733
20100506,-0.1196153264775609,-0.1196153264775609,3.612641564899172
20100507,0.37213029717244456,0.37213029717244456,3.9847718620716166
20100510,-0.8563832782458423,-0.8563832782458423,3.1283885838257746
20100511,0.16145835847764392,0.16145835847764392,3.2898469423034187
20100512,-0.699455039240045,-0.699455039240045,2.5903919030633737
20100513,-0.3899177084028089,-0.3899177084028089,2.200474194660565
20100514,0.9870558022437487,0.9870558022437487,3.1875299969043134
20100517,2.0147401636543405,2.0147401636543405,5.202270160558654
20100518,-0.15651313433072833,-0.15651313433072833,5.045757026227926
20100519,0.2735265328821466,0.2735265328821466,5.3192835591100724
20100520,-0.8454246652548764,-0.8454246652548764,4.473858893855196
20100521,-0.6394965558200302,-0.6394965558200302,3.8343623380351657
20100524,-1.377622887696506,-1.377622887696506,2.4567394503386595
20100525,0.29177164700386166,0.29177164700386166,2.7485110973425213
20100526,-0.2984035992190958,-0.2984035992190958,2.4501074981234257
20100527,-0.02500292844141841,-0.02500292844141841,2.425104569682007
20100528,0.8440720292433989,0.8440720292433989,3.269176598925406
20100531,0.5134328090903874,0.5134328090903874,3.7826094080157935
20100601,-0.18713426263931005,-0.18713426263931005,3.5954751453764833
20100602,-0.013160533856055864,-0.013160533856055864,3.5823146115204274
20100603,0.19969473196619972,0.19969473196619972,3.782009343486627
20100604,-0.05303159948596628,-0.05303159948596628,3.7289777440006606
20100607,1.6561383080366927,1.6561383080366927,5.385116052037353
20100608,-1.212318663259642,-1.212318663259642,4.1727973887777114
20100609,-1.9620242052093475,-1.9620242052093475,2.2107731835683637
20100610,0.3388420816339329,0.3388420816339329,2.5496152652022968
20100611,-0.7767524612519764,-0.7767524612519764,1.7728628039503205
20100617,-0.11545122931436902,-0.11545122931436902,1.6574115746359515
20100618,0.45212953966570907,0.45212953966570907,2.1095411143016607
20100621,-1.0864157236828353,-1.0864157236828353,1.0231253906188253
20100622,0.2976008293906281,0.2976008293906281,1.3207262200094534
20100623,-0.5743645865613264,-0.5743645865613264,0.746361633448127
20100624,-0.22623316890432343,-0.22623316890432343,0.5201284645438036
20100625,-0.16937852258257757,-0.16937852258257757,0.350749941961226
20100628,-0.12703073438819135,-0.12703073438819135,0.22371920757303465
20100629,0.9276584443978276,0.9276584443978276,1.1513776519708623
20100630,-0.1837533829236988,-0.1837533829236988,0.9676242690471635
20100701,-0.6096852305370545,-0.6096852305370545,0.357939038510109
20100702,-0.4453001002205892,-0.4453001002205892,-0.08736106171048019
20100705,-1.4557416075578486,-1.4557416075578486,-1.543102669268329
20100706,0.14857261756522996,0.14857261756522996,-1.394530051703099
20100707,-0.054378465972876246,-0.054378465972876246,-1.4489085176759753
20100708,0.010317764832039437,0.010317764832039437,-1.438590752843936
20100709,0.16423948019694268,0.16423948019694268,-1.2743512726469932
20100712,0.17433009400474628,0.17433009400474628,-1.100021178642247
20100713,0.2877202961516915,0.2877202961516915,-0.8123008824905554
20100714,-0.48603200640780625,-0.48603200640780625,-1.2983328888983616
20100715,0.2733236250993792,0.2733236250993792,-1.0250092637989825
20100716,0.06089502805082691,0.06089502805082691,-0.9641142357481556
20100719,-0.4637869851110848,-0.4637869851110848,-1.4279012208592403
20100720,1.098661403036209,1.098661403036209,-0.32923981782303136
20100721,0.27688085634445764,0.27688085634445764,-0.05235896147857372
20100722,-0.2754945629133476,-0.2754945629133476,-0.32785352439192134
20100723,-0.03695979157227456,-0.03695979157227456,-0.3648133159641959
20100726,0.19083578648225236,0.19083578648225236,-0.17397752948194356
20100727,0.4062303823012745,0.4062303823012745,0.23225285281933095
20100728,0.48021663516150664,0.48021663516150664,0.7124694879808375
20100729,0.6925374494206102,0.6925374494206102,1.4050069374014478
20100730,0.15787931194452956,0.15787931194452956,1.5628862493459774
20100802,0.6519674550739988,0.6519674550739988,2.2148537044199763
20100803,-0.45685221061373216,-0.45685221061373216,1.758001493806244
20100804,-0.9097185662354462,-0.9097185662354462,0.8482829275707978
20100805,0.3166479370545304,0.3166479370545304,1.1649308646253282
20100806,0.6492424937721996,0.6492424937721996,1.814173358397528
20100809,1.1651543168119658,1.1651543168119658,2.9793276752094937
20100810,-0.7135983734038429,-0.7135983734038429,2.265729301805651
20100811,0.5244202163725877,0.5244202163725877,2.7901495181782385
20100812,-0.6573380473831264,-0.6573380473831264,2.132811470795112
20100813,1.9427534192334395,1.9427534192334395,4.075564890028551
20100816,0.3067396102285678,0.3067396102285678,4.382304500257119
20100817,-0.48714944252664244,-0.48714944252664244,3.8951550577304763
20100818,-0.6532422248247317,-0.6532422248247317,3.2419128329057445
20100819,0.31339993175062536,0.31339993175062536,3.55531276465637
20100820,-2.7240262388900605,-2.7240262388900605,0.8312865257663096
20100823,0.16097668150637814,0.16097668150637814,0.9922632072726877
20100824,0.7148504060470872,0.7148504060470872,1.7071136133197748
20100825,0.7152450768521009,0.7152450768521009,2.4223586901718757
20100826,1.086664530642666,1.086664530642666,3.5090232208145418
20100827,1.821460610843292,1.821460610843292,5.330483831657833
20100830,2.6626568516595195,2.6626568516595195,7.993140683317353
20100831,0.5527644811979894,0.5527644811979894,8.545905164515343
20100901,0.7951404180818527,0.7951404180818527,9.341045582597197
20100902,1.8430154371156109,1.8430154371156109,11.184061019712807
20100903,1.8997103020872035,1.8997103020872035,13.083771321800011
20100906,2.4365070129603676,2.4365070129603676,15.520278334760379
20100907,1.2578549292031969,1.2578549292031969,16.778133263963575
20100908,-0.567450622089723,-0.567450622089723,16.210682641873852
20100909,-0.6679388623156519,-0.6679388623156519,15.5427437795582
20100910,3.4830818046159306,3.4830818046159306,19.025825584174132
20100913,-0.2343118163973594,-0.2343118163973594,18.791513767776774
20100914,0.948316146118006,0.948316146118006,19.73982991389478
20100915,0.12929183156898535,0.12929183156898535,19.869121745463765
20100916,-0.2619092667971018,-0.2619092667971018,19.607212478666664
20100917,2.209238903444456,2.209238903444456,21.81645138211112
20100920,3.4872291837486564,3.4872291837486564,25.303680565859775
20100921,2.5998854449384696,2.5998854449384696,27.903566010798244
20100927,0.23998706693524097,0.23998706693524097,28.143553077733486
20100928,3.3977022653044746,3.3977022653044746,31.54125534303796
20100929,-3.798647955839302,-3.798647955839302,27.74260738719866
20100930,1.3038515872445606,1.3038515872445606,29.046458974443222
20101008,3.6528729172431653,3.6528729172431653,32.699331891686384
20101011,5.46667804529248,5.46667804529248,38.16600993697887
20101012,-1.698526625449343,-1.698526625449343,36.46748331152953
20101013,0.8963241140898895,0.8963241140898895,37.36380742561942
20101014,3.0171147892247916,3.0171147892247916,40.38092221484421
20101015,0.9011189107872727,0.9011189107872727,41.28204112563149
20101018,-1.2093344714209404,-1.2093344714209404,40.07270665421055
20101019,1.9537115328471624,1.9537115328471624,42.026418187057715
20101020,1.1933931195193201,1.1933931195193201,43.219811306577036
20101021,0.7342867370898226,0.7342867370898226,43.95409804366686
20101022,0.9130156209479927,0.9130156209479927,44.867113664614855
20101025,3.0969519279167734,3.0969519279167734,47.964065592531625
20101026,1.135903990862125,1.135903990862125,49.09996958339375
20101027,-1.4247785969428597,-1.4247785969428597,47.67519098645089
20101028,2.699103249994048,2.699103249994048,50.37429423644494
20101029,-2.9867086430620464,-2.9867086430620464,47.387585593382894
20101101,1.9985321213000014,1.9985321213000014,49.3861177146829
20101102,0.3984016581291908,0.3984016581291908,49.784519372812085
20101103,2.239292576588469,2.239292576588469,52.02381194940055
20101104,0.29425835104972126,0.29425835104972126,52.31807030045027
20101105,2.794931989140625,2.794931989140625,55.113002289590895
20101108,1.6159302134246947,1.6159302134246947,56.72893250301559
20101109,0.7229034026334977,0.7229034026334977,57.45183590564909
20101110,-0.9619943476257493,-0.9619943476257493,56.48984155802334
20101111,-1.193278076598507,-1.193278076598507,55.29656348142483
20101112,-3.2599567071777082,-3.2599567071777082,52.036606774247126
20101115,-3.410664417978275,-3.410664417978275,48.62594235626885
20101116,0.5168623206250532,0.5168623206250532,49.1428046768939
20101117,-1.7149219212251483,-1.7149219212251483,47.427882755668755
20101118,0.6453146780198756,0.6453146780198756,48.07319743368863
20101119,-0.14904908251621013,-0.14904908251621013,47.92414835117242
20101122,-1.1453353328072187,-1.1453353328072187,46.7788130183652
20101123,-0.5422359739682803,-0.5422359739682803,46.23657704439692
20101124,0.12508374021989987,0.12508374021989987,46.36166078461682
20101125,-0.07057614533983526,-0.07057614533983526,46.29108463927698
20101126,0.02241283704978074,0.02241283704978074,46.31349747632676
20101129,-0.1943362874596097,-0.1943362874596097,46.11916118886715
20101130,-0.18757329466620162,-0.18757329466620162,45.93158789420095
20101201,-0.1221802214128814,-0.1221802214128814,45.80940767278807
20101202,-0.3684113276742629,-0.3684113276742629,45.4409963451138
20101203,-0.22062144584417065,-0.22062144584417065,45.22037489926963
20101206,-0.24353649482109233,-0.24353649482109233,44.976838404448536
20101207,-0.041098978157922704,-0.041098978157922704,44.93573942629061
20101208,0.004304303388665928,0.004304303388665928,44.940043729679275
20101209,-0.07317930773777777,-0.07317930773777777,44.8668644219415
20101210,-0.1900664427571498,-0.1900664427571498,44.67679797918435
20101213,-0.6500206339330198,-0.6500206339330198,44.02677734525133
20101214,-0.06171798273557709,-0.06171798273557709,43.96505936251575
20101215,-0.1277264601755713,-0.1277264601755713,43.83733290234018
20101216,-0.020266159590842922,-0.020266159590842922,43.81706674274934
20101217,0.06065428055518576,0.06065428055518576,43.877721023304524
20101220,0.10373269932348654,0.10373269932348654,43.98145372262801
20101221,-0.01909324245425975,-0.01909324245425975,43.96236048017375
20101222,0.21301757002720717,0.21301757002720717,44.175378050200955
20101223,0.6828307371785829,0.6828307371785829,44.85820878737954
20101224,0.6723706828073283,0.6723706828073283,45.530579470186865
20101227,-0.3345558216066288,-0.3345558216066288,45.19602364858024
20101228,0.6594922271051851,0.6594922271051851,45.85551587568542
20101229,-0.14241048541448306,-0.14241048541448306,45.71310539027094
20101230,-0.21827901687260948,-0.21827901687260948,45.49482637339833
20101231,-1.8916649677607222,-1.8916649677607222,43.60316140563761
20110104,1.0980090795920334,1.0980090795920334,44.70117048522964
20110105,-0.2741276032943489,-0.2741276032943489,44.42704288193529
20110106,-1.1040034914903218,-1.1040034914903218,43.32303939044497
20110107,-1.1828343914229262,-1.1828343914229262,42.14020499902204
20110110,0.38219199865509296,0.38219199865509296,42.522396997677134
20110111,-0.06458972172935057,-0.06458972172935057,42.457807275947786
20110112,0.3997913967076628,0.3997913967076628,42.85759867265545
20110113,-0.02575590468789092,-0.02575590468789092,42.83184276796756
20110114,0.47174412068312693,0.47174412068312693,43.303586888650685
20110117,-0.3725917422032899,-0.3725917422032899,42.930995146447394
20110118,-0.1817057631021639,-0.1817057631021639,42.74928938334523
20110119,0.5393198918590675,0.5393198918590675,43.288609275204294
20110120,-0.1612746381066416,-0.1612746381066416,43.127334637097654
20110121,1.3849203354598454,1.3849203354598454,44.5122549725575
20110124,1.037642314569749,1.037642314569749,45.54989728712725
20110125,-0.9885097475843688,-0.9885097475843688,44.561387539542885
20110126,0.01013870341898907,0.01013870341898907,44.57152624296187
20110127,2.0137471614134417,2.0137471614134417,46.585273404375314
20110128,-0.6196808483833396,-0.6196808483833396,45.965592555991975
20110131,1.2597180944252153,1.2597180944252153,47.22531065041719
20110201,1.0543444101093893,1.0543444101093893,48.27965506052658
20110209,-0.9102613539389418,-0.9102613539389418,47.36939370658764
20110210,1.1727923235378928,1.1727923235378928,48.54218603012553
20110211,0.2833521985022211,0.2833521985022211,48.82553822862775
20110214,-1.0306762598537604,-1.0306762598537604,47.794861968773986
20110215,0.04085612223264533,0.04085612223264533,47.83571809100663
20110216,0.3191378258601159,0.3191378258601159,48.15485591686675
20110217,-0.3419134415239358,-0.3419134415239358,47.812942475342815
20110218,-1.522139834659422,-1.522139834659422,46.290802640683395
20110221,-1.271875220475107,-1.271875220475107,45.018927420208286
20110222,-0.5531139405450238,-0.5531139405450238,44.46581347966326
20110223,-0.06437924824429082,-0.06437924824429082,44.40143423141897
20110224,-2.973461808406058,-2.973461808406058,41.42797242301291
20110225,0.9435031243842176,0.9435031243842176,42.371475547397125
20110228,1.7717357345920615,1.7717357345920615,44.14321128198919
20110301,0.28666368680511173,0.28666368680511173,44.4298749687943
20110302,0.29413324145801584,0.29413324145801584,44.724008210252315
20110303,-0.5114587236891442,-0.5114587236891442,44.21254948656317
20110304,-0.49412436030616896,-0.49412436030616896,43.718425126257
20110307,0.8098968173280922,0.8098968173280922,44.5283219435851
20110308,-2.412794890932157,-2.412794890932157,42.11552705265294
20110309,0.8543088588603691,0.8543088588603691,42.969835911513314
20110310,-1.4585406563014895,-1.4585406563014895,41.51129525521183
20110311,-0.9567813771350852,-0.9567813771350852,40.55451387807674
20110314,-0.5637067502087232,-0.5637067502087232,39.99080712786802
20110315,-0.1802518811621466,-0.1802518811621466,39.81055524670587
20110316,0.07687114540500985,0.07687114540500985,39.887426392110875
20110317,-0.04706971401651963,-0.04706971401651963,39.84035667809435
20110318,-0.5246969479336852,-0.5246969479336852,39.31565973016067
20110321,0.21626222053011468,0.21626222053011468,39.53192195069078
20110322,-0.2051115156740363,-0.2051115156740363,39.326810435016746
20110323,-1.1071035195107042,-1.1071035195107042,38.219706915506045
20110324,0.6577433195259484,0.6577433195259484,38.87745023503199
20110325,-0.472914242702802,-0.472914242702802,38.404535992329194
20110328,1.80590081449586,1.80590081449586,40.21043680682505
20110329,-0.03039467820054881,-0.03039467820054881,40.1800421286245
20110330,0.5202843819956391,0.5202843819956391,40.70032651062014
20110331,-0.2456342267734195,-0.2456342267734195,40.45469228384672
20110401,0.03479943439963808,0.03479943439963808,40.489491718246356
20110406,-1.0808469643724774,-1.0808469643724774,39.40864475387388
20110407,0.30941958684703175,0.30941958684703175,39.718064340720915
20110408,-1.9308536441414355,-1.9308536441414355,37.78721069657948
20110411,-0.5872723329770836,-0.5872723329770836,37.19993836360239
20110412,0.29287286744348334,0.29287286744348334,37.49281123104588
20110413,0.25690516427185545,0.25690516427185545,37.74971639531773
20110414,1.4484806216829496,1.4484806216829496,39.19819701700068
20110415,0.5976947869220091,0.5976947869220091,39.795891803922686
20110418,-0.0032107109996570705,-0.0032107109996570705,39.792681092923026
20110419,0.9390193490844805,0.9390193490844805,40.73170044200751
20110420,-0.522523759699666,-0.522523759699666,40.20917668230784
20110421,-0.2337900235087424,-0.2337900235087424,39.9753866587991
20110422,-0.4228952504731848,-0.4228952504731848,39.55249140832592
20110425,0.9754537356845493,0.9754537356845493,40.52794514401047
20110426,1.0838238746695303,1.0838238746695303,41.61176901867999
20110427,0.834257421187924,0.834257421187924,42.446026439867914
20110428,-0.4574197374215957,-0.4574197374215957,41.98860670244632
20110429,1.566126995856314,1.566126995856314,43.554733698302634
20110503,0.08230283259228315,0.08230283259228315,43.63703653089492
20110504,1.9934119086508277,1.9934119086508277,45.630448439545745
20110505,2.850838550057782,2.850838550057782,48.481286989603525
20110506,0.01623468839856645,0.01623468839856645,48.497521678002094
20110509,-0.7961680934220017,-0.7961680934220017,47.70135358458009
20110510,-1.0532079216361074,-1.0532079216361074,46.64814566294398
20110511,-0.26295806827497736,-0.26295806827497736,46.385187594669006
20110512,3.0533718768832463,3.0533718768832463,49.43855947155225
20110513,-3.5265049593901545,-3.5265049593901545,45.9120545121621
20110516,0.18062010713092233,0.18062010713092233,46.09267461929302
20110517,0.06541626805829867,0.06541626805829867,46.15809088735132
20110518,0.2059892570889932,0.2059892570889932,46.364080144440315
20110519,0.207323904395681,0.207323904395681,46.571404048835994
20110520,1.436354975864452,1.436354975864452,48.00775902470045
20110523,0.22187154666389083,0.22187154666389083,48.22963057136434
20110524,-0.984284395308646,-0.984284395308646,47.24534617605569
20110525,-0.48925862269218934,-0.48925862269218934,46.7560875533635
20110526,-1.0712590418743027,-1.0712590418743027,45.6848285114892
20110527,-0.45176943237156436,-0.45176943237156436,45.23305907911764
20110530,0.3127486396935683,0.3127486396935683,45.545807718811204
20110531,-1.1570919609246157,-1.1570919609246157,44.38871575788659
20110601,0.2272131913076745,0.2272131913076745,44.61592894919426
20110602,-0.4489406045015214,-0.4489406045015214,44.16698834469274
20110603,-2.1739819547346264,-2.1739819547346264,41.99300638995811
20110607,1.0444411518315706,1.0444411518315706,43.03744754178968
20110608,0.5367103491475936,0.5367103491475936,43.57415789093727
20110609,0.1566550157436949,0.1566550157436949,43.73081290668097
20110610,-0.3732907711266838,-0.3732907711266838,43.357522135554284
20110613,0.7839053468581869,0.7839053468581869,44.14142748241247
20110614,0.53228254754699,0.53228254754699,44.67371002995946
20110615,-0.8025896832308692,-0.8025896832308692,43.87112034672859
20110616,0.8563963671045919,0.8563963671045919,44.72751671383318
20110617,0.16279501128602916,0.16279501128602916,44.89031172511921
20110620,-0.004168504128508204,-0.004168504128508204,44.886143220990704
20110621,-0.05352952337909186,-0.05352952337909186,44.83261369761161
20110622,0.02951402587700745,0.02951402587700745,44.86212772348862
20110623,0.5097278709434775,0.5097278709434775,45.3718555944321
20110624,-0.4515278196600203,-0.4515278196600203,44.920327774772076
20110627,1.712739292152225,1.712739292152225,46.6330670669243
20110628,0.4134432314587049,0.4134432314587049,47.046510298383005
20110629,0.5180599735561746,0.5180599735561746,47.56457027193918
20110630,-0.23217655289700148,-0.23217655289700148,47.33239371904218
20110701,1.0007471608225211,1.0007471608225211,48.3331408798647
20110704,0.8966910025197582,0.8966910025197582,49.22983188238446
20110705,0.19243560962560294,0.19243560962560294,49.422267492010064
20110706,-0.6391933664676237,-0.6391933664676237,48.78307412554244
20110707,1.2592457465978106,1.2592457465978106,50.042319872140254
20110708,0.1543473853768396,0.1543473853768396,50.19666725751709
20110711,1.0776798688516258,1.0776798688516258,51.27434712636872
20110712,1.647009356714592,1.647009356714592,52.92135648308331
20110713,1.2573202516831654,1.2573202516831654,54.178676734766476
20110714,-0.7888529354187678,-0.7888529354187678,53.38982379934771
20110715,0.15040901558369893,0.15040901558369893,53.54023281493141
20110718,-0.1704834054687116,-0.1704834054687116,53.3697494094627
20110719,1.2894430611262515,1.2894430611262515,54.65919247058895
20110720,-0.17949878137814676,-0.17949878137814676,54.479693689210805
20110721,0.44646178524262947,0.44646178524262947,54.92615547445344
20110722,0.07740505177874614,0.07740505177874614,55.003560526232185
20110725,0.9108435246610432,0.9108435246610432,55.914404050893225
20110726,0.7075870361024199,0.7075870361024199,56.62199108699564
20110727,-0.8395441858770476,-0.8395441858770476,55.7824469011186
20110728,0.16746103199071555,0.16746103199071555,55.949907933109316
20110729,-0.865485691878107,-0.865485691878107,55.08442224123121
20110801,1.128155667838088,1.128155667838088,56.212577909069296
20110802,-0.9818070038831715,-0.9818070038831715,55.23077090518613
20110803,0.46016407542387255,0.46016407542387255,55.69093498061
20110804,0.563021095296258,0.563021095296258,56.25395607590626
20110805,-0.7874558332026068,-0.7874558332026068,55.46650024270365
20110808,0.802199088984367,0.802199088984367,56.26869933168802
20110809,0.12325283116181905,0.12325283116181905,56.39195216284984
20110810,1.2139467392121432,1.2139467392121432,57.60589890206198
20110811,0.7974701797627272,0.7974701797627272,58.40336908182471
20110812,-0.24504090274318052,-0.24504090274318052,58.15832817908153
20110815,-1.038211272919846,-1.038211272919846,57.120116906161684
20110816,-0.042353695901645325,-0.042353695901645325,57.07776321026004
20110817,-0.21127974854155634,-0.21127974854155634,56.86648346171848
20110818,0.024888313193919216,0.024888313193919216,56.8913717749124
20110819,-1.8647709042374705,-1.8647709042374705,55.02660087067493
20110822,0.7396822895432816,0.7396822895432816,55.766283160218215
20110823,-0.03606683148972444,-0.03606683148972444,55.73021632872849
20110824,-1.7287875881760573,-1.7287875881760573,54.001428740552434
20110825,-1.130228634637865,-1.130228634637865,52.87120010591457
20110826,1.2374237820071083,1.2374237820071083,54.108623887921674
20110829,-0.15517622234210446,-0.15517622234210446,53.95344766557957
20110830,-0.7338324965619059,-0.7338324965619059,53.21961516901766
20110831,0.106500789088046,0.106500789088046,53.3261159581057
20110901,0.22797372745683636,0.22797372745683636,53.55408968556254
20110902,-1.0830355447457145,-1.0830355447457145,52.471054140816825
20110905,-0.585092276087779,-0.585092276087779,51.88596186472905
20110906,0.005930007626631375,0.005930007626631375,51.89189187235568
20110907,-0.4209363856805596,-0.4209363856805596,51.470955486675116
20110908,-1.7963633029956916,-1.7963633029956916,49.67459218367942
20110909,0.20277910664630583,0.20277910664630583,49.877371290325726
20110913,0.1336474912017847,0.1336474912017847,50.01101878152751
20110914,1.1590035165470471,1.1590035165470471,51.17002229807456
20110915,-0.5251770887080504,-0.5251770887080504,50.64484520936651
20110916,0.05970864806803472,0.05970864806803472,50.70455385743454
20110919,1.687709399332617,1.687709399332617,52.39226325676716
20110920,0.35840681545336694,0.35840681545336694,52.75067007222052
20110921,-0.9145672256384199,-0.9145672256384199,51.8361028465821
20110922,1.4009043325692057,1.4009043325692057,53.237007179151306
20110923,2.3702865220880085,2.3702865220880085,55.607293701239314
20110926,1.3708057256053858,1.3708057256053858,56.9780994268447
20110927,-1.828447407733116,-1.828447407733116,55.149652019111585
20110928,0.3867610437200546,0.3867610437200546,55.53641306283164
20110929,1.7883604079668995,1.7883604079668995,57.32477347079854
20110930,-2.611964770777836,-2.611964770777836,54.7128087000207
20111010,0.05525263646352856,0.05525263646352856,54.76806133648423
20111011,-0.17745355083602998,-0.17745355083602998,54.5906077856482
20111012,-0.3975196052504324,-0.3975196052504324,54.19308818039777
20111013,1.211774892802298,1.211774892802298,55.40486307320007
20111014,-1.0521963504499594,-1.0521963504499594,54.35266672275011
20111017,0.34627743739201994,0.34627743739201994,54.698944160142126
20111018,1.0710798683544258,1.0710798683544258,55.77002402849655
20111019,-0.2619629876940577,-0.2619629876940577,55.508061040802495
20111020,2.7357661519722747,2.7357661519722747,58.24382719277477
20111021,-0.6602230404196822,-0.6602230404196822,57.58360415235509
20111024,-1.425336661505233,-1.425336661505233,56.15826749084986
20111025,-0.7387669588257448,-0.7387669588257448,55.41950053202412
20111026,-0.3881003395747056,-0.3881003395747056,55.03140019244941
20111027,0.0744633110414131,0.0744633110414131,55.10586350349082
20111028,-0.37956915365940574,-0.37956915365940574,54.72629434983142
20111031,1.305929397445585,1.305929397445585,56.03222374727701
20111101,-0.08533511036529101,-0.08533511036529101,55.946888636911716
20111102,-0.9677086458190934,-0.9677086458190934,54.97917999109262
20111103,0.38886574774306,0.38886574774306,55.36804573883568
20111104,-0.6929728738526876,-0.6929728738526876,54.675072864982994
20111107,0.3443205428768867,0.3443205428768867,55.01939340785988
20111108,0.5376312247959545,0.5376312247959545,55.55702463265583
20111109,-0.3228398994917317,-0.3228398994917317,55.2341847331641
20111110,1.4626782646249092,1.4626782646249092,56.69686299778901
20111111,-0.6400411901034794,-0.6400411901034794,56.05682180768553
20111114,-0.7306364892758972,-0.7306364892758972,55.326185318409635
20111115,0.6358905019272453,0.6358905019272453,55.96207582033688
20111116,0.3617924448420122,0.3617924448420122,56.32386826517889
20111117,-0.4074179324671306,-0.4074179324671306,55.916450332711754
20111118,0.6860977843967725,0.6860977843967725,56.602548117108526
20111121,1.599007974829199,1.599007974829199,58.201556091937725
20111122,0.8271049393324991,0.8271049393324991,59.028661031270225
20111123,0.936958476029305,0.936958476029305,59.96561950729953
20111124,0.38590313458147435,0.38590313458147435,60.351522641881004
20111125,-0.5588572378331992,-0.5588572378331992,59.7926654040478
20111128,-0.248899772086274,-0.248899772086274,59.54376563196153
20111129,-0.7093793094360089,-0.7093793094360089,58.83438632252552
20111130,0.5540885181176658,0.5540885181176658,59.388474840643184
20111201,-2.2869621613106768,-2.2869621613106768,57.10151267933251
20111202,0.2219347854269821,0.2219347854269821,57.32344746475949
20111205,-1.0159392724484866,-1.0159392724484866,56.307508192311005
20111206,-0.5881764117172403,-0.5881764117172403,55.71933178059376
20111207,0.6237756586881198,0.6237756586881198,56.34310743928188
20111208,1.1052472664528081,1.1052472664528081,57.44835470573469
20111209,0.18381389799437903,0.18381389799437903,57.63216860372906
20111212,1.498057957796995,1.498057957796995,59.13022656152606
20111213,0.7419248781115195,0.7419248781115195,59.87215143963758
20111214,-0.42116846808235053,-0.42116846808235053,59.45098297155523
20111215,-0.5319281990929986,-0.5319281990929986,58.91905477246223
