,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SN.SHF,SP.SHF,SR.ZCE,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20100118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100202,0.0,0.0,14.792952264512085,0.0,0.0,-46.35609871013918,0.0,0.0,0.0,0.0,0.0,18.86668920096725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.00061064803523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.305799492979512
20100203,0.0,0.0,14.865972219008572,0.0,0.0,-46.91790090006559,0.0,0.0,0.0,0.0,0.0,11.94529261653549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.292693207682387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.3609071468718
20100204,0.0,0.0,15.058757102693876,0.0,0.0,-47.26862234825931,0.0,0.0,0.0,0.0,0.0,6.474319126406045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.750414689292068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.046434090330097
20100205,0.0,0.0,15.234484506765968,0.0,0.0,-47.52674920795167,0.0,0.0,0.0,0.0,0.0,8.408806978120094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.731029760567043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.772226408157554
20100208,0.0,0.0,15.397598861075826,0.0,0.0,-31.348348571374068,0.0,0.0,0.0,0.0,0.0,9.80882640003785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.394323880911255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.006540667462229
20100209,0.0,0.0,16.058995189186298,0.0,0.0,-17.08709320477905,0.0,0.0,0.0,0.0,0.0,11.084825761931738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.548317845798243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.008626756555576
20100210,0.0,0.0,16.539398005249865,0.0,0.0,-5.526248134683267,0.0,0.0,0.0,0.0,0.0,12.050238828087249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2585745225758376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.770570011094408
20100211,0.0,0.0,17.499423411439427,0.0,0.0,4.476817991774178,0.0,0.0,0.0,0.0,0.0,12.756463856081172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.724183802866368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340335790806872
20100212,0.0,0.0,18.36462712079213,0.0,0.0,12.824563447414867,0.0,0.0,0.0,0.0,0.0,13.354934530951128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.698733778454624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0886587397129173
20100222,0.0,0.0,18.985749157985985,0.0,0.0,19.50267816417435,0.0,0.0,0.0,0.0,0.0,13.759496653552349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.112545411201397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812722006662797
20100223,0.0,0.0,19.45436721865578,0.0,0.0,24.087314762928177,0.0,0.0,0.0,0.0,0.0,8.73567169568041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2640431877061502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7285850874179087
20100224,0.0,0.0,19.846561221474836,0.0,0.0,27.833838982047904,0.0,0.0,0.0,0.0,0.0,4.602198750924276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.54900298900927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8422413906605726
20100225,0.0,0.0,20.250175385838126,0.0,0.0,30.84604171457651,0.0,0.0,0.0,0.0,0.0,1.219223971803583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0495571253802359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9278953340091767
20100226,0.0,0.0,20.589781115150064,0.0,0.0,33.330868709829375,0.0,0.0,0.0,0.0,0.0,-1.5478979056993163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.459311847594079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.636388825480614
20100301,0.0,0.0,21.088044803537272,0.0,0.0,19.072220387171832,0.0,0.0,0.0,0.0,0.0,-3.8847574334444577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.234931270475784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.191578881683132
20100302,0.0,0.0,21.51103896213086,0.0,0.0,7.367583987948422,0.0,0.0,0.0,0.0,0.0,-5.583572630078884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.326322411315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.422671092744166
20100303,0.0,0.0,13.402944505220717,0.0,0.0,-2.315166558233813,0.0,0.0,0.0,0.0,0.0,-6.918572009006612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.724779701194215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.393350960889801
20100304,0.0,0.0,6.811818509418643,0.0,0.0,-9.927790224481356,0.0,0.0,0.0,0.0,0.0,-8.00731627044951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.86590925476895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.173364276947115
20100305,0.0,0.0,0.2123600444070918,0.0,0.0,-16.2689918292471,0.0,0.0,0.0,0.0,0.0,-9.02085811009123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.62824566355257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.018532401148953
20100308,0.0,0.0,-5.724454459289722,0.0,0.0,-21.58592179161303,0.0,0.0,0.0,0.0,0.0,-10.00006182127206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.01297256521235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.044190118060264
20100309,0.0,0.0,-10.63355776843864,0.0,0.0,-25.939433652965075,0.0,0.0,0.0,0.0,0.0,-10.870450644683698,0.0,0.0,0.0,-20.496774722364137,0.0,0.0,0.0,0.0,-16.970723868197137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.10545363736209,0.0,-9.091592693515572,0.0,0.0,0.0,0.0,0.0,0.0,-19.462059941061984,0.0,-24.44691282448219,0.0,-11.759640581066506
20100310,0.0,0.0,-14.510989447004722,0.0,0.0,-12.790626686824336,0.0,0.0,0.0,0.0,0.0,-11.57162316654522,0.0,0.0,0.0,-20.521816788987863,0.0,0.0,0.0,0.0,-16.980498385898187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.425301466905555,0.0,-9.077245160667314,0.0,0.0,0.0,0.0,0.0,0.0,-19.461892075343428,0.0,-24.436018695507222,0.0,-12.345532575556447
20100311,0.0,0.0,-18.41313123089144,0.0,0.0,-1.9386089937358688,0.0,0.0,0.0,0.0,0.0,-12.231744921114242,0.0,0.0,0.0,-20.69666471970037,0.0,0.0,0.0,0.0,-17.14293509825608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.35841656824449,0.0,-9.108977838561472,0.0,0.0,0.0,0.0,0.0,0.0,-20.02021595498968,0.0,-25.380822226419166,0.0,-13.166801541973037
20100312,0.0,0.0,-21.81144285953677,0.0,0.0,6.786756573952238,0.0,0.0,0.0,0.0,0.0,-12.898632945757509,0.0,0.0,0.0,-20.94000418335757,0.0,0.0,0.0,0.0,-17.00856655026336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.65395545596424,0.0,-9.152568656887455,0.0,0.0,0.0,0.0,0.0,0.0,-20.3684692125629,0.0,-26.079921251442983,0.0,-13.8551317021591
20100315,0.0,0.0,-25.206112502537117,0.0,0.0,-5.549487500274554,0.0,0.0,0.0,0.0,0.0,-13.833238967776612,0.0,0.0,0.0,-23.079405630597982,0.0,0.0,0.0,0.0,-16.918231433430606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.55577597693426,0.0,-9.36166533836252,0.0,0.0,0.0,0.0,0.0,0.0,-20.80601988139676,0.0,-26.875658383647703,0.0,-14.689061193174792
20100316,0.0,0.0,-27.373515414421423,0.0,0.0,-15.424258180637636,0.0,0.0,0.0,0.0,0.0,-14.440740925909434,0.0,0.0,0.0,-24.679547183327948,0.0,0.0,0.0,0.0,-16.439266636621856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.15262120855655,0.0,-9.379439663557244,0.0,0.0,0.0,0.0,0.0,0.0,-20.497770054775184,0.0,-27.18043139446946,0.0,-15.103925935560811
20100317,0.0,0.0,-29.34233123765599,0.0,0.0,-23.533045564032538,0.0,0.0,0.0,0.0,0.0,-14.947601076725975,0.0,0.0,0.0,-25.922605432775946,0.0,0.0,0.0,0.0,-16.105915665041824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.190460339144057,0.0,-9.39350293353746,0.0,0.0,0.0,0.0,0.0,0.0,-20.421638799940176,0.0,-27.45167820255729,0.0,-15.441251726892364
20100318,0.0,0.0,-31.0298729865023,0.0,0.0,-29.761449781507498,0.0,0.0,0.0,0.0,0.0,-15.404396663135635,0.0,0.0,0.0,-26.555737196068858,0.0,0.0,0.0,0.0,-15.613773995409634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.247972145216394,0.0,-9.507322829045762,0.0,0.0,0.0,0.0,0.0,0.0,-20.16138289130077,0.0,-27.270439626094397,0.0,-15.74134465475491
20100319,0.0,0.0,-32.23771145678311,0.0,0.0,-34.70038121177324,0.0,0.0,0.0,0.0,0.0,-15.751261925531727,0.0,0.0,0.0,-27.05952087166428,0.0,0.0,0.0,0.0,-15.20082209291852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.906905640075884,0.0,-9.662122371224294,0.0,0.0,0.0,0.0,0.0,0.0,-19.997449016339456,0.0,-27.185167643610185,0.0,-16.006782672389626
20100322,0.0,0.0,-33.257891699806706,0.0,0.0,-38.82954322543857,0.0,0.0,0.0,0.0,0.0,-16.070696198824336,0.0,0.0,0.0,-27.67045703932996,0.0,0.0,0.0,0.0,-14.831649968036963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.639966480291,0.0,-9.7738484251812,0.0,0.0,0.0,0.0,0.0,0.0,-20.27421320682433,0.0,-26.94906139141196,0.0,-16.232768092364992
20100323,0.0,0.0,-34.13548324312115,0.0,0.0,-20.330143061627798,0.0,0.0,-53.30299886756597,-29.060757667306312,0.0,-16.84135271654245,0.0,0.0,0.0,-30.555165159812645,0.0,0.0,0.0,0.0,-14.734529210888834,0.0,-16.09085929568293,0.0,0.0,0.0,-32.187926048161074,0.0,0.0,0.0,0.0,0.0,0.0,-13.923395091574498,0.0,-9.936373461887436,0.0,0.0,0.0,0.0,0.0,-15.059610020020582,-20.536878750763208,0.0,-27.1662312376081,-44.58554934893338,-16.474924824992208
20100324,0.0,0.0,-34.859497982597254,0.0,0.0,-5.1548572019221615,0.0,0.0,-54.081341585159954,-29.07173660138785,0.0,-17.474190529262916,0.0,0.0,0.0,-33.0313870939447,0.0,0.0,0.0,0.0,-14.657571272837313,0.0,-16.996066121768436,0.0,0.0,0.0,-33.39722791100943,0.0,0.0,0.0,0.0,0.0,0.0,-17.74099262583003,0.0,-10.055213461525788,0.0,0.0,0.0,0.0,0.0,-14.832820851442406,-20.759843008369224,0.0,-27.341072829735523,-45.10355609291672,-16.67398637052029
20100325,0.0,0.0,-35.63899871726035,0.0,0.0,7.46480464633691,0.0,0.0,-55.48054820608853,-30.690039711094386,0.0,-18.04571103315404,0.0,0.0,0.0,-35.123709588539974,0.0,0.0,0.0,0.0,-14.591277139546834,0.0,-18.351971134378736,0.0,0.0,0.0,-35.41758251116632,0.0,0.0,0.0,0.0,0.0,0.0,-20.882425932804985,0.0,-10.138169016053595,0.0,0.0,0.0,0.0,0.0,-13.860799623767113,-20.899097473675955,0.0,-27.476659912798137,-46.67847255325035,-16.926388239711258
20100326,0.0,0.0,-36.155789772255496,0.0,0.0,17.964582105763085,0.0,0.0,-55.3373194951793,-30.51520503994216,0.0,-18.5286824064487,0.0,0.0,0.0,-36.813435814045874,0.0,0.0,0.0,0.0,-14.6022600543429,0.0,-17.590653173148727,0.0,0.0,0.0,-34.250332130455575,0.0,0.0,0.0,0.0,0.0,0.0,-10.344068740427522,0.0,-10.04595781261537,0.0,0.0,0.0,0.0,0.0,-12.345336968448422,-21.163342134010573,0.0,-27.73485230607035,-45.03080238577269,-17.140188287890247
20100329,0.0,0.0,-36.293098682084455,0.0,0.0,27.357640646469537,0.0,0.0,-56.908763014742,-30.79599407943805,0.0,-18.8652622850453,0.0,0.0,0.0,-37.9807622382143,0.0,0.0,0.0,0.0,-14.60887254321668,0.0,-16.2618079684725,0.0,0.0,0.0,-32.55111180079302,0.0,0.0,0.0,0.0,0.0,0.0,-1.7364000971224087,0.0,-9.969037440500085,0.0,0.0,0.0,0.0,0.0,-9.11685766872987,-21.27688333961968,0.0,-27.88940228391499,-41.66886720271886,-17.284514233055226
20100330,0.0,0.0,-36.4878441147697,0.0,0.0,34.85783515019271,0.0,0.0,-54.22530220099931,-30.91110377795912,0.0,-19.61301144436485,0.0,0.0,0.0,-39.13411594087069,0.0,0.0,0.0,0.0,-14.601416405947448,0.0,-15.101255949779436,0.0,0.0,0.0,-30.303912717803414,0.0,0.0,0.0,0.0,0.0,0.0,5.319524840024172,0.0,-9.908131916230705,0.0,0.0,0.0,0.0,0.0,-6.599928954934511,-21.33186699032788,0.0,-28.006453340596835,-37.58875367693385,-10.867969732139786
20100331,0.0,0.0,-37.3814145424579,0.0,0.0,40.9857591083321,0.0,0.0,-52.34831132517053,-30.86292362022255,0.0,-11.386954362343038,0.0,0.0,0.0,-40.747680295105575,0.0,0.0,0.0,0.0,-14.728601726175969,0.0,-14.827991086195208,0.0,0.0,0.0,-29.84892379327613,0.0,0.0,0.0,0.0,0.0,0.0,11.328919165274325,0.0,-10.01675018491723,0.0,0.0,0.0,0.0,0.0,-4.971317782184146,-21.5082734466232,0.0,-27.93531004995007,-34.15114075185946,-5.138859252302826
20100401,0.0,0.0,-38.28492578694627,0.0,0.0,47.58233276978066,0.0,0.0,-52.79357264684403,-31.677489020177816,0.0,-4.681963317968923,0.0,0.0,0.0,-42.03554019929883,0.0,0.0,0.0,0.0,-14.822338339518698,0.0,-15.713502477419322,0.0,0.0,0.0,-31.933650353931636,0.0,0.0,0.0,0.0,0.0,0.0,16.292073952454338,0.0,-10.072550769627483,0.0,0.0,0.0,0.0,0.0,-3.1435678990944997,-21.62266121106702,0.0,-27.722884443828576,-32.86525365728123,-0.4465642901688118
20100402,0.0,0.0,-38.94021153853765,0.0,0.0,52.93083610788424,0.0,0.0,-52.212837519029655,-31.98153070576024,0.0,0.7238173004248384,0.0,0.0,0.0,-42.698012325832735,0.0,0.0,0.0,0.0,-14.953022307715038,0.0,-14.480190589061506,0.0,0.0,0.0,-33.32673450212301,0.0,0.0,0.0,0.0,0.0,0.0,20.35391639629315,0.0,-10.19517878809188,0.0,0.0,0.0,0.0,0.0,-0.7450310631391984,-21.768010413380185,0.0,-27.83539373348348,-30.041860182880285,3.2258354064338324
