,dailyPnl,Agriculture,cumulativePnl
20100330,-0.21112463313772548,-0.21112463313772548,-0.09263197806496296
20100331,0.4052854876544051,0.4052854876544051,0.31265350958944216
20100401,0.005165342990208559,0.005165342990208559,0.3178188525796507
20100402,-0.7199036427908455,-0.7199036427908455,-0.4020847902111948
20100406,-0.14962338020864813,-0.14962338020864813,-0.551708170419843
20100407,-0.796538711389721,-0.796538711389721,-1.348246881809564
20100408,0.9586568210016871,0.9586568210016871,-0.38959006080787695
20100409,0.03505606622409597,0.03505606622409597,-0.354533994583781
20100412,-0.0027227729420736106,-0.0027227729420736106,-0.3572567675258546
20100413,-0.09925181041029782,-0.09925181041029782,-0.4565085779361524
20100414,-0.008230559352662667,-0.008230559352662667,-0.46473913728881505
20100415,0.01067399112018586,0.01067399112018586,-0.4540651461686292
20100416,-0.2267827113019883,-0.2267827113019883,-0.6808478574706175
20100419,1.179146825139351,1.179146825139351,0.4982989676687336
20100420,-0.5225316385050399,-0.5225316385050399,-0.024232670836306314
20100421,-0.9254081559738087,-0.9254081559738087,-0.949640826810115
20100422,0.46728035651810834,0.46728035651810834,-0.4823604702920066
20100423,-0.8779217303932766,-0.8779217303932766,-1.3602822006852833
20100426,-0.46773296854187485,-0.46773296854187485,-1.8280151692271582
20100427,-0.5112392902348905,-0.5112392902348905,-2.339254459462049
20100428,0.7262167598329263,0.7262167598329263,-1.6130376996291225
20100429,0.09169487287739632,0.09169487287739632,-1.5213428267517262
20100430,-0.30828085140998435,-0.30828085140998435,-1.8296236781617106
20100504,0.3089888874813991,0.3089888874813991,-1.5206347906803115
20100505,0.20631892144037806,0.20631892144037806,-1.3143158692399335
20100506,0.4306129125106543,0.4306129125106543,-0.8837029567292791
20100507,0.8357903270403191,0.8357903270403191,-0.04791262968896004
20100510,-0.40427877773562026,-0.40427877773562026,-0.4521914074245803
20100511,0.19419841440855612,0.19419841440855612,-0.2579929930160242
20100512,0.009678734130509303,0.009678734130509303,-0.2483142588855149
20100513,0.037562662219187415,0.037562662219187415,-0.21075159666632748
20100514,-0.08037918280696996,-0.08037918280696996,-0.29113077947329746
20100517,-0.22431338238425041,-0.22431338238425041,-0.5154441618575478
20100518,0.19003359783431553,0.19003359783431553,-0.3254105640232323
20100519,0.09828591417353542,0.09828591417353542,-0.22712464984969688
20100520,0.06865947432296872,0.06865947432296872,-0.15846517552672817
20100521,-0.09776100896611328,-0.09776100896611328,-0.25622618449284146
20100524,0.014856110631003753,0.014856110631003753,-0.2413700738618377
20100525,-0.5140095502989822,-0.5140095502989822,-0.7553796241608199
20100526,0.39558866108358376,0.39558866108358376,-0.3597909630772362
20100527,-0.05063864809671151,-0.05063864809671151,-0.4104296111739477
20100528,-0.5372544267330144,-0.5372544267330144,-0.9476840379069621
20100531,-0.19903920716669515,-0.19903920716669515,-1.1467232450736573
20100601,0.07504099180956705,0.07504099180956705,-1.0716822532640902
20100602,-0.1895165365160412,-0.1895165365160412,-1.2611987897801313
20100603,0.003934163131190606,0.003934163131190606,-1.2572646266489407
20100604,0.1325652823237591,0.1325652823237591,-1.1246993443251816
20100607,-0.4233236798593119,-0.4233236798593119,-1.5480230241844934
20100608,0.08517520970138297,0.08517520970138297,-1.4628478144831105
20100609,0.28446137489846585,0.28446137489846585,-1.1783864395846446
20100610,-0.04982615278787954,-0.04982615278787954,-1.2282125923725242
20100611,0.15186963002503007,0.15186963002503007,-1.076342962347494
20100617,0.13556812198563034,0.13556812198563034,-0.9407748403618637
20100618,-0.19612955910591745,-0.19612955910591745,-1.136904399467781
20100621,0.2890174514651947,0.2890174514651947,-0.8478869480025863
20100622,-0.06595368367571505,-0.06595368367571505,-0.9138406316783014
20100623,0.157674654226744,0.157674654226744,-0.7561659774515574
20100624,0.04590035793860872,0.04590035793860872,-0.7102656195129488
20100625,0.07349827562708906,0.07349827562708906,-0.6367673438858596
20100628,-0.09993768297781087,-0.09993768297781087,-0.7367050268636706
20100629,-0.10409712961111955,-0.10409712961111955,-0.8408021564747901
20100630,0.09257553874864537,0.09257553874864537,-0.7482266177261447
20100701,-0.0656922484857796,-0.0656922484857796,-0.8139188662119243
20100702,0.2368489361888166,0.2368489361888166,-0.5770699300231077
20100705,-0.08666900068807978,-0.08666900068807978,-0.6637389307111875
20100706,0.08405228843541032,0.08405228843541032,-0.5796866422757772
20100707,-0.07925310922990579,-0.07925310922990579,-0.658939751505683
20100708,0.3074997391341097,0.3074997391341097,-0.35144001237157324
20100709,0.2075309612324067,0.2075309612324067,-0.14390905113916655
20100712,-0.15270857975338123,-0.15270857975338123,-0.2966176308925478
20100713,-0.2427119335650412,-0.2427119335650412,-0.539329564457589
20100714,-0.025929940595697233,-0.025929940595697233,-0.5652595050532861
20100715,-0.026766165814625653,-0.026766165814625653,-0.5920256708679118
20100716,0.31770529724261976,0.31770529724261976,-0.27432037362529205
20100719,0.06688356383367908,0.06688356383367908,-0.20743680979161297
20100720,0.10076908276771794,0.10076908276771794,-0.10666772702389503
20100721,-0.15057176690994636,-0.15057176690994636,-0.2572394939338414
20100722,-0.06911806534171078,-0.06911806534171078,-0.32635755927555216
20100723,0.042778551740491576,0.042778551740491576,-0.2835790075350606
20100726,0.04172028177877184,0.04172028177877184,-0.24185872575628875
20100727,0.08708139223620442,0.08708139223620442,-0.15477733352008433
20100728,-0.019843657875749963,-0.019843657875749963,-0.17462099139583429
20100729,-0.11802684546473949,-0.11802684546473949,-0.2926478368605738
20100730,-0.04826257143510454,-0.04826257143510454,-0.3409104082956783
20100802,0.09966173894860396,0.09966173894860396,-0.24124866934707434
20100803,-0.02368795304874952,-0.02368795304874952,-0.2649366223958239
20100804,-0.0010149870752022895,-0.0010149870752022895,-0.2659516094710262
20100805,0.10900193326221203,0.10900193326221203,-0.15694967620881417
20100806,-0.3223650605470688,-0.3223650605470688,-0.479314736755883
20100809,-0.20391257267862925,-0.20391257267862925,-0.6832273094345123
20100810,-0.005486415062227404,-0.005486415062227404,-0.6887137244967396
20100811,0.053155829963688804,0.053155829963688804,-0.6355578945330508
20100812,-0.08364339863373367,-0.08364339863373367,-0.7192012931667845
20100813,-0.1628943293641121,-0.1628943293641121,-0.8820956225308966
20100816,0.07231701510109502,0.07231701510109502,-0.8097786074298016
20100817,0.013265501928859951,0.013265501928859951,-0.7965131055009416
20100818,-0.18916587534121898,-0.18916587534121898,-0.9856789808421605
20100819,0.06969321071926163,0.06969321071926163,-0.915985770122899
20100820,-0.08025827535031764,-0.08025827535031764,-0.9962440454732165
20100823,-0.03751142620173123,-0.03751142620173123,-1.0337554716749477
20100824,-0.1882299194247767,-0.1882299194247767,-1.2219853910997245
20100825,-0.015471028725179692,-0.015471028725179692,-1.237456419824904
20100826,-0.034819706082820534,-0.034819706082820534,-1.2722761259077247
20100827,-0.15772802716224482,-0.15772802716224482,-1.4300041530699694
20100830,0.07534056679796987,0.07534056679796987,-1.3546635862719996
20100831,-0.12581320053785813,-0.12581320053785813,-1.4804767868098576
20100901,0.02702859836421313,0.02702859836421313,-1.4534481884456445
20100902,-0.21198099570448223,-0.21198099570448223,-1.6654291841501268
20100903,-0.35092259114170604,-0.35092259114170604,-2.0163517752918327
20100906,-0.27200921823099505,-0.27200921823099505,-2.288360993522828
20100907,-0.24781209931947,-0.24781209931947,-2.536173092842298
20100908,0.10976519489591806,0.10976519489591806,-2.42640789794638
20100909,0.2702002637576049,0.2702002637576049,-2.156207634188775
20100910,-0.30596344528952296,-0.30596344528952296,-2.462171079478298
20100913,-0.06233484208898803,-0.06233484208898803,-2.524505921567286
20100914,0.10134323162382315,0.10134323162382315,-2.423162689943463
20100915,-0.34842043146545426,-0.34842043146545426,-2.7715831214089173
20100916,-0.007706562435611714,-0.007706562435611714,-2.779289683844529
20100917,-0.42425648142113687,-0.42425648142113687,-3.203546165265666
20100920,-2.2356735481822434,-2.2356735481822434,-5.439219713447909
20100921,0.34147771030776447,0.34147771030776447,-5.097742003140144
20100927,-0.8894632397720174,-0.8894632397720174,-5.987205242912162
20100928,-0.826052155779454,-0.826052155779454,-6.813257398691616
20100929,1.6136896931372025,1.6136896931372025,-5.199567705554413
20100930,-0.5405464614455775,-0.5405464614455775,-5.740114166999991
20101008,-0.1510972934307144,-0.1510972934307144,-5.891211460430705
20101011,-3.958945801257215,-3.958945801257215,-9.85015726168792
20101012,0.32573089552260714,0.32573089552260714,-9.524426366165313
20101013,-0.5655234267978702,-0.5655234267978702,-10.089949792963184
20101014,-1.06308264856466,-1.06308264856466,-11.153032441527843
20101015,-0.5966837511167661,-0.5966837511167661,-11.749716192644609
20101018,1.3460562509323257,1.3460562509323257,-10.403659941712283
20101019,-0.905371362231906,-0.905371362231906,-11.309031303944188
20101020,-0.184555715937623,-0.184555715937623,-11.493587019881812
20101021,-1.2433995426249758,-1.2433995426249758,-12.736986562506788
20101022,-0.19763607391551236,-0.19763607391551236,-12.9346226364223
20101025,-1.9173836700804399,-1.9173836700804399,-14.85200630650274
20101026,0.6699759930471179,0.6699759930471179,-14.182030313455623
20101027,1.2818477199987415,1.2818477199987415,-12.900182593456883
20101028,-1.5496445589284236,-1.5496445589284236,-14.449827152385307
20101029,1.5693131676408603,1.5693131676408603,-12.880513984744447
20101101,-1.543715695516119,-1.543715695516119,-14.424229680260567
20101102,0.2494143801521865,0.2494143801521865,-14.17481530010838
20101103,-0.22351797754437486,-0.22351797754437486,-14.398333277652755
20101104,-1.8337052861873042,-1.8337052861873042,-16.23203856384006
20101105,-3.0826392678399275,-3.0826392678399275,-19.314677831679987
20101108,-0.8984365138656719,-0.8984365138656719,-20.21311434554566
20101109,-1.139032688095323,-1.139032688095323,-21.352147033640982
20101110,0.4718558605927763,0.4718558605927763,-20.880291173048207
20101111,0.2988646477690589,0.2988646477690589,-20.58142652527915
20101112,3.7928176142309296,3.7928176142309296,-16.788608911048218
20101115,0.9486311394312272,0.9486311394312272,-15.83997777161699
20101116,0.9849916308006286,0.9849916308006286,-14.854986140816361
20101117,3.243545484010703,3.243545484010703,-11.611440656805659
20101118,-0.5939496263435966,-0.5939496263435966,-12.205390283149255
20101119,-0.7717206920083329,-0.7717206920083329,-12.977110975157588
20101122,1.555021308825202,1.555021308825202,-11.422089666332386
20101123,0.4090952659036059,0.4090952659036059,-11.01299440042878
20101124,-1.4934614278712341,-1.4934614278712341,-12.506455828300014
20101125,-0.11288512718492483,-0.11288512718492483,-12.619340955484939
20101126,0.8130100570104173,0.8130100570104173,-11.80633089847452
20101129,-0.5323547070016456,-0.5323547070016456,-12.338685605476167
20101130,-0.09898544398554852,-0.09898544398554852,-12.437671049461715
20101201,-0.7333251475720338,-0.7333251475720338,-13.170996197033748
20101202,-0.6234667310641333,-0.6234667310641333,-13.794462928097882
20101203,-0.07447080803041536,-0.07447080803041536,-13.868933736128298
20101206,-0.6242298610555818,-0.6242298610555818,-14.49316359718388
20101207,-0.37787689549389686,-0.37787689549389686,-14.871040492677777
20101208,1.2082327539995255,1.2082327539995255,-13.662807738678252
20101209,-0.7368996207888379,-0.7368996207888379,-14.39970735946709
20101210,0.08810229786457668,0.08810229786457668,-14.311605061602513
20101213,-0.8935660596811974,-0.8935660596811974,-15.20517112128371
20101214,-0.927691249649091,-0.927691249649091,-16.132862370932802
20101215,0.6073297431464988,0.6073297431464988,-15.525532627786303
20101216,-0.1026035869736023,-0.1026035869736023,-15.628136214759905
20101217,-0.10469487497151238,-0.10469487497151238,-15.732831089731418
20101220,0.1613425252803954,0.1613425252803954,-15.571488564451023
20101221,-0.18979988769649928,-0.18979988769649928,-15.761288452147523
20101222,-0.02439065079474382,-0.02439065079474382,-15.785679102942268
20101223,-0.3288236144785785,-0.3288236144785785,-16.114502717420848
20101224,-0.0818300845922922,-0.0818300845922922,-16.19633280201314
20101227,-0.012811778101256492,-0.012811778101256492,-16.209144580114394
20101228,-0.20234895156369423,-0.20234895156369423,-16.411493531678087
20101229,0.4874432114226402,0.4874432114226402,-15.924050320255446
20101230,-0.6160725469929788,-0.6160725469929788,-16.540122867248424
20101231,-0.39056642896699933,-0.39056642896699933,-16.930689296215423
20110104,0.09050955838580103,0.09050955838580103,-16.840179737829622
20110105,0.7254420650779595,0.7254420650779595,-16.114737672751662
20110106,-0.2977013405824274,-0.2977013405824274,-16.41243901333409
20110107,0.1239273380328398,0.1239273380328398,-16.28851167530125
20110110,-0.14221758976634444,-0.14221758976634444,-16.430729265067594
20110111,0.22154095222477,0.22154095222477,-16.209188312842823
20110112,0.03231194445733463,0.03231194445733463,-16.17687636838549
20110113,-0.4919836928208249,-0.4919836928208249,-16.668860061206313
20110114,-0.38050435484626843,-0.38050435484626843,-17.049364416052583
20110117,-0.41178960932090203,-0.41178960932090203,-17.461154025373485
20110118,-0.45894259429845413,-0.45894259429845413,-17.920096619671938
20110119,0.6850036709915658,0.6850036709915658,-17.23509294868037
20110120,0.4600809395498896,0.4600809395498896,-16.77501200913048
20110121,0.9551793539045305,0.9551793539045305,-15.819832655225952
20110124,0.5887341445069708,0.5887341445069708,-15.231098510718981
20110125,-0.5060755604816053,-0.5060755604816053,-15.737174071200586
20110126,0.11687407288227625,0.11687407288227625,-15.62029999831831
20110127,0.6887466437442243,0.6887466437442243,-14.931553354574087
20110128,-0.15389748432939487,-0.15389748432939487,-15.085450838903482
20110131,0.14716950725625785,0.14716950725625785,-14.938281331647223
20110201,-0.06119819640360797,-0.06119819640360797,-14.99947952805083
20110209,-0.4265574834390433,-0.4265574834390433,-15.426037011489875
20110210,0.3424772310450183,0.3424772310450183,-15.083559780444856
20110211,-0.09360319510236072,-0.09360319510236072,-15.177162975547217
20110214,-0.4307244923974424,-0.4307244923974424,-15.607887467944659
20110215,-0.17558961922507194,-0.17558961922507194,-15.78347708716973
20110216,-0.30000296085686456,-0.30000296085686456,-16.083480048026594
20110217,-0.4646751320589932,-0.4646751320589932,-16.548155180085587
20110218,-0.2999299737710997,-0.2999299737710997,-16.848085153856687
20110221,-0.16925328718064395,-0.16925328718064395,-17.01733844103733
20110222,0.09904049968055265,0.09904049968055265,-16.91829794135678
20110223,-0.6378802585570552,-0.6378802585570552,-17.556178199913834
20110224,-0.3987994555004173,-0.3987994555004173,-17.95497765541425
20110225,0.2351179842530291,0.2351179842530291,-17.71985967116122
20110228,0.22411604305155872,0.22411604305155872,-17.49574362810966
20110301,0.005256385793809978,0.005256385793809978,-17.49048724231585
20110302,0.06969167773635905,0.06969167773635905,-17.420795564579493
20110303,-0.022963092082294797,-0.022963092082294797,-17.44375865666179
20110304,0.02609112215142402,0.02609112215142402,-17.417667534510365
20110307,-0.029976064294868748,-0.029976064294868748,-17.447643598805232
20110308,0.10605582386863945,0.10605582386863945,-17.341587774936592
20110309,-0.0604266978928601,-0.0604266978928601,-17.402014472829453
20110310,0.1546196311769212,0.1546196311769212,-17.247394841652532
20110311,0.1508997038259834,0.1508997038259834,-17.096495137826548
20110314,-0.113181065313447,-0.113181065313447,-17.209676203139995
20110315,-0.08912082167202785,-0.08912082167202785,-17.298797024812025
20110316,0.16297694333991883,0.16297694333991883,-17.135820081472104
20110317,-0.05245634825742947,-0.05245634825742947,-17.188276429729534
20110318,0.17789069509350833,0.17789069509350833,-17.010385734636024
20110321,0.007548666892103189,0.007548666892103189,-17.002837067743922
20110322,-0.11016418203219848,-0.11016418203219848,-17.113001249776122
20110323,-0.05824215577827455,-0.05824215577827455,-17.171243405554396
20110324,-0.047365007045900444,-0.047365007045900444,-17.218608412600297
20110325,-0.09227931032332512,-0.09227931032332512,-17.31088772292362
20110328,0.13033835365906807,0.13033835365906807,-17.180549369264554
20110329,0.0024710219177490524,0.0024710219177490524,-17.178078347346805
20110330,0.029117461452375096,0.029117461452375096,-17.14896088589443
20110331,-0.05363301998135036,-0.05363301998135036,-17.20259390587578
20110401,0.05626632281758722,0.05626632281758722,-17.14632758305819
20110406,-0.10510023024681435,-0.10510023024681435,-17.251427813305007
20110407,0.00874991648771835,0.00874991648771835,-17.242677896817288
20110408,-0.22170765152241373,-0.22170765152241373,-17.464385548339703
20110411,-0.034695130995848436,-0.034695130995848436,-17.499080679335552
20110412,-0.18581971736605252,-0.18581971736605252,-17.684900396701604
20110413,-0.020955733074224353,-0.020955733074224353,-17.705856129775828
20110414,0.03709389638702112,0.03709389638702112,-17.668762233388808
20110415,0.01489976566736031,0.01489976566736031,-17.65386246772145
20110418,0.02221271453503918,0.02221271453503918,-17.63164975318641
20110419,0.029377360358634926,0.029377360358634926,-17.602272392827775
20110420,0.1463394371246983,0.1463394371246983,-17.455932955703076
20110421,0.058262420743718096,0.058262420743718096,-17.39767053495936
20110422,-0.12344884295129468,-0.12344884295129468,-17.521119377910654
20110425,0.0808857749704025,0.0808857749704025,-17.440233602940253
20110426,0.04695256422821104,0.04695256422821104,-17.393281038712043
20110427,0.29083032752550586,0.29083032752550586,-17.10245071118654
20110428,0.09360334461091604,0.09360334461091604,-17.008847366575623
20110429,0.25261649175881046,0.25261649175881046,-16.75623087481681
20110503,-0.3717469609490559,-0.3717469609490559,-17.12797783576587
20110504,0.29868610174438437,0.29868610174438437,-16.829291734021485
20110505,0.06246720148270715,0.06246720148270715,-16.766824532538777
20110506,0.3358267279671852,0.3358267279671852,-16.430997804571593
20110509,-0.2774718576357159,-0.2774718576357159,-16.70846966220731
20110510,-0.27545591297821054,-0.27545591297821054,-16.98392557518552
20110511,0.008731269457473809,0.008731269457473809,-16.975194305728046
20110512,-0.009621409181799136,-0.009621409181799136,-16.984815714909846
20110513,0.21360084684789535,0.21360084684789535,-16.77121486806195
20110516,-0.037546138916048834,-0.037546138916048834,-16.808761006978
20110517,0.004123718105934629,0.004123718105934629,-16.804637288872065
20110518,-0.032301237119228214,-0.032301237119228214,-16.836938525991293
20110519,-0.09324735891777321,-0.09324735891777321,-16.930185884909065
20110520,-0.1612555459980913,-0.1612555459980913,-17.091441430907157
20110523,-0.4395492831125765,-0.4395492831125765,-17.530990714019733
20110524,0.13702031711751828,0.13702031711751828,-17.393970396902215
20110525,0.0502584649773583,0.0502584649773583,-17.343711931924858
20110526,-0.06258846645602088,-0.06258846645602088,-17.40630039838088
20110527,0.16914209292061663,0.16914209292061663,-17.237158305460262
20110530,-0.1688664775128573,-0.1688664775128573,-17.40602478297312
20110531,0.20232264681747694,0.20232264681747694,-17.20370213615564
20110601,0.05161983489245602,0.05161983489245602,-17.152082301263185
20110602,-0.00039638526479609366,-0.00039638526479609366,-17.15247868652798
20110603,-0.16452825302281257,-0.16452825302281257,-17.317006939550794
20110607,0.5136812382686546,0.5136812382686546,-16.80332570128214
20110608,0.04792803329556785,0.04792803329556785,-16.75539766798657
20110609,-0.1466219036468549,-0.1466219036468549,-16.902019571633428
20110610,0.15878890712764623,0.15878890712764623,-16.74323066450578
20110613,-0.3174944547643137,-0.3174944547643137,-17.060725119270096
20110614,-0.0061213162476117505,-0.0061213162476117505,-17.066846435517707
20110615,0.32872738444025523,0.32872738444025523,-16.73811905107745
20110616,0.7216149725268705,0.7216149725268705,-16.01650407855058
20110617,0.867440105611575,0.867440105611575,-15.149063972939004
20110620,-0.11006474378097722,-0.11006474378097722,-15.259128716719982
20110621,-0.12595457649611663,-0.12595457649611663,-15.385083293216098
20110622,0.048960481548540026,0.048960481548540026,-15.336122811667558
20110623,0.4963666097309806,0.4963666097309806,-14.839756201936577
20110624,-0.09008314659116784,-0.09008314659116784,-14.929839348527745
20110627,0.8404585942609804,0.8404585942609804,-14.089380754266765
20110628,0.46078808505280033,0.46078808505280033,-13.628592669213965
20110629,-0.6792443331415691,-0.6792443331415691,-14.307837002355534
20110630,0.09237963091585838,0.09237963091585838,-14.215457371439676
20110701,1.168566481826226,1.168566481826226,-13.04689088961345
20110704,-0.7233524658395724,-0.7233524658395724,-13.770243355453022
20110705,0.017792533261070827,0.017792533261070827,-13.752450822191951
20110706,-0.2248776723429553,-0.2248776723429553,-13.977328494534907
20110707,-0.1848906882407087,-0.1848906882407087,-14.162219182775615
20110708,-0.3744150245396845,-0.3744150245396845,-14.5366342073153
20110711,0.11529808651675821,0.11529808651675821,-14.421336120798543
20110712,0.11429264455908134,0.11429264455908134,-14.307043476239462
20110713,-0.9254846072007613,-0.9254846072007613,-15.232528083440224
20110714,0.09415934398202626,0.09415934398202626,-15.138368739458198
20110715,0.04433639358446005,0.04433639358446005,-15.094032345873737
20110718,-0.07255349283965727,-0.07255349283965727,-15.166585838713395
20110719,-0.32029987569860635,-0.32029987569860635,-15.486885714412
20110720,-0.057132046258932485,-0.057132046258932485,-15.544017760670933
20110721,-0.07736504961173513,-0.07736504961173513,-15.621382810282668
20110722,-0.046606745842803915,-0.046606745842803915,-15.667989556125471
20110725,0.019490537296594806,0.019490537296594806,-15.648499018828877
20110726,-0.2779955966923558,-0.2779955966923558,-15.926494615521234
20110727,-0.12414405316517445,-0.12414405316517445,-16.050638668686407
20110728,0.19854043306212316,0.19854043306212316,-15.852098235624284
20110729,0.27889569906997014,0.27889569906997014,-15.573202536554314
20110801,-0.3352895704526476,-0.3352895704526476,-15.908492107006962
20110802,0.060851058955619326,0.060851058955619326,-15.847641048051344
20110803,-0.10198167045345562,-0.10198167045345562,-15.949622718504799
20110804,0.09625108900816436,0.09625108900816436,-15.853371629496634
20110805,0.07893780509803586,0.07893780509803586,-15.774433824398598
20110808,-0.0685238781794258,-0.0685238781794258,-15.842957702578023
20110809,-0.05920780204208827,-0.05920780204208827,-15.902165504620111
20110810,0.16932286188302476,0.16932286188302476,-15.732842642737086
20110811,-0.022080575093385083,-0.022080575093385083,-15.754923217830472
20110812,0.02837162428471862,0.02837162428471862,-15.726551593545754
20110815,0.1153187744743847,0.1153187744743847,-15.611232819071368
20110816,-0.13266320790955077,-0.13266320790955077,-15.743896026980918
20110817,0.12953629989894186,0.12953629989894186,-15.614359727081977
20110818,0.06797127135798677,0.06797127135798677,-15.54638845572399
20110819,-0.21957125903653363,-0.21957125903653363,-15.765959714760523
20110822,0.2671747460128098,0.2671747460128098,-15.498784968747714
20110823,0.19576472631769581,0.19576472631769581,-15.303020242430017
20110824,-0.399735497630916,-0.399735497630916,-15.702755740060933
20110825,0.15256926859845565,0.15256926859845565,-15.550186471462478
20110826,0.19583593077385192,0.19583593077385192,-15.354350540688626
20110829,0.16296921469333453,0.16296921469333453,-15.191381325995293
20110830,-0.049150927581789385,-0.049150927581789385,-15.240532253577083
20110831,-0.003394348409370965,-0.003394348409370965,-15.243926601986454
20110901,0.04360737449510691,0.04360737449510691,-15.200319227491347
20110902,-0.020351842093596723,-0.020351842093596723,-15.220671069584943
20110905,0.27450912040622805,0.27450912040622805,-14.946161949178716
20110906,0.03980094500488666,0.03980094500488666,-14.90636100417383
20110907,-0.17951181766119537,-0.17951181766119537,-15.085872821835025
20110908,-0.404491145751643,-0.404491145751643,-15.490363967586669
20110909,0.06905097202780205,0.06905097202780205,-15.421312995558868
20110913,-0.18092983704861654,-0.18092983704861654,-15.602242832607484
20110914,0.25221850663701,0.25221850663701,-15.350024325970473
20110915,-0.13509741272527093,-0.13509741272527093,-15.485121738695744
20110916,-0.015350899209860526,-0.015350899209860526,-15.500472637905604
20110919,0.4315057581317673,0.4315057581317673,-15.068966879773837
20110920,0.0594091642482185,0.0594091642482185,-15.009557715525618
20110921,-0.14927768005194123,-0.14927768005194123,-15.15883539557756
20110922,0.4462536479214091,0.4462536479214091,-14.71258174765615
20110923,0.8207965629076892,0.8207965629076892,-13.89178518474846
20110926,0.27801324596716187,0.27801324596716187,-13.613771938781298
20110927,-0.24596817353149264,-0.24596817353149264,-13.85974011231279
20110928,0.193383048214624,0.193383048214624,-13.666357064098166
20110929,0.6231842626100005,0.6231842626100005,-13.043172801488167
20110930,-0.6353608407006835,-0.6353608407006835,-13.67853364218885
20111010,0.01606222739170023,0.01606222739170023,-13.66247141479715
20111011,-0.007442830141896166,-0.007442830141896166,-13.669914244939045
20111012,0.15658702080300824,0.15658702080300824,-13.513327224136038
20111013,0.22573013623303406,0.22573013623303406,-13.287597087903004
20111014,-0.09906253847381312,-0.09906253847381312,-13.386659626376817
20111017,0.15259557198092924,0.15259557198092924,-13.234064054395887
20111018,0.0015696046562061127,0.0015696046562061127,-13.232494449739681
20111019,0.01685395067511623,0.01685395067511623,-13.215640499064564
20111020,0.2495193588649403,0.2495193588649403,-12.966121140199624
20111021,-0.017865062289640295,-0.017865062289640295,-12.983986202489264
20111024,-0.143690983043099,-0.143690983043099,-13.127677185532363
20111025,-0.1431289669753458,-0.1431289669753458,-13.270806152507708
20111026,-0.09779354043326446,-0.09779354043326446,-13.368599692940972
20111027,0.10644500410549577,0.10644500410549577,-13.262154688835476
20111028,-0.08617266326973301,-0.08617266326973301,-13.34832735210521
20111031,0.2625009336891106,0.2625009336891106,-13.085826418416099
20111101,-0.06539162961717186,-0.06539162961717186,-13.151218048033272
20111102,-0.30960640084365953,-0.30960640084365953,-13.46082444887693
20111103,0.08345769718353079,0.08345769718353079,-13.3773667516934
20111104,-0.002026417789772142,-0.002026417789772142,-13.379393169483171
20111107,0.03791827380567998,0.03791827380567998,-13.341474895677491
20111108,0.033632704701898525,0.033632704701898525,-13.307842190975592
20111109,-0.04709512971899391,-0.04709512971899391,-13.354937320694585
20111110,0.14451329281866063,0.14451329281866063,-13.210424027875925
20111111,0.021974826645606977,0.021974826645606977,-13.188449201230318
20111114,0.07768887146976489,0.07768887146976489,-13.110760329760554
20111115,0.08862001338098179,0.08862001338098179,-13.022140316379572
20111116,-0.038713364265922506,-0.038713364265922506,-13.060853680645494
20111117,0.08230500430753945,0.08230500430753945,-12.978548676337955
20111118,-0.07910370573960487,-0.07910370573960487,-13.05765238207756
20111121,0.07868669140261662,0.07868669140261662,-12.978965690674944
20111122,-0.28093815401449673,-0.28093815401449673,-13.25990384468944
20111123,-0.17592212851901076,-0.17592212851901076,-13.43582597320845
