,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SN.SHF,SP.SHF,SR.ZCE,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20100118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100203,0.0,0.0,5.17634248180623,0.0,0.0,-16.220902951180502,0.0,0.0,0.0,0.0,0.0,6.601822479768729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.448040217599136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.005878226847257
20100204,0.0,0.0,5.2018935878816865,0.0,0.0,-16.41748849340957,0.0,0.0,0.0,0.0,0.0,4.179890837403333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.200326099782314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.025161469624943
20100205,0.0,0.0,5.269352778273607,0.0,0.0,-16.540212767719645,0.0,0.0,0.0,0.0,0.0,2.2654905211303724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.010572270964202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.915121214451176
20100208,0.0,0.0,5.330843223902778,0.0,0.0,-16.63053638978163,0.0,0.0,0.0,0.0,0.0,2.9424055458200553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.003789106368528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.819170599003546
20100209,0.0,0.0,5.387920117447013,0.0,0.0,-10.969398504296827,0.0,0.0,0.0,0.0,0.0,3.4322996439989564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.736693639499845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1515642204120815
20100210,0.0,0.0,5.619355590859717,0.0,0.0,-5.9791071359478645,0.0,0.0,0.0,0.0,0.0,3.878796704600864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9912231190889482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7526161777501756
20100211,0.0,0.0,5.787457904765968,0.0,0.0,-1.9337419923396832,0.0,0.0,0.0,0.0,0.0,4.216613563431673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7903192709937498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.619556975616483
20100212,0.0,0.0,6.123389516307351,0.0,0.0,1.5665259198955077,0.0,0.0,0.0,0.0,0.0,4.463735473159563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3529230441546733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3268365643569085
20100222,0.0,0.0,6.426141166962153,0.0,0.0,4.487564848209998,0.0,0.0,0.0,0.0,0.0,4.673152033360082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24450057542364065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0807819264402523
20100223,0.0,0.0,6.64348388057488,0.0,0.0,6.82436742072054,0.0,0.0,0.0,0.0,0.0,4.814716209618138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4390598400988757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6840652853302533
20100224,0.0,0.0,6.807462478748684,0.0,0.0,8.428621173820567,0.0,0.0,0.0,0.0,0.0,3.056781884839957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44231336209053346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6048656320539528
20100225,0.0,0.0,6.94469880869833,0.0,0.0,9.73960306085534,0.0,0.0,0.0,0.0,0.0,1.6103990926324154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9417043596216739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29471668754524133
20100226,0.0,0.0,7.085931275882345,0.0,0.0,10.793631539376554,0.0,0.0,0.0,0.0,0.0,0.4266302444052108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017341004607802923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.024527675660273
20100301,0.0,0.0,7.204765943382717,0.0,0.0,11.663120962817924,0.0,0.0,0.0,0.0,0.0,-0.5416396635032701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5604001786511814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6223628664767116
20100302,0.0,0.0,7.379118124828443,0.0,0.0,6.6737418499839,0.0,0.0,0.0,0.0,0.0,-1.3593523844791728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8815630448817853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1665541956487746
20100303,0.0,0.0,7.527132029932198,0.0,0.0,2.5780613161703223,0.0,0.0,0.0,0.0,0.0,-1.9538009511910743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9633010917619935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.597337368418391
20100304,0.0,0.0,4.689951659622533,0.0,0.0,-0.8101219278988914,0.0,0.0,0.0,0.0,0.0,-2.420943268340737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.802568070956096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9369971839759748
20100305,0.0,0.0,2.3835881369837364,0.0,0.0,-3.4739274061423076,0.0,0.0,0.0,0.0,0.0,-2.801916117543364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.55179105694572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209939054678023
20100308,0.0,0.0,0.07430892087306705,0.0,0.0,-5.6928375104621365,0.0,0.0,0.0,0.0,0.0,-3.1565741727992815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.168466934546232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5056798633649864
20100309,0.0,0.0,-2.003098250636033,0.0,0.0,-7.553334992293963,0.0,0.0,0.0,0.0,0.0,-3.4992166472624295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6530098816600995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.864577500355064
20100310,0.0,0.0,-3.720889233284162,0.0,0.0,-9.076713692502809,0.0,0.0,0.0,0.0,0.0,-3.8037826704438475,0.0,0.0,0.0,-7.17222119278467,0.0,0.0,0.0,0.0,-5.938387235703637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.035290313802387,0.0,-3.181325582968478,0.0,0.0,0.0,0.0,0.0,0.0,-6.810154312338083,0.0,-8.554451548252496,0.0,-4.114927569703395
20100311,0.0,0.0,-5.0776781932683335,0.0,0.0,-4.475689713862335,0.0,0.0,0.0,0.0,0.0,-4.049136609744665,0.0,0.0,0.0,-7.180983900253659,0.0,0.0,0.0,0.0,-5.94180753006479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.847050309824242,0.0,-3.1763051014267565,0.0,0.0,0.0,0.0,0.0,0.0,-6.810095572849531,0.0,-8.550639480072524,0.0,-4.31994260433607
20100312,0.0,0.0,-6.443113700987805,0.0,0.0,-0.6783570926514839,0.0,0.0,0.0,0.0,0.0,-4.280126085019147,0.0,0.0,0.0,-7.242166601003278,0.0,0.0,0.0,0.0,-5.998647303475011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.523484982387009,0.0,-3.187408984256086,0.0,0.0,0.0,0.0,0.0,0.0,-7.005463986479376,0.0,-8.881244660605182,0.0,-4.6073206316450435
20100315,0.0,0.0,-7.632249211954933,0.0,0.0,2.374818477019224,0.0,0.0,0.0,0.0,0.0,-4.513483210144883,0.0,0.0,0.0,-7.327315824816464,0.0,0.0,0.0,0.0,-5.951629128146893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.32673880560442,0.0,-3.202662261673792,0.0,0.0,0.0,0.0,0.0,0.0,-7.127324592757965,0.0,-9.125873042926232,0.0,-4.848180778150568
20100316,0.0,0.0,-8.820110321120778,0.0,0.0,-1.9418738995620834,0.0,0.0,0.0,0.0,0.0,-4.8405200834494275,0.0,0.0,0.0,-8.075934112699079,0.0,0.0,0.0,0.0,-5.920019109098694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.99222289420549,0.0,-3.275829268216538,0.0,0.0,0.0,0.0,0.0,0.0,-7.280432104668276,0.0,-9.404316983535933,0.0,-5.139988969915726
20100317,0.0,0.0,-9.578526867552274,0.0,0.0,-5.397248733257861,0.0,0.0,0.0,0.0,0.0,-5.0530968657870075,0.0,0.0,0.0,-8.635854847126778,0.0,0.0,0.0,0.0,-5.752419986173207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.550990181594475,0.0,-3.282048851227808,0.0,0.0,0.0,0.0,0.0,0.0,-7.172569479005751,0.0,-9.51096300354705,0.0,-5.28515823375281
20100318,0.0,0.0,-10.267453918923215,0.0,0.0,-8.234671572057634,0.0,0.0,0.0,0.0,0.0,-5.230457117080491,0.0,0.0,0.0,-9.070825170083443,0.0,0.0,0.0,0.0,-5.635773980380257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.715116315032966,0.0,-3.286969863648455,0.0,0.0,0.0,0.0,0.0,0.0,-7.145929668266886,0.0,-9.605877551411014,0.0,-5.403195106491682
20100319,0.0,0.0,-10.857957686405145,0.0,0.0,-10.414111670848495,0.0,0.0,0.0,0.0,0.0,-5.390298800954937,0.0,0.0,0.0,-9.292370321065654,0.0,0.0,0.0,0.0,-5.463564012685335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.435079820501723,0.0,-3.3267976647431543,0.0,0.0,0.0,0.0,0.0,0.0,-7.054861050458724,0.0,-9.54245863908629,0.0,-5.508203474206829
20100322,0.0,0.0,-11.280603921793414,0.0,0.0,-12.14234009476789,0.0,0.0,0.0,0.0,0.0,-5.511673720653089,0.0,0.0,0.0,-9.468654053683451,0.0,0.0,0.0,0.0,-5.319064088830686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.015573002010388,0.0,-3.3809650433715013,0.0,0.0,0.0,0.0,0.0,0.0,-6.997497390656679,0.0,-9.512620309485255,0.0,-5.601085413011242
20100323,0.0,0.0,-11.637584883851337,0.0,0.0,-13.587214408117227,0.0,0.0,0.0,0.0,0.0,-5.623450002319065,0.0,0.0,0.0,-9.682432532908745,0.0,0.0,0.0,0.0,-5.189883562932051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.622004787251885,0.0,-3.4200601684743592,0.0,0.0,0.0,0.0,0.0,0.0,-7.094342578218488,0.0,-9.430002127419888,0.0,-5.680162118510629
20100324,0.0,0.0,-11.944671279190441,0.0,0.0,-7.113913525129132,0.0,0.0,-18.651758791094263,-10.168925835556688,0.0,-5.893117746810816,0.0,0.0,0.0,-10.691848160341545,0.0,0.0,0.0,0.0,-5.155899116007479,0.0,-5.6305054631201035,0.0,0.0,0.0,-11.263183036427444,0.0,0.0,0.0,0.0,0.0,0.0,-4.872067469344096,0.0,-3.4769308482965227,0.0,0.0,0.0,0.0,0.0,-5.269651230679371,-7.186254374409388,0.0,-9.505994091737193,-15.601353201362747,-5.764897481671418
20100325,0.0,0.0,-12.198018155891637,0.0,0.0,-1.803785062293958,0.0,0.0,-18.924116086814852,-10.172767578697275,0.0,-6.114560038755259,0.0,0.0,0.0,-11.558326505085322,0.0,0.0,0.0,0.0,-5.12897003268961,0.0,-5.94725498443967,0.0,0.0,0.0,-11.686341341413419,0.0,0.0,0.0,0.0,0.0,0.0,-6.207919295379676,0.0,-3.5185152817257834,0.0,0.0,0.0,0.0,0.0,-5.190293277869574,-7.264273916278603,0.0,-9.567174574492283,-15.78261386298035,-5.834552998446318
20100326,0.0,0.0,-12.470780664367751,0.0,0.0,2.612080720487118,0.0,0.0,-19.413725770076816,-10.739043396088306,0.0,-6.3145462085620805,0.0,0.0,0.0,-12.290470949328178,0.0,0.0,0.0,0.0,-5.105772422617599,0.0,-6.421712590505649,0.0,0.0,0.0,-12.393302815911877,0.0,0.0,0.0,0.0,0.0,0.0,-7.307168072087049,0.0,-3.5475430480110988,0.0,0.0,0.0,0.0,0.0,-4.850164094454068,-7.313001769357512,0.0,-9.614619139004594,-16.333707845651954,-5.922873334686083
20100329,0.0,0.0,-12.651615932700652,0.0,0.0,6.286157614733882,0.0,0.0,-19.363607250957923,-10.677865335117408,0.0,-6.483547310734156,0.0,0.0,0.0,-12.881739107793825,0.0,0.0,0.0,0.0,-5.109615558687828,0.0,-6.155312589044752,0.0,0.0,0.0,-11.984859144591963,0.0,0.0,0.0,0.0,0.0,0.0,-3.6195913769187635,0.0,-3.5152765496731817,0.0,0.0,0.0,0.0,0.0,-4.319874157594344,-7.405466129170388,0.0,-9.704965692544173,-15.757155922045735,-5.997686140961141
20100330,0.0,0.0,-12.699662997976679,0.0,0.0,9.57297197666445,0.0,0.0,-19.913485983926297,-10.776118895838682,0.0,-6.601323174060667,0.0,0.0,0.0,-13.290209388202538,0.0,0.0,0.0,0.0,-5.11192939749808,0.0,-5.690323737481191,0.0,0.0,0.0,-11.390268813932824,0.0,0.0,0.0,0.0,0.0,0.0,-0.607600256353808,0.0,-3.4883606114089933,0.0,0.0,0.0,0.0,0.0,-3.1901662905003536,-7.445196411234493,0.0,-9.759045743745217,-14.580749238785575,-6.04818860374381
20100331,0.0,0.0,-12.767808222697283,0.0,0.0,12.197436298405597,0.0,0.0,-18.97449071374202,-10.816398024160616,0.0,-6.862975187121384,0.0,0.0,0.0,-13.693790340865453,0.0,0.0,0.0,0.0,-5.109320349661868,0.0,-5.284223953659234,0.0,0.0,0.0,-10.603930031088199,0.0,0.0,0.0,0.0,0.0,0.0,1.8614054801283992,0.0,-3.467048580719312,0.0,0.0,0.0,0.0,0.0,-2.3094438497099627,-7.464436262879823,0.0,-9.800004191146963,-13.153037947863638,-3.802914550763268
20100401,0.0,0.0,-13.080485941290648,0.0,0.0,14.341716394941235,0.0,0.0,-18.317695002190682,-10.799538847384238,0.0,-3.9845173938394467,0.0,0.0,0.0,-14.258407975304209,0.0,0.0,0.0,0.0,-5.1538249735117265,0.0,-5.188603248822012,0.0,0.0,0.0,-10.444720533438975,0.0,0.0,0.0,0.0,0.0,0.0,3.964209746612905,0.0,-3.5050562311496534,0.0,0.0,0.0,0.0,0.0,-1.7395610400374182,-7.526164322124424,0.0,-9.775109766350244,-11.950150146842558,-1.7981870677384677
20100402,0.0,0.0,-13.396642145543026,0.0,0.0,16.64998616202728,0.0,0.0,-18.47350062189872,-11.08457116605893,0.0,-1.6383102701683963,0.0,0.0,0.0,-14.709055270954785,0.0,0.0,0.0,0.0,-5.186625242522979,0.0,-5.49846095339346,0.0,0.0,0.0,-11.17420701226436,0.0,0.0,0.0,0.0,0.0,0.0,5.7009143955078985,0.0,-3.5245819439337227,0.0,0.0,0.0,0.0,0.0,-1.099995712117707,-7.566190831633945,0.0,-9.700777904154757,-11.500193175748985,-0.15626155379436063
