,M.DCE,Y.DCE,P.DCE,C.DCE,CS.DCE,CF.ZCE,SR.ZCE,OI.ZCE,RM.ZCE,AP.ZCE,UR.ZCE
20100305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100323,-16.09085929568293,-44.58554934893338,-32.187926048161074,-53.30299886756597,0.0,-29.060757667306312,-15.059610020020582,0.0,0.0,0.0,0.0
20100324,-16.996066121768436,-45.10355609291672,-33.39722791100943,-54.081341585159954,0.0,-29.07173660138785,-14.832820851442406,0.0,0.0,0.0,0.0
20100325,-18.351971134378736,-46.67847255325035,-35.41758251116632,-55.48054820608853,0.0,-30.690039711094386,-13.860799623767111,0.0,0.0,0.0,0.0
20100326,-17.590653173148727,-45.03080238577269,-34.250332130455575,-55.3373194951793,0.0,-30.515205039942156,-12.345336968448422,0.0,0.0,0.0,0.0
20100329,-16.2618079684725,-41.66886720271886,-32.55111180079302,-56.908763014742,0.0,-30.795994079438046,-9.11685766872987,0.0,0.0,0.0,0.0
20100330,-15.101255949779436,-37.58875367693385,-30.303912717803414,-54.22530220099931,0.0,-30.911103777959116,-6.599928954934511,0.0,0.0,0.0,0.0
20100331,-14.827991086195208,-34.15114075185946,-29.84892379327613,-52.34831132517053,0.0,-30.86292362022255,-4.971317782184146,0.0,0.0,0.0,0.0
20100401,-15.713502477419322,-32.86525365728123,-31.933650353931633,-52.79357264684403,0.0,-31.677489020177816,-3.1435678990944993,0.0,0.0,0.0,0.0
20100402,-14.480190589061506,-30.041860182880285,-33.32673450212301,-52.212837519029655,0.0,-31.98153070576024,-0.7450310631391984,0.0,0.0,0.0,0.0
20100406,-13.682163831591016,-28.475349120858944,-37.035284874266445,-51.75400936860943,0.0,-31.734248537213585,1.5422511990003436,0.0,0.0,0.0,0.0
20100407,-12.831734966923262,-28.959976116514262,-41.41031886166775,-52.073364865690266,0.0,-32.567413295558076,3.130933866091839,0.0,0.0,0.0,0.0
20100408,-11.799760971093807,-27.24434830425173,-42.715222222449874,-52.20932179584694,0.0,-33.60005282068114,4.920240771000047,0.0,0.0,0.0,0.0
20100409,-10.520921820382533,-24.079682007841274,-41.075055086913025,-51.005421014431484,0.0,-32.742153186093816,7.142099168310753,0.0,0.0,0.0,0.0
20100412,-9.957182617369195,-22.442663237040776,-42.3136324995507,-50.1742311924943,0.0,-32.42405968790827,8.483259907828849,0.0,0.0,0.0,0.0
20100413,-10.119669715143448,-24.32917762682273,-46.04070457939993,-48.83537977997517,0.0,-33.66096419555155,9.716880468660916,0.0,0.0,0.0,0.0
20100414,-9.925206348297984,-25.435353982631028,-49.98407398871117,-45.74009404113166,0.0,-34.69142269807832,10.882698096392629,0.0,0.0,0.0,0.0
20100415,-10.016764844181022,-25.834164469542156,-51.78772808043255,-42.96234579015345,0.0,-35.7933901356669,11.943514614492159,0.0,0.0,0.0,0.0
20100416,-10.024492961214118,-26.761486587112383,-53.78246638708678,-40.98366682969745,0.0,-36.5743663780032,12.542673738758515,0.0,0.0,0.0,0.0
20100419,-10.584100500302181,-29.508887421483795,-57.65410860356729,-39.614904670017104,0.0,-38.781143518875865,13.641136792409242,0.0,0.0,0.0,0.0
20100420,-11.033088414943295,-30.388800494674246,-57.77550980255807,-38.03031716357084,0.0,-42.210676427607766,14.78406804808997,0.0,0.0,0.0,0.0
20100421,-10.245546549623787,-29.88054610568763,-56.79187408598385,-36.754412068846705,0.0,-43.997812486386984,15.460263609082352,0.0,0.0,0.0,0.0
20100422,-8.581788025113259,-27.707909967575432,-53.26183818758535,-35.31120354054439,0.0,-45.689900995705685,16.54842730966544,0.0,0.0,0.0,0.0
20100423,-7.209199921190182,-24.41055663336755,-49.20043426242464,-27.61735100473991,0.0,-46.46190011315375,17.951248273394086,0.0,0.0,0.0,0.0
20100426,-6.836362986635936,-21.78249686645364,-45.77778519815052,-21.411654443525155,0.0,-48.259151865396596,18.815986213708694,0.0,0.0,0.0,0.0
20100427,-8.023239496276123,-22.037118349140645,-45.15559343033785,-17.268998755639483,0.0,-52.5185071916792,18.053979807269425,0.0,0.0,0.0,0.0
20100428,-8.564612908158534,-21.65560637416919,-43.465774258250704,-12.64497041627479,0.0,-56.54643312606149,16.111783931743247,0.0,0.0,0.0,0.0
20100429,-8.451765944807262,-20.054754266723673,-40.32727260766995,-8.67882945451091,0.0,-56.48151276702579,15.511537851602428,0.0,0.0,0.0,0.0
20100430,-8.295278150637662,-17.714882329332102,-37.21157426771041,-6.357379624179679,0.0,-54.915988598535264,13.752733540730112,0.0,0.0,0.0,0.0
20100504,-6.017617214012328,-15.981660786984301,-34.526851514326424,-3.946268110682674,0.0,-52.78781320495332,11.740415261572547,0.0,0.0,0.0,0.0
20100505,-3.460227024335702,-13.885552591568342,-31.895907214446982,-1.4643171195398563,0.0,-51.294498196322756,9.756159180403111,0.0,0.0,0.0,0.0
20100506,0.4145003717756274,-9.34107214660062,-27.77487775049021,1.7507758371675155,0.0,-43.467161752775645,11.481398873446727,0.0,0.0,0.0,0.0
20100507,1.4566925152620058,-7.458729766398503,-26.39099631483167,3.5300242500143537,0.0,-37.94969183844084,10.347784440631509,0.0,0.0,0.0,0.0
20100510,2.2654582749217,-6.468333669439066,-25.577049080258362,6.0585227690746795,0.0,-31.9878737542225,9.603115174583683,0.0,0.0,0.0,0.0
20100511,3.5759355247187012,-4.2221994823006606,-23.720829569883854,8.933668403281958,0.0,-25.817989700359767,9.364922210206926,0.0,0.0,0.0,0.0
20100512,4.660622900860361,-2.441355556676164,-22.16675053211188,10.993858588349628,0.0,-20.89354145614551,8.847991754456473,0.0,0.0,0.0,0.0
20100513,6.117785827157338,0.4676186716312436,-19.118341220215125,12.34410703338242,0.0,-14.760246370930814,9.864044285167935,0.0,0.0,0.0,0.0
20100514,8.015463381207452,2.791046471248003,-16.930997590639855,13.217379413089581,0.0,-8.303693661253156,10.241179923677688,0.0,0.0,0.0,0.0
20100517,9.117510582534031,4.738363852360865,-15.437259177405666,13.98426620599482,0.0,-3.7215140182600153,10.244746569790436,0.0,0.0,0.0,0.0
20100518,10.215415218446864,5.85040505128941,-13.882052124495887,15.475444636700539,0.0,1.4872028606889778,9.309329057440635,0.0,0.0,0.0,0.0
20100519,10.731697451276512,6.5267219715492555,-12.871170992542222,17.338211962097947,0.0,5.463970759566414,8.636206972341652,0.0,0.0,0.0,0.0
20100520,11.270464678747434,7.21404371344727,-11.664836431569658,19.196020659118126,0.0,9.679064996343376,8.536749622866765,0.0,0.0,0.0,0.0
20100521,11.114013821821207,7.115383056733978,-11.380110962441128,20.947883416129425,0.0,11.430204986707446,8.001472312104681,0.0,0.0,0.0,0.0
20100524,11.05583887666856,7.526622119016069,-10.719095194931203,22.469943884427384,0.0,12.608383895329949,7.957317116678304,0.0,0.0,0.0,0.0
20100525,11.636914117182819,9.060948640591217,-8.877426677757265,22.69552497566714,0.0,13.246608122483671,8.702929310631594,0.0,0.0,0.0,0.0
20100526,11.71771992434371,9.675140426246958,-7.802586237245515,22.126978544848622,0.0,12.872749491856068,8.745323115065704,0.0,0.0,0.0,0.0
20100527,11.270226586714424,9.578169495731935,-6.945804668069698,21.43038507909527,0.0,12.61956632728355,9.738981901204113,0.0,0.0,0.0,0.0
20100528,10.495625045718256,8.939283797445693,-6.702323092333361,20.63645221370093,0.0,12.161241083460515,9.911173159347994,0.0,0.0,0.0,0.0
20100531,9.755589595666999,7.967001746675304,-6.896797105009946,19.487087740223323,0.0,11.279981078689875,8.701970376046283,0.0,0.0,0.0,0.0
20100601,9.469524606213435,7.669729198502683,-6.782752089955382,19.13282368019267,0.0,10.541739110025032,7.902893299543311,0.0,0.0,0.0,0.0
20100602,8.590104819901823,7.156913110356648,-6.813065353136505,18.252542129056565,0.0,9.874510958863823,7.524442868603478,0.0,0.0,0.0,0.0
20100603,8.028907935545087,6.522829844032283,-6.770332704482692,16.79279272258316,0.0,8.693482059238452,7.133422944550944,0.0,0.0,0.0,0.0
20100604,8.318462783727293,6.2863983582612954,-6.271419556217526,15.814718573836137,0.0,8.441021281294509,7.226701406472544,0.0,0.0,0.0,0.0
20100607,8.254162979094225,6.191500458633281,-5.711563993246417,15.274011975621244,0.0,9.120117290335354,6.684837948489888,0.0,0.0,0.0,0.0
20100608,8.835133514547097,6.836335919135798,-5.051302327312166,15.333106650873177,0.0,9.85229971107788,6.944128711934011,0.0,0.0,0.0,0.0
20100609,8.710167012853786,7.14854067822182,-4.611787622292764,13.926860318394061,0.0,10.330074526089174,6.299353433430879,0.0,0.0,0.0,0.0
20100610,9.235388207860067,7.705099258571308,-4.689897700951192,12.206437023735614,0.0,10.985493520784974,5.930609355659397,0.0,0.0,0.0,0.0
20100611,9.31174491534262,7.773930780053452,-4.672897130419748,11.326149933668068,0.0,11.37871732206977,5.9659698617244645,0.0,0.0,0.0,0.0
20100617,9.21411022692848,7.758113040042972,-4.856601080888895,11.468548790683178,0.0,11.730469571378439,6.184234920629061,0.0,0.0,0.0,0.0
20100618,6.134096645763138,6.15486407986778,-6.164688160355569,10.317612484145224,0.0,12.1599302081162,5.528999287840264,0.0,0.0,0.0,0.0
20100621,3.702226497480484,5.092848720714467,-6.9518158713790825,8.304459475702728,0.0,11.887010063554078,4.692943122490417,0.0,0.0,0.0,0.0
20100622,2.127920952745974,4.443367367906696,-6.967276889777163,7.3133745437465905,0.0,11.383347980406299,4.531194959390369,0.0,0.0,0.0,0.0
20100623,1.2094852754862138,3.9312253313152734,-7.261446848339956,7.4942837142065875,0.0,11.0202564866755,4.027232609958061,0.0,0.0,0.0,0.0
20100624,1.41459156090916,4.052179974233882,-7.1167376336876895,9.159136707957105,0.0,11.044829373274156,3.800682771977082,0.0,0.0,0.0,0.0
20100625,1.6472380059406808,4.08793485040718,-7.0713040890874375,11.10880693959652,0.0,10.644359332238324,3.6888464861567365,0.0,0.0,0.0,0.0
20100628,2.2669297153632804,4.901193022916566,-6.362449540261058,13.511604781968403,0.0,9.969745034859042,3.2493205806993153,0.0,0.0,0.0,0.0
20100629,2.36944653044146,5.069578707869255,-6.120026065300324,13.36187732092737,0.0,9.13143305236805,2.5389912824094556,0.0,0.0,0.0,0.0
20100630,2.564977275734212,5.084731644157228,-6.146580018312007,13.170130776153659,0.0,9.06862382955954,2.293487329663554,0.0,0.0,0.0,0.0
20100701,2.892893153493895,6.355870320506745,-5.168912886734467,14.001787980713983,0.0,9.4391056182256,3.6606927038765726,0.0,0.0,0.0,0.0
20100702,3.8822113344720313,7.019007977339521,-4.594556415775508,14.252578461907179,0.0,9.82024617398462,4.269701871481818,0.0,0.0,0.0,0.0
20100705,5.093268736434641,8.314699388416912,-3.6762179958824426,13.942593255328534,0.0,10.284846732043494,4.971252555009503,0.0,0.0,0.0,0.0
20100706,5.632433686257252,9.321465862437261,-2.7870479301448863,13.617004902958717,0.0,10.512193367191195,6.734358431556672,0.0,0.0,0.0,0.0
20100707,6.96054857759668,10.701977685831542,-1.3515851242342702,13.51820872540675,0.0,11.982596083962372,8.107575741903563,0.0,0.0,0.0,0.0
20100708,8.7225304103382,11.68620440591765,-0.19577301124765323,14.181313144239983,0.0,13.332832826579514,8.708507729734782,0.0,0.0,0.0,0.0
20100709,8.962643605150577,11.235051150239125,-0.7553879011677527,14.175904896724177,0.0,14.439125375591491,8.405844155314655,0.0,0.0,0.0,0.0
20100712,9.260232752090852,11.55698133748424,-0.8650193481598305,15.469638032525225,0.0,15.847261794349745,9.01094940297406,0.0,0.0,0.0,0.0
20100713,8.66948833638072,10.495723846334453,-2.8158163319414453,15.756694801086054,0.0,16.15642726041455,9.821020927027744,0.0,0.0,0.0,0.0
20100714,7.404862911734006,8.873271219174855,-5.12480887693701,15.311611554917933,0.0,14.955862220636064,8.49348176971734,0.0,0.0,0.0,0.0
20100715,6.252577271629381,6.840176681798732,-6.858439312553817,14.756388471693018,0.0,13.388233359911618,6.831650293557067,0.0,0.0,0.0,0.0
20100716,4.063837346251505,5.361595857160149,-8.513872552263795,13.923077819187986,0.0,12.191873816747298,6.283377049298617,0.0,0.0,0.0,0.0
20100719,1.679123482678097,3.39475628540742,-9.195302671026472,13.18999316428147,0.0,11.530551768168325,6.266559049876139,0.0,0.0,0.0,0.0
20100720,-0.48356956782849253,0.8496175457372344,-10.498738286711982,12.384568047721023,0.0,10.806962103367589,6.025918248045039,0.0,0.0,0.0,0.0
20100721,-0.9702964004590838,0.7973075848142176,-10.524126649504867,12.760579841639311,0.0,10.989690955297911,6.4020380245007935,0.0,0.0,0.0,0.0
20100722,-2.265429669320869,-0.4462937124699863,-10.340218771216312,12.017181808105086,0.0,10.411637228793209,5.734311144336416,0.0,0.0,0.0,0.0
20100723,-3.8674859143122275,-1.2220659991256384,-8.778774474174018,10.703376538255709,0.0,9.678978966783239,4.894210831830895,0.0,0.0,0.0,0.0
20100726,-4.866053708633408,-1.4027223236944055,-7.667810496467613,10.137165272762426,0.0,8.786734211541592,3.654987888409074,0.0,0.0,0.0,0.0
20100727,-5.472985362891417,-1.5274003406759409,-5.869102262390284,10.583076295535271,0.0,7.5625041600381415,2.044145670361222,0.0,0.0,0.0,0.0
20100728,-6.080085171367859,-1.6105376119982817,-4.456129353895523,11.352151611820648,0.0,4.944756196586571,0.9462250338303854,0.0,0.0,0.0,0.0
20100729,-5.810458996110556,-1.3194467838959687,-2.9788120604271007,12.488258632259729,0.0,2.876246520384626,1.4384658446489833,0.0,0.0,0.0,0.0
20100730,-5.569854222612658,-0.10051232051003331,-1.216734319178132,12.66258237656171,0.0,1.1228166234670243,3.246761780507241,0.0,0.0,0.0,0.0
20100802,-5.273273102127908,0.1483971000818408,-0.48788737010977595,11.760729717334433,0.0,-0.5970129640286449,3.5152394843025814,0.0,0.0,0.0,0.0
20100803,-4.975572547629477,-0.6541066436295092,-0.22799286322616472,10.667132337316218,0.0,-3.2594948392797547,4.335045051595808,0.0,0.0,0.0,0.0
20100804,-4.197428853947348,-1.1222285906063592,-0.23060855306557254,9.130231129565338,0.0,-4.529734917522754,5.553589204396641,0.0,0.0,0.0,0.0
20100805,-3.916919777291263,-3.596538775074362,-1.8617497947627288,8.172703336983888,0.0,-6.33198404853852,6.264293527629597,0.0,0.0,0.0,0.0
20100806,-4.873944466598341,-6.932557474945719,-4.745491812056194,7.185130384729666,0.0,-7.357764423026867,6.548836119021805,0.0,0.0,0.0,0.0
20100809,-5.585549474413971,-6.702027296856262,-5.52850127437634,6.627554809005933,0.0,-8.296862014289868,8.453044901795467,0.0,0.0,0.0,0.0
20100810,-5.445822795131719,-4.962771019835558,-5.3461729403148475,6.37908145374577,0.0,-9.180940980958294,11.363423724223953,0.0,0.0,0.0,0.0
20100811,-5.1115534507063805,-3.2913210821211996,-5.18181135354357,6.0233409814413035,0.0,-9.335176570287713,13.675728809458766,0.0,0.0,0.0,0.0
20100812,-4.096293156712616,-1.7395645458963829,-4.95082286154384,6.266368331262336,0.0,-8.89814486530825,15.291859080192916,0.0,0.0,0.0,0.0
20100813,-3.0940911240392475,-0.48437445890457254,-4.395612632655986,6.593850008391269,0.0,-8.678022521830703,15.670601540493468,0.0,0.0,0.0,0.0
20100816,-2.4562954540339725,1.7113532889051881,-3.229209638743158,7.043369285560389,0.0,-9.48136879582577,15.76670041090651,0.0,0.0,0.0,0.0
20100817,-2.0703856903246387,2.889442584193378,-2.793142984858641,8.261941420818278,0.0,-9.47938343176227,14.583325856406807,0.0,0.0,0.0,0.0
20100818,-1.4493234537687165,4.475559749150144,-1.9684691460349115,9.862609751465687,0.0,-9.257027455559836,14.300429310038226,0.0,0.0,0.0,0.0
20100819,-1.4059929356542125,4.582282535956285,-2.191654743926021,10.027456535332982,0.0,-9.396887507687548,12.319603229342867,0.0,0.0,0.0,0.0
20100820,-2.33653252796032,3.760548799299667,-2.671640775069153,10.335771248105328,0.0,-10.44483479471055,10.620273460319217,0.0,0.0,0.0,0.0
20100823,-3.042379158497213,3.1376476784004597,-2.753072381345046,10.801640601615926,0.0,-11.644205192072626,8.579804836847808,0.0,0.0,0.0,0.0
20100824,-3.8317853060653078,2.4130023749546257,-2.8061585585706825,10.756203763216183,0.0,-13.607344484174524,5.969401591009884,0.0,0.0,0.0,0.0
20100825,-4.275849901846669,2.0469948040623014,-2.600663818542631,10.079498211681488,0.0,-14.167605698912004,3.7019941679623294,0.0,0.0,0.0,0.0
20100826,-4.7629084398322314,1.474288385572846,-2.718253063039016,9.044376053934062,0.0,-15.355281736947655,1.5361933193273025,0.0,0.0,0.0,0.0
20100827,-4.330324746184109,1.7024737948469502,-2.034267436872037,8.600982079043094,0.0,-15.995760400183626,0.8854878915435914,0.0,0.0,0.0,0.0
20100830,-4.196143445788173,2.033783181138631,-1.4836725607486858,9.2675099143266,0.0,-15.14564175751387,1.2435261772258472,0.0,0.0,0.0,0.0
20100831,-4.953599868301426,1.8929354756005854,-1.6476140793264769,7.940326439453007,0.0,-13.79704569228081,1.4417574683720422,0.0,0.0,0.0,0.0
20100901,-5.848916304663931,1.4500719251335639,-2.0704567731490533,5.890678119083257,0.0,-12.021240286757537,1.5195166991865103,0.0,0.0,0.0,0.0
20100902,-7.162415773140965,0.6713379059770486,-2.586842330224281,3.977396565690145,0.0,-11.17241406154287,1.855702329634351,0.0,0.0,0.0,0.0
20100903,-8.51273869587722,-0.025717552220342475,-3.0517799706087474,1.1654520040128546,0.0,-10.1687233844287,0.5684436157612432,0.0,0.0,0.0,0.0
20100906,-9.12791696926789,-0.4684747528890401,-3.22481767684724,-1.7817889309005124,0.0,-9.355943603263022,-0.1663860422154355,0.0,0.0,0.0,0.0
20100907,-10.376209625517069,-1.1743643076465093,-3.6392378517725974,-3.9650966581658245,0.0,-7.552470265364837,-0.3739164592206348,0.0,0.0,0.0,0.0
20100908,-10.975877447194568,-1.1253675812526829,-3.0434053360609297,-5.222846719105778,0.0,-6.023363072556362,-0.09710047497274199,0.0,0.0,0.0,0.0
20100909,-12.299012819689292,-2.59648344425252,-3.8271648974220005,-6.516464045788718,0.0,-5.9390793013454655,-1.382519119781037,0.0,0.0,0.0,0.0
20100910,-14.233719943844925,-4.320783601788299,-5.07705928121405,-7.852553984022489,0.0,-6.048254514956803,-2.6284128379868137,0.0,0.0,0.0,0.0
20100913,-16.547086693027175,-6.41628804663722,-6.5274750481431,-9.097711940843535,0.0,-5.1177747507589935,-3.706293631640202,0.0,0.0,0.0,0.0
20100914,-17.33650359438602,-7.868919468541391,-7.2747477334435064,-10.039385933356767,0.0,-4.395244413489666,-5.709071326027933,0.0,0.0,0.0,0.0
20100915,-18.099180713972018,-9.458995974975682,-8.718039603786018,-10.987381550749697,0.0,-4.030739825630355,-8.347353610912712,0.0,0.0,0.0,0.0
20100916,-18.21574248409678,-11.05484279567189,-10.110909519479907,-12.64027015457866,0.0,-4.463998050695157,-11.519662820360312,0.0,0.0,0.0,0.0
20100917,-17.53061822363295,-12.071191396498667,-10.882094778409773,-13.874764329047588,0.0,-4.193874210128751,-13.182278751869935,0.0,0.0,0.0,0.0
20100920,-17.73405466452562,-13.91960731070121,-12.718548557923786,-15.052046141500494,0.0,-3.848616864623073,-14.718610896376237,0.0,0.0,0.0,0.0
20100921,-17.187911288989095,-13.880524646315047,-12.479954839670167,-15.080333699785914,0.0,-3.453957560938276,-15.963815052379335,0.0,0.0,0.0,0.0
20100927,-16.31942644185229,-13.7864126845231,-12.140519896751002,-14.488771067278943,0.0,-3.166396115264222,-16.350543668027573,0.0,0.0,0.0,0.0
20100928,-17.792601814640044,-15.655800658356126,-13.325991094989396,-15.375276728222799,0.0,-3.847606406611826,-16.911521601400747,0.0,0.0,0.0,0.0
20100929,-18.331740400395915,-16.158752380952514,-13.30033953741758,-15.487847764346084,0.0,-5.048974130409203,-16.584499280233477,0.0,0.0,0.0,0.0
20100930,-17.980602180714364,-16.064034227442125,-13.12813110914651,-15.776465704345117,0.0,-6.63264971791069,-16.547485446997694,0.0,0.0,0.0,0.0
20101008,-17.600999614684767,-15.815606629370109,-12.870907835605475,-16.318380875099223,0.0,-6.910634566328804,-17.42473430144039,0.0,0.0,0.0,0.0
20101011,-16.839568450852077,-15.548436888577106,-12.908738732766384,-17.399838920261658,0.0,-6.80928456324451,-17.28933282013075,0.0,0.0,0.0,0.0
20101012,-17.068897951933344,-15.919123422083034,-13.705340433253793,-18.45835623778193,0.0,-7.571604721278574,-18.255543476734747,0.0,0.0,0.0,0.0
20101013,-17.19090569011839,-16.269472264722847,-14.627637902030186,-19.151727542130054,0.0,-8.254831506289522,-18.686897629112753,0.0,0.0,0.0,0.0
20101014,-17.306723473823638,-16.746874639690386,-15.277259704132167,-19.897348947205955,0.0,-8.674396665872512,-18.872340712060048,0.0,0.0,0.0,0.0
20101015,-17.84710474407818,-17.30493355209304,-16.189137001392314,-20.650835109302513,0.0,-8.534369264924079,-18.345300882392245,0.0,0.0,0.0,0.0
20101018,-18.282708505404646,-17.46235270799896,-16.85265754942468,-21.184730337077507,0.0,-8.58938699689077,-16.765256691320786,0.0,0.0,0.0,0.0
20101019,-18.330949215074575,-17.369669717224863,-17.11528816510536,-21.14745591440154,0.0,-7.637981830386105,-15.084652391685818,0.0,0.0,0.0,0.0
20101020,-18.568781057502843,-17.50497781635405,-17.69512168378418,-21.05480368629938,0.0,-7.235803356797603,-13.171582527093605,0.0,0.0,0.0,0.0
20101021,-18.11605104735569,-16.21264175987348,-17.36186186685943,-19.616543690144784,0.0,-5.869887668976953,-10.78405980267222,0.0,0.0,0.0,0.0
20101022,-18.76145326197402,-15.269889306808253,-18.113788570339544,-18.648375742633103,0.0,-4.783676424989122,-9.803391603569843,0.0,0.0,0.0,0.0
20101025,-19.165383479296587,-14.158654921687528,-18.476428519938004,-17.580637085701994,0.0,-3.6375915258378377,-8.244544998226882,0.0,0.0,0.0,0.0
20101026,-19.176664913187096,-12.395762930265718,-17.787278741216152,-16.797986243569078,0.0,-2.8161426136946313,-6.960081118800027,0.0,0.0,0.0,0.0
20101027,-18.86412302975732,-10.730149628532319,-16.679750728203068,-15.952610137806719,0.0,-3.1666069952356053,-6.285454473074362,0.0,0.0,0.0,0.0
20101028,-19.540840334592094,-11.370191007512435,-17.147172246293536,-16.0202374323793,0.0,-4.571598644422338,-6.9977051607957685,0.0,0.0,0.0,0.0
20101029,-20.767699994840978,-12.842438493406716,-18.245507743946632,-16.487919724596253,0.0,-4.86598305142447,-7.441956184925316,0.0,0.0,0.0,0.0
20101101,-21.9098310040842,-14.238937061771313,-18.981960484139407,-16.832893068957127,0.0,-4.9764391975597855,-8.673888449902643,0.0,0.0,0.0,0.0
20101102,-22.8586673929488,-15.201148702529547,-19.43270084900161,-17.060486065491066,0.0,-5.161547770281303,-9.436514321703271,0.0,0.0,0.0,0.0
