,M.DCE,Y.DCE,P.DCE,C.DCE,CS.DCE,CF.ZCE,SR.ZCE,OI.ZCE,RM.ZCE,AP.ZCE,UR.ZCE
20100305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100308,-17.56652558637091,-22.03753035981133,-16.236711958984138,-45.19250110063606,0.0,-14.353872102449584,-13.185835142783286,0.0,0.0,0.0,0.0
20100309,-32.359917634461674,-40.140504977402806,-29.475431589335805,-82.26817143939363,0.0,-26.499757617930634,-24.02363882631282,0.0,0.0,0.0,0.0
20100310,-45.52176420779979,-58.12318897018203,-41.716816799754426,-118.54817618470801,0.0,-36.519663233977965,-32.95232801572989,0.0,0.0,0.0,0.0
20100311,-56.81497612683209,-72.93586598911315,-51.449684536534605,-156.84403390550546,0.0,-44.433697343081576,-38.7144722294559,0.0,0.0,0.0,0.0
20100312,-65.13227107297985,-84.10331511394824,-59.12063153140542,-187.17926879332344,0.0,-21.706823966997483,-43.61893208417567,0.0,0.0,0.0,0.0
20100315,-72.40759542153974,-94.5127605309641,-65.89600589226379,-206.2873195736356,0.0,-2.2561871317628572,-47.45054200053066,0.0,0.0,0.0,0.0
20100316,-77.17098093819769,-103.05226754307836,-71.43499767185415,-222.1992342688109,0.0,13.734584739459937,-50.48406473768472,0.0,0.0,0.0,0.0
20100317,-81.26752435855127,-58.45939421882642,-41.042572664682446,-126.66481345636367,0.0,27.086702437580524,-55.24053064182123,0.0,0.0,0.0,0.0
20100318,-85.44243408117168,-73.79208361661347,-51.05566188970391,-157.92111400446475,0.0,37.89526578405493,-58.571281890920986,0.0,0.0,0.0,0.0
20100319,-87.79660550133855,-86.38532451596514,-24.202341710061447,-78.60376645980071,0.0,46.30020028793632,-34.28122940211222,0.0,0.0,0.0,0.0
20100322,-90.46751501212205,-41.939575532252725,0.220491518704776,-13.249013917719573,0.0,56.708715355108,-14.105039075351229,0.0,0.0,0.0,0.0
20100323,-95.0553064594543,-3.215206111658272,21.30430910539145,42.74163638871268,0.0,64.7249233890406,-24.393293096284484,0.0,0.0,0.0,0.0
20100324,-98.80451604513199,30.297051253093343,39.038230930426934,87.83324021483807,0.0,72.17642527039223,-32.875571823325075,0.0,0.0,0.0,0.0
20100325,-102.13535909926954,59.151543247218825,54.048979597178004,124.24800847438476,0.0,79.13159708896185,-39.413150304450284,0.0,0.0,0.0,0.0
20100326,-105.07642070556173,82.23804100014183,66.37926460630953,155.62467272623667,0.0,87.59512304411918,-44.495469848425266,0.0,0.0,0.0,0.0
20100329,-108.62827238344252,102.34876224412801,76.98857351543435,173.7826860687559,0.0,94.48753698663688,-48.628599023535564,0.0,0.0,0.0,0.0
20100330,-65.28986389389026,116.12641261517854,85.87430974843274,187.8791942576836,0.0,101.00433625114877,-52.19074147378261,0.0,0.0,0.0,0.0
20100331,-77.09169150186378,129.28636438403936,94.24676615979538,199.0185851284204,0.0,107.55524416774546,-55.13682016888682,0.0,0.0,0.0,0.0
20100401,-37.30358305047009,144.60293599235362,102.70290223967503,210.98268840145658,0.0,113.85862402195306,-57.374564319557734,0.0,0.0,0.0,0.0
20100402,-4.791902456034489,159.74648772078717,116.82596648674456,221.22966788741184,0.0,118.00340512430229,-35.12852526214465,0.0,0.0,0.0,0.0
20100406,22.249071466737064,172.5618379552013,128.58622735791488,229.94175409245872,0.0,121.53256113356157,-40.74370331212447,0.0,0.0,0.0,0.0
20100407,44.01427732063454,175.60377300964967,134.69143849204076,235.1495947819866,0.0,126.79658980807338,-45.30073237928765,0.0,0.0,0.0,0.0
20100408,61.52880060022551,177.67180035785708,140.37484579246097,228.323967674724,0.0,132.49231554851198,-49.97985934786902,0.0,0.0,0.0,0.0
20100409,75.90309326207776,179.50746467710974,148.99133162052132,222.52261634253318,0.0,137.53091911032794,-56.203431671248076,0.0,0.0,0.0,0.0
20100412,90.3734918946644,183.63969919765768,157.78153815327505,217.33633370042617,0.0,141.98972155496324,-61.0419815274364,0.0,0.0,0.0,0.0
20100413,102.16982480151735,186.44527204201404,166.27279823726045,212.3093917686095,0.0,146.37854144373478,-66.04892717443846,0.0,0.0,0.0,0.0
20100414,116.11259233012508,188.31678161420874,173.32719208607318,208.24753938633836,0.0,150.06419797201582,-70.27571875718326,0.0,0.0,0.0,0.0
20100415,127.47340126383814,189.80859563599864,180.36161578820835,204.93252965233378,0.0,154.21730651138753,-73.54528858838651,0.0,0.0,0.0,0.0
20100416,136.433322633975,194.434431408212,188.09887378053907,202.53835853607382,0.0,157.5549038353022,-76.89477029009525,0.0,0.0,0.0,0.0
20100419,146.93551721842488,190.72537364535702,186.57826657969747,201.0245553433966,0.0,165.94662205448606,-78.03239810200137,0.0,0.0,0.0,0.0
20100420,152.22632529979495,187.72084234076186,119.80800260142854,199.92940373964436,0.0,168.9823714851646,-78.70235706972527,0.0,0.0,0.0,0.0
20100421,156.35139187588123,185.22716478597724,65.41397862933886,199.1243895733036,0.0,168.7902732148685,-81.88079324620453,0.0,0.0,0.0,0.0
20100422,160.73525953594324,183.12302166753233,21.072393124518754,198.66462465999655,0.0,168.74933258256823,-84.7647939385013,0.0,0.0,0.0,0.0
20100423,162.4373880018513,180.21307774456065,48.05697917733046,198.79683266780438,0.0,168.79744149072903,-87.45169207478696,0.0,0.0,0.0,0.0
20100426,164.441054882532,178.74060005716495,70.37505715751406,198.06448838414042,0.0,169.4334478120497,-89.2807827384018,0.0,0.0,0.0,0.0
20100427,165.76635626380462,177.55553877039426,88.6451653748569,198.30092048479338,0.0,170.03104039524126,-90.71798008610361,0.0,0.0,0.0,0.0
20100428,165.45825925265956,175.54453947260242,99.65417952056598,197.9410239568818,0.0,170.3387327777447,-92.03724413727991,0.0,0.0,0.0,0.0
20100429,165.2166197297639,173.4107427325647,54.58526823988454,197.29008573719136,0.0,171.2410575660277,-92.76156690428286,0.0,0.0,0.0,0.0
20100430,167.69547177610917,171.23358972357366,71.30177026828527,196.83233544631707,0.0,172.1149391386693,-94.18310788488154,0.0,0.0,0.0,0.0
20100504,167.59757952877462,169.1150188931155,31.940257693880284,196.49658149457719,0.0,174.64816667030698,-95.1496527687055,0.0,0.0,0.0,0.0
20100505,167.42197400420474,166.99385620600634,-0.2577626920637641,195.87919452967645,0.0,175.5938594661552,-95.94124664277332,0.0,0.0,0.0,0.0
20100506,162.9797664935213,106.10248582270452,-29.140138832401313,195.4659741451946,0.0,110.73031332991928,-96.73880020671785,0.0,0.0,0.0,0.0
20100507,157.42530585948603,61.583775030803594,-46.656904788935286,203.09741595669777,0.0,58.63037152297052,-96.16191061389141,0.0,0.0,0.0,0.0
20100510,150.7372305016511,27.235343782285756,-59.09540929404015,204.72992299036417,0.0,79.57528406394077,-94.23313435384304,0.0,0.0,0.0,0.0
20100511,145.1045223157356,-0.5392552247716615,-69.21889377711,205.07131655213283,0.0,96.55130670979929,-93.37454562723403,0.0,0.0,0.0,0.0
20100512,139.829789667808,21.806910536195723,-77.20725891223057,208.30516427012435,0.0,110.46187097092526,-91.99903690522552,0.0,0.0,0.0,0.0
20100513,135.56284409107965,-4.404124785230611,-83.60575069795101,210.8719771918891,0.0,120.53090455046532,-90.77438250752428,0.0,0.0,0.0,0.0
20100514,131.28132928495063,-25.530856422731677,-88.29993978148974,212.84510904688608,0.0,68.33061457662643,-89.41335268741507,0.0,0.0,0.0,0.0
20100517,126.66697495619121,-40.21569712926605,-90.17379511371172,214.45941293971117,0.0,25.599402808749517,-86.64169086166515,0.0,0.0,0.0,0.0
20100518,123.02110785351441,-52.14315160722613,-91.09425265625471,216.0796588735929,0.0,48.219896443320835,-84.14637456945216,0.0,0.0,0.0,0.0
20100519,80.56088364873008,-62.00989405755409,-91.93330178051136,215.75243970356672,0.0,67.34576441148732,-82.52581327483767,0.0,0.0,0.0,0.0
20100520,45.86082453729386,-69.74823597063093,-92.20257746254858,214.12521600043348,0.0,84.16700477676514,-80.99302230228933,0.0,0.0,0.0,0.0
20100521,57.523046001312,-75.76994488857808,-92.00662801109901,213.14024279983127,0.0,96.72976736700696,-79.84905986121004,0.0,0.0,0.0,0.0
20100524,67.90879350723405,-81.24221988350162,-92.23830615893635,211.174396256742,0.0,106.65491557269549,-78.07614542790046,0.0,0.0,0.0,0.0
20100525,34.987114265716315,-85.41151405410545,-92.31038015482139,208.8099572881136,0.0,113.80311882591673,-76.51145541145735,0.0,0.0,0.0,0.0
20100526,8.25629872310969,-88.39540547130149,-92.20911387993684,210.330798526288,0.0,118.52280798431073,-74.8314338260188,0.0,0.0,0.0,0.0
20100527,-13.770277186402659,-91.09827628147326,-92.47213794446415,212.97543970444082,0.0,122.54842294010939,-73.45120999857184,0.0,0.0,0.0,0.0
20100528,-31.819065046975602,-93.35495182378581,-92.77972499813667,211.81006209523704,0.0,124.53788578017785,-72.1025899552395,0.0,0.0,0.0,0.0
20100531,-46.639089883672774,-95.16226498891481,-92.83178250350346,210.88827170086594,0.0,77.69284736298839,-70.96731784416625,0.0,0.0,0.0,0.0
20100601,-58.99501761751297,-96.67575914775851,-92.90783390901498,210.12626951177467,0.0,39.72120838719934,-70.75936393274432,0.0,0.0,0.0,0.0
20100602,-69.44474135746924,-97.67494281222884,-92.62641281930968,136.41628261593712,0.0,11.068640090594304,-70.17522545044119,0.0,0.0,0.0,0.0
20100603,-79.31242649240869,-99.05082123018045,-92.57330851518037,75.86243487321573,0.0,-12.34040757507341,-69.66548991145376,0.0,0.0,0.0,0.0
20100604,-88.49407545660176,-102.19564754322397,-94.58964490027591,97.18383111828217,0.0,-31.94219653051077,-69.87818671555078,0.0,0.0,0.0,0.0
20100607,-96.54698352945377,-103.62461201305469,-94.16495463862225,118.14445987832275,0.0,-46.31352474795122,-70.75426120085577,0.0,0.0,0.0,0.0
20100608,-103.16574914467549,-104.97187065287501,-93.9033220372066,134.13704557760644,0.0,-56.89770220864105,-71.32696622609558,0.0,0.0,0.0,0.0
20100609,-110.56688130013167,-106.49458781738001,-93.85343596275547,71.83354104183516,0.0,-29.569234840028003,-71.71757069011238,0.0,0.0,0.0,0.0
20100610,-116.7135032296409,-107.73514387941461,-93.79070437774433,20.933081049973985,0.0,-6.9167408581941885,-71.99531772567467,0.0,0.0,0.0,0.0
20100611,-122.59413793821838,-109.03423460266121,-94.04644009381542,52.54385288125191,0.0,11.443366464279556,-72.44059488026507,0.0,0.0,0.0,0.0
20100617,-128.90179716418874,-112.37393132132624,-96.05830399892358,8.463479840547642,0.0,26.416604619815114,-75.91453281132233,0.0,0.0,0.0,0.0
20100618,-134.02779296567144,-115.8102754036781,-98.79882098452715,-28.821756497916606,0.0,39.21519422113053,-79.36503506281022,0.0,0.0,0.0,0.0
20100621,-132.52027981281495,-117.19939517212552,-99.87275176502135,7.290698092997861,0.0,14.290860344978597,-81.02452299968976,0.0,0.0,0.0,0.0
20100622,-131.24541163430922,-118.53488664725103,-101.23840873170676,38.217164928874,0.0,-6.191562299433977,-82.4067732733352,0.0,0.0,0.0,0.0
20100623,-130.24878027826497,-119.85060164355734,-102.91084961755402,63.670871551411835,0.0,11.71365272008383,-83.53774435470244,0.0,0.0,0.0,0.0
20100624,-129.4394115968746,-120.88570403806783,-104.25734248853486,83.87009523393685,0.0,26.43221333424282,-85.57585315078262,0.0,0.0,0.0,0.0
20100625,-129.72095455899662,-122.74251739976845,-106.2142855799346,99.62727865715345,0.0,4.531689723229103,-88.86142702954669,0.0,0.0,0.0,0.0
20100628,-130.10534440212206,-124.76062216773602,-108.19371919305551,52.564693262640404,0.0,21.071077046733027,-92.50994921003965,0.0,0.0,0.0,0.0
20100629,-130.4374406103994,-125.3689123134961,-108.99768436608736,14.358004192620964,0.0,-0.10123389713377406,-94.13683228192572,0.0,0.0,0.0,0.0
20100630,-130.37030462246418,-125.68098172040249,-109.46062121321481,41.48155842676909,0.0,-17.93944603211438,-97.10581841635246,0.0,0.0,0.0,0.0
20100701,-131.79815304958322,-126.11090933213752,-110.28074018335582,63.285704421313596,0.0,-31.791359367312815,-100.29235228822259,0.0,0.0,0.0,0.0
20100702,-132.59091686541444,-126.31346293810796,-110.8725758233242,80.34673350966521,0.0,-43.12603099026548,-61.6546434411879,0.0,0.0,0.0,0.0
20100705,-133.12611182345074,-126.99212959815765,-112.13235625860533,95.56681326734785,0.0,-53.1029274753669,-30.907396622609923,0.0,0.0,0.0,0.0
20100706,-133.5804970074819,-127.52050743088688,-113.10113861156233,107.9526145849114,0.0,-61.23868031065615,-5.507319663925735,0.0,0.0,0.0,0.0
20100707,-134.16553730045737,-128.42398768020982,-114.11246335043428,118.293945867929,0.0,-67.60460370539053,15.117938293737247,0.0,0.0,0.0,0.0
20100708,-137.51213118024972,-133.8532040809859,-121.03859604345547,127.35518902229725,0.0,-74.62839168037326,33.271483703030675,0.0,0.0,0.0,0.0
20100709,-86.19821377422214,-137.68745965843434,-125.05094399316907,134.7505855239799,0.0,-80.75901670253579,48.31877175318367,0.0,0.0,0.0,0.0
20100712,-96.74373294197493,-140.78594612781632,-128.67979620001788,140.43535145598068,0.0,-88.20602898055013,61.18923552782127,0.0,0.0,0.0,0.0
20100713,-105.2924181809954,-143.38158554955362,-132.08502296574795,143.09189647517815,0.0,-94.09847638932158,72.5634253078125,0.0,0.0,0.0,0.0
20100714,-59.281821678416584,-145.25111637395517,-133.71089970026742,144.9208002278678,0.0,-99.01185918618856,82.15058621449865,0.0,0.0,0.0,0.0
20100715,-20.901866626536812,-87.175125321224,-135.77980940225547,147.28412418216683,0.0,-103.27310124029,90.00003887525824,0.0,0.0,0.0,0.0
20100716,7.825451179967519,-43.20401118846651,-132.6209451781151,146.70323473564514,0.0,-107.61620197701818,96.71330129311026,0.0,0.0,0.0,0.0
20100719,37.54248974830477,-3.464928799569144,-131.47780774440662,148.4990675384676,0.0,-110.63916302870598,105.65971754807833,0.0,0.0,0.0,0.0
20100720,60.9377373986975,-34.89655040398347,-130.68562844297804,149.89398172639824,0.0,-113.19706797057385,112.0282134464513,0.0,0.0,0.0,0.0
20100721,80.00951930494104,-60.73324132072902,-130.0081913490327,150.78762334314055,0.0,-118.52586127065808,116.77364864061663,0.0,0.0,0.0,0.0
20100722,95.75150173406087,-81.62868403968628,-128.258301630771,151.65750695982325,0.0,-122.41192915324879,120.6910350873699,0.0,0.0,0.0,0.0
20100723,109.12262484198094,-35.21541584836568,-83.163626352421,153.1750562353706,0.0,-125.02558626682399,123.81509032337038,0.0,0.0,0.0,0.0
20100726,119.82522045877326,2.8124108097554803,-46.37020612137536,158.1217075434413,0.0,-126.68645562255716,125.83222532945037,0.0,0.0,0.0,0.0
20100727,122.4236306021676,-29.105692550994316,-58.88822018001294,162.64802070062055,0.0,-127.33013338080887,131.29505934220563,0.0,0.0,0.0,0.0
20100728,124.74573804569465,8.184765270312802,-69.51015596503237,166.29070738988523,0.0,-127.71392472939681,134.8316921659796,0.0,0.0,0.0,0.0
20100729,126.20073600177852,39.50067365362106,-35.65297013276006,169.08544344783078,0.0,-129.74665078942996,137.5889607009161,0.0,0.0,0.0,0.0
20100730,126.82070229626336,65.14369832581157,-7.917555741059296,171.77274997188982,0.0,-131.2731394381156,140.2365590824453,0.0,0.0,0.0,0.0
20100802,123.68951978057754,81.50181849233837,12.572017158572674,169.2866413629506,0.0,-81.7107514179634,144.16060887654191,0.0,0.0,0.0,0.0
20100803,120.44511007681513,94.88220975118915,29.764362139123193,166.6791396478016,0.0,-41.0976445286295,147.3203939288782,0.0,0.0,0.0,0.0
20100804,117.81898756764923,106.25457046523073,44.00281499099357,164.01446516155013,0.0,-6.8486747618567705,148.0850909921746,0.0,0.0,0.0,0.0
20100805,114.57991666403254,114.79407867363483,54.277981761721705,161.14527802029195,0.0,20.858002838588362,148.71232952283884,0.0,0.0,0.0,0.0
20100806,111.84108422852309,117.30064785120013,60.43069879888451,159.8495956536522,0.0,44.1789830902314,149.16390331727106,0.0,0.0,0.0,0.0
20100809,109.49459315858711,117.09273490390791,65.27333680505917,159.25771386745637,0.0,65.80738947254473,149.260160797618,0.0,0.0,0.0,0.0
20100810,106.80708796103482,115.8340936252144,68.12498992745299,160.34978288340517,0.0,84.85753416360626,147.14362882282396,0.0,0.0,0.0,0.0
20100811,104.5122329843885,114.15007820734134,70.28496202666851,162.06473292247873,0.0,100.69842161399006,146.19645216256558,0.0,0.0,0.0,0.0
20100812,102.63443884390175,112.65691691414601,72.12613577247313,163.51427968758745,0.0,114.43269954336243,144.36088580056295,0.0,0.0,0.0,0.0
20100813,101.12582467593003,109.88199569204656,73.51986518880065,169.5763561255489,0.0,122.51648321644427,143.10014456174548,0.0,0.0,0.0,0.0
20100816,99.93120877797051,107.55217187692463,74.72431788019625,171.47737359851027,0.0,129.56949584352563,142.16028702332162,0.0,0.0,0.0,0.0
20100817,99.07819476197984,105.40198514808765,75.6415589651889,173.2675858117339,0.0,135.58774939428392,141.9820336467445,0.0,0.0,0.0,0.0
20100818,98.24411413413966,102.6682366267301,75.79113320915683,174.27017620507695,0.0,143.40072903839163,141.17384731786564,0.0,0.0,0.0,0.0
20100819,97.52323383745889,100.41758725221572,76.00977091789251,175.15353053448118,0.0,149.6904084569321,140.52757496562,0.0,0.0,0.0,0.0
20100820,95.67456106899516,96.14837165768367,74.05638371369719,173.23137267685513,0.0,150.08057591481062,137.42884466765767,0.0,0.0,0.0,0.0
20100823,94.1752144261567,92.65453317525117,72.48491238800781,171.5456879413685,0.0,150.73626148436165,135.26202467396408,0.0,0.0,0.0,0.0
20100824,94.10079777924012,90.02878670578363,71.63760851277895,168.67836892011627,0.0,153.14923210439292,133.74636113469958,0.0,0.0,0.0,0.0
20100825,94.05720857409872,87.8518994125327,70.854477618763,166.3208792102465,0.0,155.32118674501487,133.34516745540745,0.0,0.0,0.0,0.0
20100826,94.04906508828921,86.05615722460942,70.3796499739149,164.43889789553876,0.0,157.3719775368106,132.50519916013778,0.0,0.0,0.0,0.0
20100827,94.17436114149804,84.43120735900023,69.92044678317801,161.98225800420528,0.0,157.4431365095241,132.20439651417954,0.0,0.0,0.0,0.0
20100830,97.03594440514229,83.70936102862463,70.2362100782059,164.0912894838312,0.0,158.64727132940487,127.18322352714888,0.0,0.0,0.0,0.0
20100831,98.07330634406273,82.21508149002057,69.754093609779,163.29387804143641,0.0,158.8781789767856,123.02156484464618,0.0,0.0,0.0,0.0
20100901,98.89450390205428,81.01655462588224,69.40193255852337,163.18168505946198,0.0,158.9842627862815,119.91582649693805,0.0,0.0,0.0,0.0
20100902,100.70366082431002,80.01960167522934,69.26100901691339,162.7807382916457,0.0,157.28000260549328,117.37081439490868,0.0,0.0,0.0,0.0
20100903,101.8754180610336,79.97695541276107,70.32079566573171,162.9334387974485,0.0,152.8999230558135,115.2571956019975,0.0,0.0,0.0,0.0
20100906,102.92007501598172,81.14095398439359,71.85506554915315,161.6794120519127,0.0,148.1233764743301,113.77286397029461,0.0,0.0,0.0,0.0
20100907,104.10259735855703,82.0614099512962,73.29948571553926,160.8418893092415,0.0,144.03693802295686,113.36265382152915,0.0,0.0,0.0,0.0
20100908,104.79431718433986,82.92958924842415,74.44248622719083,160.3628273200809,0.0,139.7150254373446,113.00162250406007,0.0,0.0,0.0,0.0
20100909,104.8137415652665,82.89760525315933,74.91236967939092,158.1863098302028,0.0,136.30061236489362,112.22341855543264,0.0,0.0,0.0,0.0
20100910,106.42431150266474,84.69563877466966,76.38795572136078,156.3638347283866,0.0,131.96184089007076,110.49857239357895,0.0,0.0,0.0,0.0
20100913,107.7253895804734,86.12937919732869,77.60150068823629,156.97519841295858,0.0,127.99566796262148,109.08369675422409,0.0,0.0,0.0,0.0
20100914,108.88035354349591,87.30730757771605,78.29924399096294,157.54780326357263,0.0,124.6126339526216,107.78454311103548,0.0,0.0,0.0,0.0
20100915,108.63818379361447,88.8403113858185,79.23282414666309,157.92395203276354,0.0,121.9894167874568,107.02311825242037,0.0,0.0,0.0,0.0
20100916,108.46497748048117,90.10255223782917,79.97708086444936,158.21343265037086,0.0,119.41883566782911,106.39534685017749,0.0,0.0,0.0,0.0
20100917,110.94933536495785,95.72856609482538,84.67759015196539,157.81967305137553,0.0,118.59560042004102,107.49417947185576,0.0,0.0,0.0,0.0
20100920,106.55734023375383,94.95873619256274,83.82385841121561,151.7268819191112,0.0,114.25096873639066,108.54301802981912,0.0,0.0,0.0,0.0
20100921,103.30534709542229,94.4094851390194,83.21014280517771,145.79138132784283,0.0,106.10314886841843,106.2336066509025,0.0,0.0,0.0,0.0
20100927,100.88561140468813,92.38306318958756,81.87448453227876,140.74771270868914,0.0,99.25568591804793,104.32327310028376,0.0,0.0,0.0,0.0
20100928,98.92599127881762,90.65443651557871,80.81721832335589,136.58122248666737,0.0,93.49511305782765,101.5349314323831,0.0,0.0,0.0,0.0
20100929,95.2578057534366,88.18614301909585,79.04528996972246,132.3084977659807,0.0,86.10576054675374,98.11015021071593,0.0,0.0,0.0,0.0
20100930,92.22567382967488,86.25912437010979,77.71909336005338,128.95994734492686,0.0,80.112522784401,98.12626008667596,0.0,0.0,0.0,0.0
20101008,89.1475354376376,85.64089533310002,77.76602126151903,127.23095165745426,0.0,74.5054923057943,97.32088265724013,0.0,0.0,0.0,0.0
20101011,83.91738259810737,82.04640288715186,74.18608909076305,118.77532846075012,0.0,68.94836884258804,93.8485196628123,0.0,0.0,0.0,0.0
20101012,79.5696162440802,79.08740542194758,71.18401807475496,111.46798695572787,0.0,63.9905371810467,90.49481890012657,0.0,0.0,0.0,0.0
20101013,76.08018844521463,76.7044492670487,68.76691668369418,105.48475578451597,0.0,59.91763088797351,87.68055230588044,0.0,0.0,0.0,0.0
20101014,73.19032543450149,74.73050369850309,66.77718907612208,100.65986142597527,0.0,56.394331311136334,84.6894440868696,0.0,0.0,0.0,0.0
20101015,70.8431588402217,73.11676070297635,65.1582670298436,96.71598857939532,0.0,53.348397621135355,81.76983010180784,0.0,0.0,0.0,0.0
20101018,68.5975959545269,70.94031350279562,63.224247490894285,93.48950474682535,0.0,50.65552946217267,79.14188318218373,0.0,0.0,0.0,0.0
20101019,66.92074143620341,69.59517894299661,61.92866342459673,91.18570941050731,0.0,48.48120801248147,76.52819953664202,0.0,0.0,0.0,0.0
20101020,65.4892245300279,68.41559112895176,60.741905621737686,89.24832342677394,0.0,46.72133791762304,74.50474843830443,0.0,0.0,0.0,0.0
20101021,64.32870379604383,67.09320682111368,59.6019329587938,87.44296384276404,0.0,45.31908119988797,72.7968386313144,0.0,0.0,0.0,0.0
20101022,63.27033881028848,66.15013936610202,58.91756466046141,85.97539425066265,0.0,44.15718850502979,71.51281226501979,0.0,0.0,0.0,0.0
20101025,62.39392123342846,64.90094125304971,58.082829203519665,84.50334356840507,0.0,42.97671270830075,69.8063414444379,0.0,0.0,0.0,0.0
20101026,61.233379821980165,63.758767368438455,57.275079304087235,82.84530691083685,0.0,42.043618933364456,68.43823662124129,0.0,0.0,0.0,0.0
20101027,59.908496399233705,61.9504483930871,56.219656430977956,81.20284824939603,0.0,41.06596457976904,66.38492027818553,0.0,0.0,0.0,0.0
20101028,59.705292772151125,60.912633407793145,55.94544214950663,80.54980947548839,0.0,40.21355648149749,64.18236054085575,0.0,0.0,0.0,0.0
20101029,59.35301872032145,59.41002026493138,55.31346370914747,80.38014340993078,0.0,39.59366000014749,60.65895870179725,0.0,0.0,0.0,0.0
20101101,58.87023552967142,58.37946299990781,55.085595799991786,80.08246967458473,0.0,38.886151162945424,57.74430241086806,0.0,0.0,0.0,0.0
20101102,58.37983612275211,57.56771216930728,54.894559778341595,79.70037337349376,0.0,38.3316703823631,55.4463095880553,0.0,0.0,0.0,0.0
20101103,58.40535846542373,57.277987402627225,55.090919970676595,79.85914797071763,0.0,38.609786286739606,53.526303174149284,0.0,0.0,0.0,0.0
20101104,58.35718043655041,56.490578252403,54.57717427031656,79.98276842072549,0.0,38.79328401483436,51.95661798071551,0.0,0.0,0.0,0.0
