,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SN.SHF,SP.SHF,SR.ZCE,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20100118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5778541135712565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6412957162757236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5232528042442572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.381226437344279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.081864010730325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.721606687194083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.20334077216726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6427267022214735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.978636817248424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.21534236357575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.391209830985565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.498439335489953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.578378562179555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.620715610602918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.709235209342995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.78238285204918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.800170664569433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.872177650371749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.93446824371588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.967053683811304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100310,0.0,0.0,-1.6091011561712125,0.0,0.0,2.4495766637190575,0.0,0.0,-3.5240144921790977,-1.1192842191955084,0.0,0.7271030788524534,0.0,0.0,0.0,1.0364922578917177,0.0,0.0,0.0,0.0,-0.8581849651209733,0.0,-1.369800060540016,0.0,0.0,0.0,-1.2661040406102342,0.0,0.0,0.0,0.0,0.0,0.0,-7.980704791725314,0.0,0.4597486954106939,0.0,0.0,0.0,0.0,0.0,-1.0282031974990369,-0.984168227673655,0.0,-1.2362450295305232,-1.7184394416869073,-0.7365423251026193
20100311,0.0,0.0,-2.8880181075754527,0.0,0.0,-0.49104220425382367,0.0,0.0,-6.415095897257549,-2.066394370979097,0.0,-0.12923550069761863,0.0,0.0,0.0,-0.19541801382937163,0.0,0.0,0.0,0.0,-1.5630548579601076,0.0,-2.523357104215679,0.0,0.0,0.0,-2.298431057239959,0.0,0.0,0.0,0.0,0.0,0.0,-4.609134302016384,0.0,-0.07960023495573737,0.0,0.0,0.0,0.0,0.0,-1.8733119282396007,-1.7893500895919368,0.0,-2.2446882835929305,-3.130070649304333,-1.3393094218559611
20100312,0.0,0.0,-4.13174495842347,0.0,0.0,-2.924789531278695,0.0,0.0,-9.244133002641718,-2.8477251612929035,0.0,-0.8532517737935955,0.0,0.0,0.0,-1.246276003422235,0.0,0.0,0.0,0.0,-2.182720357018074,0.0,-3.5496897244217456,0.0,0.0,0.0,-3.2529880707984526,0.0,0.0,0.0,0.0,0.0,0.0,-1.8393087946645401,0.0,-0.5329763423693982,0.0,0.0,0.0,0.0,0.0,-2.569551997573266,-2.6034584203067106,0.0,-3.3350326859754382,-4.532321851505203,-1.9249470721391815
20100315,0.0,0.0,-5.2049559153713325,0.0,0.0,-4.870598606440396,0.0,0.0,-12.230362007714858,-3.464844599537234,0.0,-1.479917522596063,0.0,0.0,0.0,-2.133960058786768,0.0,0.0,0.0,0.0,-2.61538402087322,0.0,-4.430310214473786,0.0,0.0,0.0,-4.011936261749384,0.0,0.0,0.0,0.0,0.0,0.0,0.6563646209866589,0.0,-0.9088231754631624,0.0,0.0,0.0,0.0,0.0,-3.018871668329674,-3.2393543640498157,0.0,-4.206572931305578,-5.687382695923634,-2.4085357388218496
20100316,0.0,0.0,-6.249151425152247,0.0,0.0,-7.270269279900302,0.0,0.0,-14.595838685588364,-1.6926516651189079,0.0,-2.0978376232499834,0.0,0.0,0.0,-3.3998984576355733,0.0,0.0,0.0,0.0,-2.9748336290223634,0.0,-5.078875069529798,0.0,0.0,0.0,-4.610100287202758,0.0,0.0,0.0,0.0,0.0,0.0,2.7058812722950067,0.0,-1.26457020228199,0.0,0.0,0.0,0.0,0.0,-3.4013109488168474,-3.8020795523752344,0.0,-4.981881411935598,-6.558196472504761,-2.8774211977217106
20100317,0.0,0.0,-6.938509504007538,0.0,0.0,-9.168974830985372,0.0,0.0,-16.085843580806845,-0.17593264271200945,0.0,-2.560901844327856,0.0,0.0,0.0,-4.393869914158363,0.0,0.0,0.0,0.0,-3.1562722216217165,0.0,-5.646189287933781,0.0,0.0,0.0,-5.138429475809394,0.0,0.0,0.0,0.0,0.0,0.0,4.395875254345063,0.0,-1.5129977464094182,0.0,0.0,0.0,0.0,0.0,-3.7000916877616565,-4.077190085533481,0.0,-5.519913589283463,-7.369902742609712,-3.188727657680126
20100318,0.0,0.0,-7.5553972473791395,0.0,0.0,-10.731169573433096,0.0,0.0,-17.326620626079205,1.070993516338875,0.0,-2.9424264347800957,0.0,0.0,0.0,-5.1887216075453635,0.0,0.0,0.0,0.0,-3.3210005652014454,0.0,-6.017627893536921,0.0,0.0,0.0,-5.5703481974546225,0.0,0.0,0.0,0.0,0.0,0.0,5.357895041175991,0.0,-1.7161233232455904,0.0,0.0,0.0,0.0,0.0,-3.936639296938685,-4.351251226605697,0.0,-5.966209121069532,-8.03579521888012,-3.442862583361213
20100319,0.0,0.0,-8.080864371473885,0.0,0.0,-11.889173842364299,0.0,0.0,-9.87705100178899,2.1121630715418225,0.0,-1.5489133421876176,0.0,0.0,0.0,-2.758357940692239,0.0,0.0,0.0,0.0,-3.3947572363972234,0.0,-6.33706757998003,0.0,0.0,0.0,-3.2004119565008753,0.0,0.0,0.0,0.0,0.0,0.0,6.166478685120449,0.0,-1.9107731518841764,0.0,0.0,0.0,0.0,0.0,-4.307538325970228,-4.5204231756661475,0.0,-6.219228145919372,-4.55853841707946,-3.6573085459847614
20100322,0.0,0.0,-8.464038833161736,0.0,0.0,-12.790164082937144,0.0,0.0,-12.314350408124866,2.954991703393656,0.0,-2.1185506700933687,0.0,0.0,0.0,-3.7398394094207976,0.0,0.0,0.0,0.0,-3.452241527234435,0.0,-6.662618102915053,0.0,0.0,0.0,-3.981211219234343,0.0,0.0,0.0,0.0,0.0,0.0,6.820177377333342,0.0,-2.0871853582117286,0.0,0.0,0.0,0.0,0.0,-4.567263178231302,-4.672465586332373,0.0,-6.443769644333736,-5.75414871360987,-3.8381481239128985
20100323,0.0,0.0,-8.786185471132368,0.0,0.0,-13.553442188599155,0.0,0.0,-6.1293534413456126,3.610390503551616,0.0,-2.594254858027697,0.0,0.0,0.0,-1.5215898952761393,0.0,0.0,0.0,0.0,-3.490568088525303,0.0,-6.846191350681708,0.0,0.0,0.0,-1.887246796564813,0.0,0.0,0.0,0.0,0.0,0.0,7.475791133864188,0.0,-2.227370704864967,0.0,0.0,0.0,0.0,0.0,-2.6731768829023568,-4.9111440747213635,0.0,-6.581222244956918,-6.736142680573409,-3.988490056516693
20100324,0.0,0.0,-9.061361542928553,0.0,0.0,-14.47419202703225,0.0,0.0,-1.033129743121679,4.42202422696732,0.0,-3.121203360119069,0.0,0.0,0.0,-3.4465075359010915,0.0,0.0,0.0,0.0,-3.57892252705307,0.0,-7.054463156712986,0.0,0.0,0.0,0.01719345662210477,0.0,0.0,0.0,0.0,0.0,0.0,8.121038895858867,0.0,-2.361846202699284,0.0,0.0,0.0,0.0,0.0,-1.0998807524195777,-5.116500824279214,0.0,-6.807812254443518,-3.270358319898749,-4.126982434398221
20100325,0.0,0.0,-9.288124271502953,0.0,0.0,-15.239195347791512,0.0,0.0,3.3329013085127306,5.047110969145955,0.0,-3.5529652372044827,0.0,0.0,0.0,-5.053704612526613,0.0,0.0,0.0,0.0,-3.6519090912933256,0.0,-7.412209312684569,0.0,0.0,0.0,1.6612644178749805,0.0,0.0,0.0,0.0,0.0,0.0,8.685142145312911,0.0,-2.4679402757611477,0.0,0.0,0.0,0.0,0.0,-1.9021367768925932,-5.286760598217916,0.0,-6.992413413173963,-0.25071488979102086,-4.240546785263914
20100326,0.0,0.0,-9.524263716970491,0.0,0.0,-15.925329617018425,0.0,0.0,6.849048047216419,5.628163134413554,0.0,-3.9207595722425594,0.0,0.0,0.0,-6.387130183959031,0.0,0.0,0.0,0.0,-3.7106996120094715,0.0,-7.704564650237665,0.0,0.0,0.0,3.044117678760704,0.0,0.0,0.0,0.0,0.0,0.0,9.152448636498562,0.0,-2.550773649550139,0.0,0.0,0.0,0.0,0.0,-2.5635667140016243,-5.414057072403111,0.0,-7.141374470670798,2.3624991997774414,-4.3576765663544235
20100329,0.0,0.0,-9.684750137040012,0.0,0.0,-16.538377270418025,0.0,0.0,9.688593722951985,6.170512543879854,0.0,-4.225837182976053,0.0,0.0,0.0,-7.471947554010864,0.0,0.0,0.0,0.0,-3.77694138584093,0.0,-7.964296661259061,0.0,0.0,0.0,4.214623726263889,0.0,0.0,0.0,0.0,0.0,0.0,9.655152308890669,0.0,-2.574022739299692,0.0,0.0,0.0,0.0,0.0,-3.0733530889566323,-5.5600137838359815,0.0,-7.30420799507995,4.612510716629134,-4.455481384619654
20100330,0.0,0.0,-9.738840824618979,0.0,0.0,-9.785422718934358,0.0,0.0,12.135278833243607,6.83048017998151,0.0,-2.455402201788047,0.0,0.0,0.0,-3.9271443700986026,0.0,0.0,0.0,0.0,-3.830479057258932,0.0,-8.193634349383148,0.0,0.0,0.0,5.176112955818095,0.0,0.0,0.0,0.0,0.0,0.0,10.061755177868514,0.0,-1.6194026813989382,0.0,0.0,0.0,0.0,0.0,-3.469661487267449,-5.650880674952629,0.0,-7.42166608119929,6.412746390104967,-4.52722764088242
20100331,0.0,0.0,-9.805381670677768,0.0,0.0,-4.315031120580695,0.0,0.0,13.551201842809425,7.3679358646191515,0.0,-0.8791174048618478,0.0,0.0,0.0,-0.971707038523916,0.0,0.0,0.0,0.0,-3.870704125162234,0.0,-8.47060013977058,0.0,0.0,0.0,6.003404153189654,0.0,0.0,0.0,0.0,0.0,0.0,10.39870077931899,0.0,-0.83778549640515,0.0,0.0,0.0,0.0,0.0,-3.79195405254731,-3.5322141620054883,0.0,-7.515154056355942,7.980937381662719,-4.589494006040128
20100401,0.0,0.0,-10.058391040545228,0.0,0.0,0.15819938154442148,0.0,0.0,14.650417374967777,7.876101920744748,0.0,0.5409925885243255,0.0,0.0,0.0,1.632698509195223,0.0,0.0,0.0,0.0,-3.940685929200337,0.0,-5.091163820345225,0.0,0.0,0.0,6.696294842931242,0.0,0.0,0.0,0.0,0.0,0.0,10.750352963633786,0.0,-0.154211279289637,0.0,0.0,0.0,0.0,0.0,-4.069722295334391,-1.7622083323073716,0.0,-7.545221382510104,9.055289063762373,-4.770037417346571
20100402,0.0,0.0,-10.312024963602394,0.0,0.0,4.286480546293311,0.0,0.0,15.519043228958662,8.386927696543482,0.0,1.696026342352673,0.0,0.0,0.0,3.7545841748185094,0.0,0.0,0.0,0.0,-3.995072356533852,0.0,-6.011445073026606,0.0,0.0,0.0,7.349161070960488,0.0,0.0,0.0,0.0,0.0,0.0,11.052974497523113,0.0,0.39587935885705744,0.0,0.0,0.0,0.0,0.0,-4.299451205303953,-0.3223502005729848,0.0,-7.526929875620989,10.08147393117151,-4.91906394123045
