,FU.SHF,SC.INE,LU.INE,BU.SHF,RU.SHF,SP.SHF,L.DCE,V.DCE,PP.DCE,EG.DCE,EB.DCE,PG.DCE,BZ.DCE,TA.ZCE,MA.ZCE,FG.ZCE,SA.ZCE,PF.ZCE,PX.ZCE,SH.ZCE,PL.ZCE
20100324,-15.636163867751007,0.0,0.0,0.0,-7.635808090558578,0.0,-11.299008026716443,-21.634529586165538,0.0,0.0,0.0,0.0,0.0,-16.357239170331383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100325,-19.761783059796144,0.0,0.0,0.0,-7.89209457850901,0.0,-11.48090591871225,-22.095415151016446,0.0,0.0,0.0,0.0,0.0,-16.751094506714313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100326,-23.118208388389455,0.0,0.0,0.0,-7.9640272704591855,0.0,-11.685857990495757,-22.599222133425734,0.0,0.0,0.0,0.0,0.0,-17.202684623775273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100329,-12.150586077186203,0.0,0.0,0.0,-5.010432471946506,0.0,-11.851503564895712,-22.962637493635356,0.0,0.0,0.0,0.0,0.0,-17.48382681719339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100330,-3.006461922635171,0.0,0.0,0.0,-2.592108623710556,0.0,-11.975959939288554,-23.251889322005052,0.0,0.0,0.0,0.0,0.0,-10.92867187294829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100331,5.0515697678748825,0.0,0.0,0.0,-0.4771297529442978,0.0,-12.192483665861,-23.344917639814966,0.0,0.0,0.0,0.0,0.0,-5.452273206624655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100401,11.616684771644387,0.0,0.0,0.0,1.2248508770389792,0.0,-12.360755291365287,-23.288323710997414,0.0,0.0,0.0,0.0,0.0,-0.9973516351684183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100402,16.65147800362218,0.0,0.0,0.0,2.6836176835130563,0.0,-12.544892153488293,-23.488398323228008,0.0,0.0,0.0,0.0,0.0,2.6921243023531964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100406,20.703817674215436,0.0,0.0,0.0,3.885999679226775,0.0,-12.637476406213526,-14.77446199631802,0.0,0.0,0.0,0.0,0.0,5.731490198014538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100407,23.82235214683465,0.0,0.0,0.0,4.924420833947074,0.0,-8.037504030719584,-7.483163873775175,0.0,0.0,0.0,0.0,0.0,8.411543588778096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100408,26.349288460131103,0.0,0.0,0.0,5.794819624302886,0.0,-4.2600754135004815,-1.7123437816886342,0.0,0.0,0.0,0.0,0.0,10.590416570352147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100409,28.21305035531886,0.0,0.0,0.0,6.456198436926374,0.0,-5.770837455823646,2.996416844402112,0.0,0.0,0.0,0.0,0.0,12.299763305249874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100412,29.6341468268694,0.0,0.0,0.0,7.048869987360036,0.0,-2.281833857866162,6.7549249715840425,0.0,0.0,0.0,0.0,0.0,13.804445371209809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100413,30.824266614471558,0.0,0.0,0.0,7.577106566276598,0.0,0.579376144647881,9.844237960077797,0.0,0.0,0.0,0.0,0.0,15.046115384662384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100414,32.01862123708585,0.0,0.0,0.0,8.294923344145124,0.0,3.5885304711046535,12.779263804824058,0.0,0.0,0.0,0.0,0.0,17.397302834883465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100415,33.11078615522918,0.0,0.0,0.0,8.922596566291208,0.0,6.019380419306028,15.15378144054031,0.0,0.0,0.0,0.0,0.0,19.330601063195783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100416,35.58504615865991,0.0,0.0,0.0,9.542848837845794,0.0,1.2492458550890586,17.158502756372776,0.0,0.0,0.0,0.0,0.0,21.9610642205941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100419,37.772925955022814,0.0,0.0,0.0,10.03052655379454,0.0,-2.844910208625435,18.623353281124384,0.0,0.0,0.0,0.0,0.0,24.209938794351068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100420,37.86057706188745,0.0,0.0,0.0,6.2734674474083585,0.0,-5.433035880262533,10.409201231694505,0.0,0.0,0.0,0.0,0.0,14.992427052218108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100421,38.21033571086211,0.0,0.0,0.0,3.229784671854614,0.0,-7.474931940295178,3.7477766748027044,0.0,0.0,0.0,0.0,0.0,7.657367141912803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100422,38.49209854288291,0.0,0.0,0.0,0.672703670524339,0.0,-9.147001406165911,-1.591402377666389,0.0,0.0,0.0,0.0,0.0,1.6291313573480266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100423,38.476305937889755,0.0,0.0,0.0,-1.4002834130665234,0.0,-10.45597370697918,-5.853432025844755,0.0,0.0,0.0,0.0,0.0,-3.303277972366177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100426,38.49695053306056,0.0,0.0,0.0,-3.4564119855307855,0.0,-11.522967017537365,-9.311057494403789,0.0,0.0,0.0,0.0,0.0,-7.3229714936992165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100427,38.63156309558358,0.0,0.0,0.0,-5.136037673864804,0.0,-12.389659787224334,-12.234782815464731,0.0,0.0,0.0,0.0,0.0,-10.843967811194354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100428,38.55770563147332,0.0,0.0,0.0,-6.347020812691203,0.0,-12.966270404323977,-14.184591245319256,0.0,0.0,0.0,0.0,0.0,-13.700317875505496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100429,38.10384603556571,0.0,0.0,0.0,-7.297867999002899,0.0,-13.494103797005168,-15.925231147953037,0.0,0.0,0.0,0.0,0.0,-15.992223100409273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100430,37.78795196599434,0.0,0.0,0.0,-8.120866542471068,0.0,-13.990974520682038,-17.543331319579664,0.0,0.0,0.0,0.0,0.0,-17.859842675779646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100504,37.09293647382833,0.0,0.0,0.0,-8.790360164543902,0.0,-14.369785332673342,-18.831362857443015,0.0,0.0,0.0,0.0,0.0,-19.595631812834352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100505,36.62130426206353,0.0,0.0,0.0,-9.348867463088236,0.0,-14.775120231038859,-19.890764548143107,0.0,0.0,0.0,0.0,0.0,-21.076336099775553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100506,36.25624126189293,0.0,0.0,0.0,-10.007080750495263,0.0,-15.39743560504542,-20.890725756413293,0.0,0.0,0.0,0.0,0.0,-22.58512040796651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100507,35.415121765699624,0.0,0.0,0.0,-10.571189196728024,0.0,-15.89781025956434,-21.947490981514306,0.0,0.0,0.0,0.0,0.0,-23.658506267125844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100510,33.94145587417671,0.0,0.0,0.0,-10.978621619386248,0.0,-15.807837084303758,-22.706750756296874,0.0,0.0,0.0,0.0,0.0,-23.773047794549445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100511,32.523210020269275,0.0,0.0,0.0,-11.186757800258087,0.0,-15.71980125165494,-23.66570860236847,0.0,0.0,0.0,0.0,0.0,-23.777152704111042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100512,31.34566597271931,0.0,0.0,0.0,-11.321216671411383,0.0,-15.501173343008572,-24.21205819136162,0.0,0.0,0.0,0.0,0.0,-23.78094168196464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100513,30.379432671748614,0.0,0.0,0.0,-11.338758787342755,0.0,-15.323831260051941,-24.36273195968382,0.0,0.0,0.0,0.0,0.0,-23.605305089886706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100514,29.542154421862467,0.0,0.0,0.0,-11.361608252783046,0.0,-15.239432884873283,-24.554496687460215,0.0,0.0,0.0,0.0,0.0,-23.49336229496403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100517,28.80108814401646,0.0,0.0,0.0,-11.277558746310447,0.0,-15.094697963588445,-25.25602706624353,0.0,0.0,0.0,0.0,0.0,-22.58607632485359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100518,20.217957494073385,0.0,0.0,0.0,-11.119021096002973,0.0,-14.480936429030155,-23.84317764447302,0.0,0.0,0.0,0.0,0.0,-21.329458449444576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100519,13.19824583958441,0.0,0.0,0.0,-10.86816466839957,0.0,-14.03872043912481,-22.40967092070702,0.0,0.0,0.0,0.0,0.0,-20.27642779311558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100520,7.56307930685113,0.0,0.0,0.0,-10.731151161096212,0.0,-13.775392990120302,-21.26425695904513,0.0,0.0,0.0,0.0,0.0,-19.54423666638454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100521,2.9983578928763834,0.0,0.0,0.0,-10.618514325559165,0.0,-13.448446090944628,-20.20016930497745,0.0,0.0,0.0,0.0,0.0,-18.925103848821422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100524,-0.28261779293009015,0.0,0.0,0.0,-10.529041799138279,0.0,-13.18225861643533,-19.33943332986408,0.0,0.0,0.0,0.0,0.0,-18.36362237658148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100525,-2.8674689208442095,0.0,0.0,0.0,-10.334386144502771,0.0,-12.820239488504548,-18.443380592009706,0.0,0.0,0.0,0.0,0.0,-17.786968259962183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100526,-4.958041666623542,0.0,0.0,0.0,-10.193540126686035,0.0,-12.490448237910513,-17.695913248369283,0.0,0.0,0.0,0.0,0.0,-17.085903885968442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100527,-6.593404947272517,0.0,0.0,0.0,-10.051910554994572,0.0,-12.154771064574831,-17.142351327029708,0.0,0.0,0.0,0.0,0.0,-16.40134451487214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100528,-7.874483711638636,0.0,0.0,0.0,-9.905330459944388,0.0,-11.849860080166494,-16.623178942397125,0.0,0.0,0.0,0.0,0.0,-15.656776675245307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100531,-8.85067341997787,0.0,0.0,0.0,-9.782603682294702,0.0,-11.601664943117914,-16.197911001418195,0.0,0.0,0.0,0.0,0.0,-14.999560221893997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100601,-9.720881254508061,0.0,0.0,0.0,-9.683884555387197,0.0,-11.424000042970988,-15.847700779468504,0.0,0.0,0.0,0.0,0.0,-14.467688177000582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100602,-10.43797086898531,0.0,0.0,0.0,-9.600689199772187,0.0,-11.250937562839791,-15.352419608400709,0.0,0.0,0.0,0.0,0.0,-14.008512293460516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100603,-11.006438462070566,0.0,0.0,0.0,-9.49134554468752,0.0,-11.069342661887022,-14.946470742928561,0.0,0.0,0.0,0.0,0.0,-13.634237608092342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100604,-11.436563886492724,0.0,0.0,0.0,-9.405983541556116,0.0,-10.908604914394376,-14.583479342025957,0.0,0.0,0.0,0.0,0.0,-13.319061817706002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100607,-11.843987022185598,0.0,0.0,0.0,-9.394677759704484,0.0,-10.857054882057948,-14.306817969506243,0.0,0.0,0.0,0.0,0.0,-13.125496355300628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100608,-11.922516101000047,0.0,0.0,0.0,-9.13011883964184,0.0,-10.618872446836448,-13.623940709725225,0.0,0.0,0.0,0.0,0.0,-12.720662686670964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100609,-11.872163102026798,0.0,0.0,0.0,-8.918591087693272,0.0,-10.43017706994156,-12.925593786196801,0.0,0.0,0.0,0.0,0.0,-12.370384775186448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100610,-11.786762383858768,0.0,0.0,0.0,-8.71810890345753,0.0,-10.210606896211829,-12.355014131845948,0.0,0.0,0.0,0.0,0.0,-12.039532464883672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100611,-11.731869326874085,0.0,0.0,0.0,-8.554302434219778,0.0,-10.049024525505068,-11.890870521636451,0.0,0.0,0.0,0.0,0.0,-11.762041739821466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100617,-11.652065672909602,0.0,0.0,0.0,-8.434852150788075,0.0,-9.895056454399256,-11.521581130421882,0.0,0.0,0.0,0.0,0.0,-11.638452105891355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100618,-11.792537450635184,0.0,0.0,0.0,-8.423966251753082,0.0,-9.989329336437029,-11.484567172565745,0.0,0.0,0.0,0.0,0.0,-11.722975277244418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100621,-11.917756041788536,0.0,0.0,0.0,-8.53009544369438,0.0,-10.03780316948225,-11.491559660525308,0.0,0.0,0.0,0.0,0.0,-11.820291840795004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100622,-12.024157915253427,0.0,0.0,0.0,-8.588151852432008,0.0,-9.786859273788346,-11.336867675685216,0.0,0.0,0.0,0.0,0.0,-11.721744511607307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100623,-12.112790632974937,0.0,0.0,0.0,-8.596173248468359,0.0,-9.602501554862828,-11.217946812053182,0.0,0.0,0.0,0.0,0.0,-11.640950459996876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100624,-12.505166561257742,0.0,0.0,0.0,-8.606957433693395,0.0,-9.458274551934869,-11.116021862131179,0.0,0.0,0.0,0.0,0.0,-11.610366401749285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100625,-12.873006326868014,0.0,0.0,0.0,-8.65613408843037,0.0,-9.343934778772978,-11.101101245847447,0.0,0.0,0.0,0.0,0.0,-11.610406773860321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100628,-13.28256856788145,0.0,0.0,0.0,-8.707391199703798,0.0,-9.286568711726455,-11.097951027943196,0.0,0.0,0.0,0.0,0.0,-11.868109841740917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100629,-13.623926718757554,0.0,0.0,0.0,-8.78156659738318,0.0,-9.265632255437781,-11.100613682936679,0.0,0.0,0.0,0.0,0.0,-12.101683404207476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100630,-13.90470109781287,0.0,0.0,0.0,-8.796052460050912,0.0,-9.195664081350898,-11.123600819251067,0.0,0.0,0.0,0.0,0.0,-12.3235570172585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100701,-14.214246156099467,0.0,0.0,0.0,-8.810987921195833,0.0,-9.138524305593196,-11.14423658018888,0.0,0.0,0.0,0.0,0.0,-12.537098450287266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100702,-14.450787722162731,0.0,0.0,0.0,-8.793699523362687,0.0,-9.038513301451268,-11.154963430247287,0.0,0.0,0.0,0.0,0.0,-12.631605207456444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100705,-14.655929374372219,0.0,0.0,0.0,-8.752005731537905,0.0,-8.921403872327106,-11.258419101086488,0.0,0.0,0.0,0.0,0.0,-12.724667248933414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100706,-14.888360208967388,0.0,0.0,0.0,-8.779287644744755,0.0,-8.853079543346894,-11.345857790003981,0.0,0.0,0.0,0.0,0.0,-12.79896781136831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100707,-15.115295301390889,0.0,0.0,0.0,-8.808457720128557,0.0,-8.80015392816012,-11.428638970695642,0.0,0.0,0.0,0.0,0.0,-12.86150870532245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100708,-15.301928236241825,0.0,0.0,0.0,-5.587248142429456,0.0,-8.769001821726151,-11.48856470311929,0.0,0.0,0.0,0.0,0.0,-12.933329245242179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100709,-16.71415104686067,0.0,0.0,0.0,-6.855011341018387,0.0,-8.971648048527342,-12.408087652735869,0.0,0.0,0.0,0.0,0.0,-13.848053271757392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100712,-18.414956279557025,0.0,0.0,0.0,-3.2780563890566357,0.0,-9.13039406042662,-13.78402945691523,0.0,0.0,0.0,0.0,0.0,-14.570454047176682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100713,-20.077766577259307,0.0,0.0,0.0,-4.784514357622712,0.0,-9.303293625790957,-14.999153012329955,0.0,0.0,0.0,0.0,0.0,-15.128644440982416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100714,-21.424922644587628,0.0,0.0,0.0,-5.929644382658019,0.0,-9.439749778873583,-15.984220686026251,0.0,0.0,0.0,0.0,0.0,-15.460823865747436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100715,-22.590811300701084,0.0,0.0,0.0,-2.710352244768279,0.0,-9.582702799665785,-16.778207580332285,0.0,0.0,0.0,0.0,0.0,-15.724003912191643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100716,-23.548910842063208,0.0,0.0,0.0,-0.08759915661868008,0.0,-9.71044663271221,-17.35907533281233,0.0,0.0,0.0,0.0,0.0,-15.63769465311079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
