,M.DCE,Y.DCE,P.DCE,C.DCE,CS.DCE,CF.ZCE,SR.ZCE,OI.ZCE,RM.ZCE,AP.ZCE,UR.ZCE
20100305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100309,-4.238161874275186,-5.316852243485084,-3.9173263517484713,-10.90330209159045,0.0,-3.4630657720968148,-3.1812610585885985,0.0,0.0,0.0,0.0
20100310,-7.807267777497599,-9.684439701688762,-7.111346508193438,-19.84830898668358,0.0,-6.393424918413212,-5.796027771936338,0.0,0.0,0.0,0.0
20100311,-10.982741269276755,-14.023005419799022,-10.064746247488753,-28.601350796465827,0.0,-8.810862661407484,-7.950194793968274,0.0,0.0,0.0,0.0
20100312,-13.707381378558647,-17.59676408305416,-12.412932220097268,-37.840744399767516,0.0,-10.720230422721608,-9.340390015021892,0.0,0.0,0.0,0.0
20100315,-15.714041270666968,-20.291062217370754,-14.263651927497515,-45.1595300820359,0.0,-5.23706485361613,-10.523657284806498,0.0,0.0,0.0,0.0
20100316,-17.469311664089286,-22.802481705637323,-15.89830262486765,-49.76960575753911,0.0,-0.5443356590950702,-11.44808499731839,0.0,0.0,0.0,0.0
20100317,-18.61854284187195,-24.86275326394296,-17.234659303185236,-53.60857037670845,0.0,3.3136543202910302,-12.17996338420487,0.0,0.0,0.0,0.0
20100318,-19.606889345287836,-14.104119483005771,-9.902075731161222,-30.559599310830055,0.0,6.535033294225072,-13.32752511188319,0.0,0.0,0.0,0.0
20100319,-20.61414277898212,-17.803338165510716,-12.317868927632967,-38.100604540494004,0.0,9.142745380800505,-14.131113897111227,0.0,0.0,0.0,0.0
20100322,-21.182118472832503,-20.841627848395095,-5.839142259488394,-18.96422172651051,0.0,11.170549501483725,-8.270810226015161,0.0,0.0,0.0,0.0
20100323,-21.826511514733973,-10.118489804380198,0.05319656090107177,-3.196503792496442,0.0,13.681744530267968,-3.4030314389941463,0.0,0.0,0.0,0.0
20100324,-22.933378248488935,-0.775711958142645,5.139952699485242,10.311997833385911,0.0,15.61576313278721,-5.88521186391594,0.0,0.0,0.0,0.0
20100325,-23.837925766810628,7.309573363980654,9.418501180270463,21.190957092926457,0.0,17.4135387386894,-7.931676324469843,0.0,0.0,0.0,0.0
20100326,-24.641536701245638,14.271109796999633,13.040047307360606,29.976512423111732,0.0,19.091568004383525,-9.508955549809864,0.0,0.0,0.0,0.0
20100329,-25.35110758983119,19.84103961071824,16.01489532541106,37.546557024151376,0.0,21.133508105100766,-10.735133875071298,0.0,0.0,0.0,0.0
20100330,-26.208039843751337,24.693023096090343,18.57453458418096,41.927423319109124,0.0,22.796396184435302,-11.732307186622302,0.0,0.0,0.0,0.0
20100331,-15.752062670058557,28.017067582439054,20.718338624564304,45.328396566378544,0.0,24.3686621427411,-12.591722228552234,0.0,0.0,0.0,0.0
20100401,-18.599413193015042,31.192083927011986,22.73830696618095,48.01592526742312,0.0,25.949157274661115,-13.302503557666762,0.0,0.0,0.0,0.0
20100402,-8.999993919174438,34.88741397482333,24.77846415954389,50.90242698925554,0.0,27.469932913863424,-13.842389598143308,0.0,0.0,0.0,0.0
20100406,-1.156111275081496,38.54100063662492,28.18584441499455,53.37464937440094,0.0,28.469917410446037,-8.475231811408618,0.0,0.0,0.0,0.0
20100407,5.367889396495591,41.63287720048665,31.023166400532453,55.476557997030085,0.0,29.321374027366144,-9.829969457830583,0.0,0.0,0.0,0.0
20100408,10.619039669905819,42.36678517269185,32.49613115590376,56.73301999625322,0.0,30.591392137874948,-10.929414351327294,0.0,0.0,0.0,0.0
20100409,14.844655284370806,42.86572473925766,33.867330031753546,55.08624514417527,0.0,31.965563003978566,-12.05831701484092,0.0,0.0,0.0,0.0
20100412,18.312647792599147,43.30860358251964,35.94617377049779,53.68659067553962,0.0,33.18119425731209,-13.55983800788258,0.0,0.0,0.0,0.0
20100413,21.8038271660419,44.30556104655781,38.06692997871608,52.43532984681622,0.0,34.256940649668685,-14.727203599128874,0.0,0.0,0.0,0.0
20100414,24.649852018040566,44.98244343892334,40.1155613131003,51.22251211943646,0.0,35.31580280395169,-15.935196952359526,0.0,0.0,0.0,0.0
20100415,28.013733251758968,45.433970434242816,41.817529235508125,50.24253529813314,0.0,36.205017287660034,-16.954967586479388,0.0,0.0,0.0,0.0
20100416,30.754682055041062,45.79389074287598,43.51467908994591,49.44274436631621,0.0,37.20701089104784,-17.74379552719847,0.0,0.0,0.0,0.0
20100419,32.916384263067876,46.909936184534835,45.38139722229923,48.86511820481185,0.0,38.01225138441397,-18.55190328743639,0.0,0.0,0.0,0.0
20100420,35.450180742353915,46.01507583649809,45.01453016980961,48.49989271131196,0.0,40.0368668976717,-18.826371382782252,0.0,0.0,0.0,0.0
20100421,36.726659746942445,45.29019202480791,28.9053009578849,48.23567257564808,0.0,40.76928250448564,-18.98800804453278,0.0,0.0,0.0,0.0
20100422,37.721887847437166,44.68855858924547,15.782007028561761,48.04145202069189,0.0,40.72293619876456,-19.754848758522503,0.0,0.0,0.0,0.0
20100423,38.779555209568116,44.180905604666066,5.083999832577264,47.93052751731604,0.0,40.713058717524994,-20.45065292989254,0.0,0.0,0.0,0.0
20100426,39.190216722219596,43.4788422780293,11.59439616791493,47.9624244872325,0.0,40.72466564226248,-21.098903443932837,0.0,0.0,0.0,0.0
20100427,39.67362845555845,43.123587121580876,16.978934319050577,47.785736524288005,0.0,40.87811076887935,-21.540196303867504,0.0,0.0,0.0,0.0
20100428,39.99337533768474,42.83767505891507,21.38684501857445,47.84277896617074,0.0,41.022288061650166,-21.886939601219655,0.0,0.0,0.0,0.0
20100429,39.91904276692151,42.35249428078168,24.042918571440264,47.75594906143066,0.0,41.09652301028125,-22.205229895809,0.0,0.0,0.0,0.0
20100430,39.860743963995496,41.83768695894583,13.169434195390933,47.59890141238725,0.0,41.31422106884791,-22.379982559372884,0.0,0.0,0.0,0.0
20100504,40.45880054514098,41.31241935085785,17.202516390254726,47.488462963919844,0.0,41.525056816963904,-22.722948546418575,0.0,0.0,0.0,0.0
20100505,40.43518271653848,40.80128548562922,7.706019141187151,47.407457782194825,0.0,42.136232219331504,-22.956140571572178,0.0,0.0,0.0,0.0
20100506,40.39281550877819,40.289526299930266,-0.06218873554385484,47.25850482712971,0.0,42.36439339624917,-23.147123299516227,0.0,0.0,0.0,0.0
20100507,39.32107286867386,25.598659676247884,-7.030452595952597,47.15880982081935,0.0,26.715185650912833,-23.339543883244204,0.0,0.0,0.0,0.0
20100510,37.9809841200146,14.857918609243473,-11.256609286560924,48.9999983684486,0.0,14.145370069994474,-23.20036146689432,0.0,0.0,0.0,0.0
20100511,36.367395487789736,6.570895028918898,-14.257566721617739,49.3938627689843,0.0,19.198613487693386,-22.73501810863307,0.0,0.0,0.0,0.0
20100512,35.00842845898887,-0.13010261607475368,-16.699994267122307,49.47622858290106,0.0,23.294308541377212,-22.527871966448874,0.0,0.0,0.0,0.0
20100513,33.73582787012879,5.261212092045116,-18.62729539374489,50.25643808068797,0.0,26.65042030128606,-22.19601188434633,0.0,0.0,0.0,0.0
20100514,32.70636954190207,-1.0625546675431605,-20.171018072755636,50.87571641264569,0.0,29.079710829898747,-21.900547448195802,0.0,0.0,0.0,0.0
20100517,31.67339619004248,-6.159664401272713,-21.303554675208662,51.35176115807071,0.0,16.485684896570287,-21.5721805969948,0.0,0.0,0.0,0.0
20100518,30.560120801896417,-9.702580825253841,-21.75564761685969,51.74123380469205,0.0,6.176202143947653,-20.903479696493964,0.0,0.0,0.0,0.0
20100519,29.680506055242855,-12.580240529621515,-21.977720447626034,52.13214004908078,0.0,11.63370216169194,-20.301450893363995,0.0,0.0,0.0,0.0
20100520,19.43640271715811,-14.960725587447424,-22.180152396481496,52.05319399887192,0.0,16.24807647473162,-19.910468563933417,0.0,0.0,0.0,0.0
20100521,11.064544159351717,-16.827705230340108,-22.245118796562625,51.66060427328117,0.0,20.306428209889244,-19.540662011741464,0.0,0.0,0.0,0.0
20100524,13.878212811990869,-18.280523946741667,-22.19784334130339,51.42296616747305,0.0,23.337364588500296,-19.264665601435567,0.0,0.0,0.0,0.0
20100525,16.383914858706234,-19.60078429845449,-22.253738827775045,50.948679102075175,0.0,25.731940824709227,-18.836926016811358,0.0,0.0,0.0,0.0
20100526,8.441114496022655,-20.606682904277854,-22.271127654039223,50.3782262232961,0.0,27.456541534645677,-18.459423388864643,0.0,0.0,0.0,0.0
20100527,1.9919437283636081,-21.326587063991077,-22.24669579565861,50.745149740457464,0.0,28.595230375030518,-18.054095460108528,0.0,0.0,0.0,0.0
20100528,-3.3222656058345756,-21.978691201627086,-22.31015390846616,51.383205191848575,0.0,29.56646442710824,-17.72109779505003,0.0,0.0,0.0,0.0
20100531,-7.676779776064635,-22.52314469637272,-22.384363445092283,51.10204208260554,0.0,30.04644924354838,-17.39572497033112,0.0,0.0,0.0,0.0
20100601,-11.252311199730594,-22.959183440270273,-22.396923022308084,50.87964768330967,0.0,18.74445017477836,-17.121825219670608,0.0,0.0,0.0,0.0
20100602,-14.233345871919255,-23.32433437517833,-22.41527145243669,50.69580434957573,0.0,9.58327872857108,-17.071653526090028,0.0,0.0,0.0,0.0
20100603,-16.75448305033499,-23.565400947582503,-22.34737480849639,32.91227312826037,0.0,2.6704591184739765,-16.930722217117076,0.0,0.0,0.0,0.0
20100604,-19.135195543572657,-23.897350223831232,-22.334562676921813,18.302838406406227,0.0,-2.977290223985475,-16.807741624473547,0.0,0.0,0.0,0.0
20100607,-21.350392532396246,-24.656082103714137,-22.82103109954808,23.44691360943122,0.0,-7.706486911745841,-16.859057605056726,0.0,0.0,0.0,0.0
20100608,-23.29326551565047,-25.000839107935235,-22.718568830246912,28.503948777533147,0.0,-11.17376420766753,-17.070422423010573,0.0,0.0,0.0,0.0
20100609,-24.89013223509783,-25.325883475644712,-22.655446426733754,32.36237636746986,0.0,-13.727340164614947,-17.208595255836453,0.0,0.0,0.0,0.0
20100610,-26.675755463407878,-25.69325958540409,-22.643410736593637,17.330813281249583,0.0,-7.133977811054784,-17.302833865468063,0.0,0.0,0.0,0.0
20100611,-28.158711133221214,-25.992560513135363,-22.6282758933032,5.050388910482351,0.0,-1.668757276748208,-17.369844094157013,0.0,0.0,0.0,0.0
20100617,-29.577493788669546,-26.30598371952969,-22.689975593475207,12.676915131220998,0.0,2.760866924071596,-17.477273229804357,0.0,0.0,0.0,0.0
20100618,-31.099301884185518,-27.11173072027238,-23.175364969816947,2.041928974943985,0.0,6.37336313302417,-18.315407738567338,0.0,0.0,0.0,0.0
20100621,-32.33601769726548,-27.94079520460127,-23.83655175641748,-6.953638551830934,0.0,9.46119596747347,-19.14788807268091,0.0,0.0,0.0,0.0
20100622,-31.972309760941307,-28.275939135738312,-24.095652081471655,1.7589795171885114,0.0,3.447863333411284,-19.54826198101707,0.0,0.0,0.0,0.0
20100623,-31.664730571060886,-28.598144515821435,-24.4251352943635,9.220407902978053,0.0,-1.4937981418488238,-19.881748553627403,0.0,0.0,0.0,0.0
20100624,-31.424279777582917,-28.915578552924583,-24.82863427681887,15.361458871549928,0.0,2.826077138741424,-20.154610622702535,0.0,0.0,0.0,0.0
20100625,-31.22900863697886,-29.165311004729908,-25.15349389243927,20.234794767161127,0.0,6.377128946478214,-20.646331933937446,0.0,0.0,0.0,0.0
20100628,-31.29693468428794,-29.613292340510377,-25.625632879703286,24.03642837432419,0.0,1.0933314340734155,-21.43902106757557,0.0,0.0,0.0,0.0
20100629,-31.389673932580546,-30.10018740942082,-26.10319800950315,12.68194315508444,0.0,5.083682311012307,-22.319276387660587,0.0,0.0,0.0,0.0
20100630,-31.469796634226473,-30.246945633839303,-26.297165480636554,3.4640626947346638,0.0,-0.024424046810345608,-22.711783931356127,0.0,0.0,0.0,0.0
20100701,-31.45359916916374,-30.322236598804196,-26.408855255945046,10.007986983279782,0.0,-4.328133975332774,-23.428091990016384,0.0,0.0,0.0,0.0
20100702,-31.798086912986843,-30.425962449644462,-26.606720049101312,15.2685320922628,0.0,-7.670095406143538,-24.196886382535556,0.0,0.0,0.0,0.0
20100705,-31.989351905204064,-30.474831246499026,-26.749508401460375,19.384736099858465,0.0,-10.404738229713471,-14.875016571700789,0.0,0.0,0.0,0.0
20100706,-32.11847492701627,-30.638568756789383,-27.05344746923532,23.0567861837114,0.0,-12.811799438194733,-7.456827438926044,0.0,0.0,0.0,0.0
20100707,-32.22810149794676,-30.7660470549238,-27.287179314077676,26.045028261995352,0.0,-14.774659840811921,-1.3287153520674149,0.0,0.0,0.0,0.0
20100708,-32.36925038094085,-30.984023884093247,-27.531175084881887,28.54001429423265,0.0,-16.31052495502962,3.6474070742750007,0.0,0.0,0.0,0.0
20100709,-33.17666141508541,-32.29389576762673,-29.20219826880096,30.726161753020726,0.0,-18.005108796450145,8.027195419915943,0.0,0.0,0.0,0.0
20100712,-20.796484851390737,-33.218961781658365,-30.170231476232473,32.510401177286674,0.0,-19.484204996017656,11.657557167424711,0.0,0.0,0.0,0.0
20100713,-23.34073397233722,-33.966513547539755,-31.04574114915142,33.881927841379934,0.0,-21.280897424395576,14.762730618242422,0.0,0.0,0.0,0.0
20100714,-25.40321990201391,-34.59274666247671,-31.86729816000254,34.52285525541527,0.0,-22.702530053525283,17.506907731656923,0.0,0.0,0.0,0.0
20100715,-14.302541230462554,-35.043796258129724,-32.25956291119829,34.96410302056138,0.0,-23.887950103780266,19.819939960909092,0.0,0.0,0.0,0.0
20100716,-5.042858008672059,-21.03217797423882,-32.75871535754697,35.5342868870536,0.0,-24.91603238003657,21.713726574385454,0.0,0.0,0.0,0.0
20100719,1.8879959316298591,-10.423552007164174,-31.996596641757744,35.39413945190415,0.0,-25.963864170565415,23.333391925479095,0.0,0.0,0.0,0.0
20100720,9.057633391094683,-0.8359609339484535,-31.720799275637777,35.82740840313034,0.0,-26.693194407992795,25.491835841822976,0.0,0.0,0.0,0.0
20100721,14.702053293232241,-8.419264739558514,-31.5296753054254,36.163950316333704,0.0,-27.31032356932538,27.028321607335034,0.0,0.0,0.0,0.0
20100722,19.303378612351953,-14.6527158487374,-31.366234444586848,36.37955344233156,0.0,-28.59596702165566,28.173222027049174,0.0,0.0,0.0,0.0
20100723,23.101344774104987,-19.694024002826453,-30.94404988386319,36.58942462950255,0.0,-29.533533455032757,29.118344487594992,0.0,0.0,0.0,0.0
20100726,26.327309060189748,-8.496195340476717,-20.064349594933937,36.955553916158344,0.0,-30.164113581803914,29.8720650642251,0.0,0.0,0.0,0.0
20100727,28.909454998830352,0.6785321439973796,-11.187439355587168,38.149000444677576,0.0,-30.564820776121355,30.358726164964725,0.0,0.0,0.0,0.0
20100728,29.53635658783939,-7.022141964698176,-14.207579545752052,39.241034709476686,0.0,-30.72011674064936,31.67670875204592,0.0,0.0,0.0,0.0
20100729,30.09659641367965,1.9746853154299626,-16.770265209102334,40.11988213838142,0.0,-30.812711594040515,32.529969251587055,0.0,0.0,0.0,0.0
20100730,30.44763434854637,9.53007174149732,-8.601761229242154,40.794150009464396,0.0,-31.303134247405858,33.19519757601866,0.0,0.0,0.0,0.0
20100802,30.597209601757502,15.716798249959258,-1.9102174026513612,41.44249905257821,0.0,-31.671420278730842,33.8339664927187,0.0,0.0,0.0,0.0
20100803,29.84176947251119,19.663415973749483,3.033169168383274,40.842691727566354,0.0,-19.71382386774713,34.78069657592883,0.0,0.0,0.0,0.0
20100804,29.05901175281262,22.891616326592384,7.181054910939417,40.213596673913536,0.0,-9.915362563151879,35.54303745397396,0.0,0.0,0.0,0.0
20100805,28.425424180768324,25.63535215310952,10.616274227858906,39.57070791600532,0.0,-1.6523354104542949,35.72753096255641,0.0,0.0,0.0,0.0
20100806,27.643954518808926,27.69562400003627,13.095297176671624,38.8784777141676,0.0,5.032275276598471,35.87886074109839,0.0,0.0,0.0,0.0
20100809,26.983174152701114,28.3003677139459,14.579723373639004,38.56587681990062,0.0,10.658777164366315,35.98780902626579,0.0,0.0,0.0,0.0
20100810,26.417051447216,28.25020590351563,15.748075286359244,38.423077334140096,0.0,15.876922715127304,36.01103244522331,0.0,0.0,0.0,0.0
20100811,25.768654471434992,27.946541672673842,16.436075169009005,38.68655375380628,0.0,20.473027763454194,35.50039048149794,0.0,0.0,0.0,0.0
20100812,25.214989671802726,27.540250177828753,16.957197650252297,39.10030864438791,0.0,24.294856099217352,35.27187130222296,0.0,0.0,0.0,0.0
20100813,24.761946439387845,27.180004821747996,17.40140571718158,39.450031405707826,0.0,27.60843639742534,34.829016092472365,0.0,0.0,0.0,0.0
20100816,24.39797286827656,26.510517547796482,17.737661788212378,40.91258933225897,0.0,29.558758536808714,34.52484521784999,0.0,0.0,0.0,0.0
20100817,24.10975562644115,25.94841604294973,18.02825228950089,41.371235507714786,0.0,31.260393220793652,34.29809187570426,0.0,0.0,0.0,0.0
20100818,23.903954458588185,25.429654414651434,18.24954910638258,41.80314841568521,0.0,32.71237828312916,34.25508583783664,0.0,0.0,0.0,0.0
20100819,23.702721226689082,24.770100611589616,18.285635915640423,42.04503690750386,0.0,34.59736528806291,34.06009995576658,0.0,0.0,0.0,0.0
20100820,23.528799105647735,24.227101011325537,18.3383852198148,42.2581580863021,0.0,36.114835511870474,33.90417801034724,0.0,0.0,0.0,0.0
20100823,23.08278179808223,23.19709501060307,17.867104138430058,41.7944115071351,0.0,36.20896868786098,33.1565674175232,0.0,0.0,0.0,0.0
20100824,22.721044142746983,22.354159224677968,17.487965427914606,41.38771726683923,0.0,36.367161699263285,32.633792789123476,0.0,0.0,0.0,0.0
20100825,22.703090120238517,21.72066237729661,17.28354190874661,40.69593777421813,0.0,36.94932349530433,32.268118461849355,0.0,0.0,0.0,0.0
20100826,22.692573634980693,21.195458876724576,17.094600989196728,40.12716149809907,0.0,37.473336926718495,32.17132506081988,0.0,0.0,0.0,0.0
20100827,22.69060890889346,20.762211787568326,16.980042398122325,39.67310805327439,0.0,37.968117940936054,31.968671349526293,0.0,0.0,0.0,0.0
20100830,22.720838276282926,20.370170656032524,16.86925341791348,39.08041045493138,0.0,37.985286005484966,31.896098643016224,0.0,0.0,0.0,0.0
20100831,23.41123393980847,20.196015466297286,16.945435583345272,39.58924282275781,0.0,38.27579981597151,30.684672751587563,0.0,0.0,0.0,0.0
20100901,23.661511537261653,19.83550031838809,16.829118465005585,39.39685652777581,0.0,38.33150940878745,29.680616310533924,0.0,0.0,0.0,0.0
20100902,23.859636554324105,19.546339503068598,16.74415484862636,39.36978845353271,0.0,38.35710356254727,28.931314930929105,0.0,0.0,0.0,0.0
20100903,24.296120129564173,19.305811120541925,16.71015513830785,39.27305462323611,0.0,37.945927744850806,28.31729634157537,0.0,0.0,0.0,0.0
20100906,24.57882241022694,19.29552213295672,16.965843000304446,39.30989568544241,0.0,36.88917431558146,27.807357222378247,0.0,0.0,0.0,0.0
20100907,24.830860028957453,19.576352530735047,17.336006359745905,39.007344773133674,0.0,35.736767852914255,27.449242141548336,0.0,0.0,0.0,0.0
20100908,25.116159536998452,19.798424981356835,17.68449225978987,38.805281084479084,0.0,34.75085930992844,27.35027339531617,0.0,0.0,0.0,0.0
20100909,25.28304630005805,20.00788497838536,17.960256591611817,38.68970090057236,0.0,33.708139447413146,27.263169707247997,0.0,0.0,0.0,0.0
20100910,25.287732694659528,20.000168406963656,18.073622329342694,38.164586620065386,0.0,32.8843661158264,27.07541747990703,0.0,0.0,0.0,0.0
20100913,25.676304474034662,20.433968311336674,18.429627418370732,37.72488985388608,0.0,31.837578818282847,26.65927501586566,0.0,0.0,0.0,0.0
20100914,25.990207156594845,20.77987757876945,18.722411554086257,37.872389611110684,0.0,30.880685959461662,26.31791713253972,0.0,0.0,0.0,0.0
20100915,26.26885783285843,21.064068731302065,18.890751562422412,38.0105382754533,0.0,30.06448325107396,26.00447874585843,0.0,0.0,0.0,0.0
20100916,26.210431105501108,21.43392663294992,19.115990401088272,38.10128925320369,0.0,29.431596632562936,25.820774700909915,0.0,0.0,0.0,0.0
20100917,26.16864273994777,21.738459309536502,19.295552399873177,38.17113036725056,0.0,28.811409171908206,25.66931635989282,0.0,0.0,0.0,0.0
20100920,26.76802767900556,23.095811240948866,20.429613837012635,38.076130538634104,0.0,28.61279253462383,25.934424590914894,0.0,0.0,0.0,0.0
20100921,25.7083994545425,22.910079365547286,20.22363950835475,36.606162276684856,0.0,27.56459138244488,26.187471077926467,0.0,0.0,0.0,0.0
20100927,24.923812128692788,22.777565120593863,20.075572318268193,35.17414248500968,0.0,25.598819644993657,25.630294349380012,0.0,0.0,0.0,0.0
20100928,24.34001816785121,22.28866341917035,19.753326695966393,33.95728921809161,0.0,23.94677660044943,25.169400544195074,0.0,0.0,0.0,0.0
20100929,23.86723330981586,21.871608855442425,19.49824692418199,32.95206710278537,0.0,22.55696048968067,24.49667540619066,0.0,0.0,0.0,0.0
20100930,22.982233941841827,21.27609966724921,19.070745244615782,31.9212144779193,0.0,20.774179259890374,23.6704006183826,0.0,0.0,0.0,0.0
20101008,22.25069110749615,20.811180356427357,18.750782376531422,31.113331401734378,0.0,19.32822959483101,23.674287343834223,0.0,0.0,0.0,0.0
20101011,21.508048590469524,20.662024240077432,18.762104367431306,30.696187808517635,0.0,17.975457660193758,23.47997914674345,0.0,0.0,0.0,0.0
20101012,20.24620348330007,19.79480432417061,17.898397314833453,28.65615435515722,0.0,16.634726467983853,22.64222461274238,0.0,0.0,0.0,0.0
20101013,19.197246049498208,19.08090616705094,17.174107081038816,26.893159389725813,0.0,15.43858252798235,21.833098946983526,0.0,0.0,0.0,0.0
20101014,18.355374400635444,18.50598576665045,16.590948680620734,25.44962395011223,0.0,14.455938801200611,21.154119069879425,0.0,0.0,0.0,0.0
20101015,17.65815586566317,18.02974470182684,16.11089998543952,24.28555293235572,0.0,13.605895127807022,20.43247375912553,0.0,0.0,0.0,0.0
20101018,17.09187018079405,17.640407379264524,15.720313146839837,23.334040269639274,0.0,12.871022430695643,19.728077399227832,0.0,0.0,0.0,0.0
20101019,16.550097764749356,17.115310057097666,15.253704776631574,22.555607408802377,0.0,12.221331567943592,19.09404966348645,0.0,0.0,0.0,0.0
20101020,16.145533933767407,16.79077815242022,14.941127598651606,21.99978562648639,0.0,11.696747111831813,18.463463135519543,0.0,0.0,0.0,0.0
20101021,15.800161119757986,16.506186639074905,14.654806228535135,21.532365055944855,0.0,11.272154650275679,17.97527819210147,0.0,0.0,0.0,0.0
20101022,15.520169797347982,16.187143540366336,14.379772406163728,21.096797639913284,0.0,10.933841252453748,17.563221852724844,0.0,0.0,0.0,0.0
20101025,15.264824930792456,15.959615762431628,14.21465929852648,20.742726627833616,0.0,10.65351892592793,17.25343312618144,0.0,0.0,0.0,0.0
20101026,15.053377337360855,15.658229823013851,14.013268080250457,20.387574492149756,0.0,10.368713174750631,16.8417239617372,0.0,0.0,0.0,0.0
20101027,14.773381026232958,15.382664926145008,13.81838749268679,19.987550724575122,0.0,10.143591682022056,16.511650170356248,0.0,0.0,0.0,0.0
20101028,14.453734982253735,14.946383516928345,13.563752450597411,19.591285359249135,0.0,9.907719347037272,16.016259832740666,0.0,0.0,0.0,0.0
20101029,14.404709359014726,14.695996615910373,13.49759454661125,19.433730923092103,0.0,9.70206436502872,15.484862507830433,0.0,0.0,0.0,0.0
20101101,14.319718479718748,14.33347087326708,13.345121200750976,19.392796690146092,0.0,9.552505955180544,14.634794162292915,0.0,0.0,0.0,0.0
20101102,14.203240505625716,14.084834995420586,13.290144985892432,19.320978875637827,0.0,9.38180987957929,13.931593913154497,0.0,0.0,0.0,0.0
20101103,14.084925016353033,13.888989129102457,13.244054962023446,19.228792975379797,0.0,9.248033892248841,13.377172065697119,0.0,0.0,0.0,0.0
20101104,14.091082626696707,13.819089110789823,13.291429514076311,19.267099494289813,0.0,9.31513311552795,12.913944551424535,0.0,0.0,0.0,0.0
