trade_date,dailyPnl,Ferrous,cumulativePnl
20100408,0.0,0.0,0.0
20100409,0.0,0.0,0.0
20100412,0.0,0.0,0.0
20100413,0.0,0.0,0.0
20100414,0.0,0.0,0.0
20100415,0.0,0.0,0.0
20100416,0.0,0.0,0.0
20100419,0.0,0.0,0.0
20100420,0.0,0.0,0.0
20100421,0.0,0.0,0.0
20100422,0.0,0.0,0.0
20100423,0.0,0.0,0.0
20100426,0.0,0.0,0.0
20100427,0.0,0.0,0.0
20100428,0.0,0.0,0.0
20100429,0.0,0.0,0.0
20100430,0.0,0.0,0.0
20100504,0.0,0.0,0.0
20100505,0.0,0.0,0.0
20100506,0.0,0.0,0.0
20100507,0.0,0.0,0.0
20100510,0.0,0.0,0.0
20100511,0.0,0.0,0.0
20100512,0.0,0.0,0.0
20100513,0.0,0.0,0.0
20100514,0.0,0.0,0.0
20100517,0.0,0.0,0.0
20100518,0.0,0.0,0.0
20100519,0.0,0.0,0.0
20100520,0.06234342263704942,0.06234342263704942,0.06234342263704942
20100521,-0.0805145863590976,-0.0805145863590976,-0.018171163722048175
20100524,0.4025296869738765,0.4025296869738765,0.3843585232518283
20100525,-0.2285250467032878,-0.2285250467032878,0.1558334765485405
20100526,0.03542105271491668,0.03542105271491668,0.19125452926345718
20100527,-0.008516957874042903,-0.008516957874042903,0.18273757138941427
20100528,-0.06205764208715919,-0.06205764208715919,0.12067992930225507
20100531,-0.17818906661130787,-0.17818906661130787,-0.0575091373090528
20100601,-0.1436479087182355,-0.1436479087182355,-0.2011570460272883
20100602,0.025810319865629403,0.025810319865629403,-0.1753467261616589
20100603,0.06017146502709146,0.06017146502709146,-0.11517526113456743
20100604,-0.06789744098510875,-0.06789744098510875,-0.1830727021196762
20100607,-0.3318923197472821,-0.3318923197472821,-0.5149650218669584
20100608,0.1293564005474262,0.1293564005474262,-0.38560862131953216
20100609,0.09005224433067192,0.09005224433067192,-0.2955563769888602
20100610,-0.02773232282233955,-0.02773232282233955,-0.3232886998111998
20100611,0.011078133160384385,0.011078133160384385,-0.3122105666508154
20100617,-0.0006426568389417946,-0.0006426568389417946,-0.3128532234897572
20100618,0.04523536441442248,0.04523536441442248,-0.2676178590753347
20100621,-0.2034027067864442,-0.2034027067864442,-0.4710205658617789
20100622,0.05320980163071225,0.05320980163071225,-0.4178107642310666
20100623,0.15909988575202125,0.15909988575202125,-0.2587108784790454
20100624,-0.04573831161053313,-0.04573831161053313,-0.3044491900895785
20100625,0.048314062806121306,0.048314062806121306,-0.25613512728345716
20100628,0.16625363388283027,0.16625363388283027,-0.0898814934006269
20100629,0.14385156615503683,0.14385156615503683,0.05397007275440993
20100630,0.027431151890741277,0.027431151890741277,0.0814012246451512
20100701,0.0936323256275822,0.0936323256275822,0.1750335502727334
20100702,-0.0641363327283057,-0.0641363327283057,0.1108972175444277
20100705,-0.053981730758888,-0.053981730758888,0.056915486785539704
20100706,0.1006587446569202,0.1006587446569202,0.1575742314424599
20100707,-0.004345099627644851,-0.004345099627644851,0.15322913181481507
20100708,0.15269441571573397,0.15269441571573397,0.30592354753054907
20100709,-0.08193259251175239,-0.08193259251175239,0.22399095501879668
20100712,0.036955709528547334,0.036955709528547334,0.260946664547344
20100713,0.1630149695093369,0.1630149695093369,0.42396163405668086
20100714,0.08567113100365306,0.08567113100365306,0.509632765060334
20100715,-0.028379776111354983,-0.028379776111354983,0.48125298894897894
20100716,-0.13536835586213786,-0.13536835586213786,0.3458846330868411
20100719,-0.7873969309923132,-0.7873969309923132,-0.44151229790547214
20100720,-0.6308032247177519,-0.6308032247177519,-1.072315522623224
20100721,0.1247283262476318,0.1247283262476318,-0.9475871963755922
20100722,0.05251666636015403,0.05251666636015403,-0.8950705300154381
20100723,-0.6853904194758063,-0.6853904194758063,-1.5804609494912443
20100726,0.11043928145243169,0.11043928145243169,-1.4700216680388125
20100727,0.8524599515762218,0.8524599515762218,-0.6175617164625907
20100728,-0.9497219075779778,-0.9497219075779778,-1.5672836240405685
20100729,0.05718853236927495,0.05718853236927495,-1.5100950916712936
20100730,-0.9860720327684137,-0.9860720327684137,-2.4961671244397072
20100802,-0.5816534808873917,-0.5816534808873917,-3.0778206053270987
20100803,0.3914392262467676,0.3914392262467676,-2.686381379080331
20100804,-0.348522765309358,-0.348522765309358,-3.034904144389689
20100805,0.2896925597914925,0.2896925597914925,-2.745211584598197
20100806,-0.1971173192828421,-0.1971173192828421,-2.9423289038810387
20100809,-0.807198335524189,-0.807198335524189,-3.7495272394052277
20100810,0.27932352510073755,0.27932352510073755,-3.47020371430449
20100811,-0.05067121277293069,-0.05067121277293069,-3.5208749270774207
20100812,0.7563397582668638,0.7563397582668638,-2.764535168810557
20100813,-0.4140755195553212,-0.4140755195553212,-3.178610688365878
20100816,-0.33076304292209024,-0.33076304292209024,-3.509373731287968
20100817,-0.07274935483277531,-0.07274935483277531,-3.582123086120743
20100818,0.0728347095678803,0.0728347095678803,-3.509288376552863
20100819,-0.04874885301242085,-0.04874885301242085,-3.558037229565284
20100820,0.6592341286189869,0.6592341286189869,-2.8988031009462967
20100823,0.6160584793289099,0.6160584793289099,-2.282744621617387
20100824,0.2837318237054635,0.2837318237054635,-1.9990127979119234
20100825,0.16149952283536292,0.16149952283536292,-1.8375132750765606
20100826,-0.40493118314358423,-0.40493118314358423,-2.242444458220145
20100827,-0.13937005353811097,-0.13937005353811097,-2.3818145117582556
20100830,-0.8440405175355534,-0.8440405175355534,-3.2258550292938093
20100831,0.27145702606682837,0.27145702606682837,-2.9543980032269808
20100901,-0.5249249095350645,-0.5249249095350645,-3.4793229127620453
20100902,-0.4442017033513365,-0.4442017033513365,-3.9235246161133817
20100903,0.2729519273296374,0.2729519273296374,-3.650572688783744
20100906,-2.8616178217162496,-2.8616178217162496,-6.512190510499994
20100907,0.18514972005875086,0.18514972005875086,-6.327040790441243
20100908,0.32704857751744654,0.32704857751744654,-5.999992212923797
20100909,1.0269539301409145,1.0269539301409145,-4.973038282782882
20100910,-0.5523876886921312,-0.5523876886921312,-5.525425971475014
20100913,0.12289841624834012,0.12289841624834012,-5.402527555226674
20100914,0.5731797346456733,0.5731797346456733,-4.829347820581001
20100915,0.008872538022591797,0.008872538022591797,-4.820475282558409
20100916,0.43780102689917,0.43780102689917,-4.382674255659238
20100917,0.05895541664643819,0.05895541664643819,-4.3237188390128
20100920,-0.15666262910571793,-0.15666262910571793,-4.480381468118518
20100921,0.49281891911640685,0.49281891911640685,-3.987562549002111
20100927,0.4751901084990569,0.4751901084990569,-3.512372440503054
20100928,0.056140252016154246,0.056140252016154246,-3.4562321884869
20100929,0.08077672202004195,0.08077672202004195,-3.3754554664668577
20100930,-0.15618015968347215,-0.15618015968347215,-3.53163562615033
20101008,-0.10247979689413636,-0.10247979689413636,-3.634115423044466
20101011,-0.3965399777389923,-0.3965399777389923,-4.030655400783458
20101012,0.22251986684686031,0.22251986684686031,-3.808135533936598
20101013,-0.1262983499015313,-0.1262983499015313,-3.934433883838129
20101014,0.18683419867736786,0.18683419867736786,-3.747599685160761
20101015,-0.17386261590799434,-0.17386261590799434,-3.9214623010687557
20101018,-0.17501468051381444,-0.17501468051381444,-4.09647698158257
20101019,0.2721411019371588,0.2721411019371588,-3.824335879645411
20101020,0.6239310349559819,0.6239310349559819,-3.2004048446894293
20101021,-0.06069778257239553,-0.06069778257239553,-3.261102627261825
20101022,0.1488091981398262,0.1488091981398262,-3.1122934291219986
20101025,-1.0890934953798557,-1.0890934953798557,-4.201386924501854
20101026,0.3634782226702435,0.3634782226702435,-3.8379087018316107
20101027,-0.10046602341163208,-0.10046602341163208,-3.938374725243243
20101028,-0.20144756837232064,-0.20144756837232064,-4.1398222936155635
20101029,-0.01119043338537712,-0.01119043338537712,-4.151012727000941
20101101,-0.5448382535397557,-0.5448382535397557,-4.695850980540697
20101102,0.12592450381756834,0.12592450381756834,-4.569926476723128
20101103,-0.10483878891700425,-0.10483878891700425,-4.674765265640133
20101104,-0.6479146526937285,-0.6479146526937285,-5.322679918333861
20101105,-1.1924865380338556,-1.1924865380338556,-6.515166456367717
20101108,-0.01124136232519439,-0.01124136232519439,-6.5264078186929115
20101109,-1.6173707889126652,-1.6173707889126652,-8.143778607605576
20101110,0.8799699482693365,0.8799699482693365,-7.263808659336239
20101111,-0.23549977089989502,-0.23549977089989502,-7.499308430236134
20101112,1.540289472332508,1.540289472332508,-5.959018957903626
20101115,-0.28996843715684717,-0.28996843715684717,-6.248987395060473
20101116,0.19240650196380593,0.19240650196380593,-6.056580893096667
20101117,0.8493628971904746,0.8493628971904746,-5.207217995906192
20101118,-0.530672217225259,-0.530672217225259,-5.737890213131451
20101119,-0.2654002674065543,-0.2654002674065543,-6.003290480538006
20101122,-0.008001924223115764,-0.008001924223115764,-6.011292404761122
20101123,0.2912329538105137,0.2912329538105137,-5.7200594509506075
20101124,-0.6886767298059293,-0.6886767298059293,-6.408736180756537
20101125,0.09053663012885188,0.09053663012885188,-6.318199550627686
20101126,0.24587531397516968,0.24587531397516968,-6.072324236652516
20101129,-0.13317684862899862,-0.13317684862899862,-6.205501085281515
20101130,0.24807638988396297,0.24807638988396297,-5.9574246953975525
20101201,-0.32032312112456407,-0.32032312112456407,-6.277747816522116
20101202,-0.05001630613151328,-0.05001630613151328,-6.32776412265363
20101203,-0.3052028583444972,-0.3052028583444972,-6.632966980998127
20101206,0.06359655523665346,0.06359655523665346,-6.569370425761473
20101207,-0.2913493217400155,-0.2913493217400155,-6.860719747501489
20101208,0.3481387156299152,0.3481387156299152,-6.512581031871574
20101209,-0.02264980932901664,-0.02264980932901664,-6.53523084120059
20101210,-0.09282953210397106,-0.09282953210397106,-6.628060373304561
20101213,-0.43263691915213587,-0.43263691915213587,-7.060697292456697
20101214,-0.02603068231202371,-0.02603068231202371,-7.086727974768721
20101215,0.09057128959763157,0.09057128959763157,-6.996156685171089
20101216,0.04888243678151067,0.04888243678151067,-6.947274248389578
20101217,-0.2518160605255914,-0.2518160605255914,-7.19909030891517
20101220,-0.11034205504850385,-0.11034205504850385,-7.309432363963674
20101221,-0.2414749944505245,-0.2414749944505245,-7.550907358414198
20101222,0.3351229927921556,0.3351229927921556,-7.215784365622043
20101223,0.2564605355609999,0.2564605355609999,-6.959323830061043
20101224,0.164121355985957,0.164121355985957,-6.7952024740750865
20101227,0.40616465259743373,0.40616465259743373,-6.389037821477653
20101228,-0.1503054725735511,-0.1503054725735511,-6.539343294051204
20101229,-0.41472507017070986,-0.41472507017070986,-6.954068364221914
20101230,-0.3359758464488077,-0.3359758464488077,-7.290044210670722
20101231,-0.3477391527935708,-0.3477391527935708,-7.637783363464292
20110104,-0.17325707825722608,-0.17325707825722608,-7.811040441721518
20110105,0.5214543686897375,0.5214543686897375,-7.2895860730317805
20110106,-0.3029854338129406,-0.3029854338129406,-7.592571506844721
20110107,0.3232673498762056,0.3232673498762056,-7.2693041569685155
20110110,-0.8352003131682534,-0.8352003131682534,-8.104504470136769
20110111,-0.17740723940579833,-0.17740723940579833,-8.281911709542568
20110112,-0.0838573193873924,-0.0838573193873924,-8.36576902892996
20110113,-0.3048221132194228,-0.3048221132194228,-8.670591142149384
20110114,-0.9523639212213295,-0.9523639212213295,-9.622955063370714
20110117,-0.35141930643672165,-0.35141930643672165,-9.974374369807435
20110118,0.13188032382077686,0.13188032382077686,-9.842494045986658
20110119,-0.4006962413842643,-0.4006962413842643,-10.243190287370922
20110120,0.29264267623890716,0.29264267623890716,-9.950547611132015
20110121,-0.7431365482006167,-0.7431365482006167,-10.693684159332632
20110124,-0.34436331407242876,-0.34436331407242876,-11.03804747340506
20110125,-0.04658828127780299,-0.04658828127780299,-11.084635754682862
20110126,0.4412651643009495,0.4412651643009495,-10.643370590381913
20110127,0.48057547149998653,0.48057547149998653,-10.162795118881927
20110128,-0.15048957610695585,-0.15048957610695585,-10.313284694988884
20110131,-1.5606754351346745,-1.5606754351346745,-11.873960130123558
20110201,-0.661237454997972,-0.661237454997972,-12.53519758512153
20110209,0.0,0.0,-12.53519758512153
20110210,-1.5786252314695608,-1.5786252314695608,-14.11382281659109
20110211,0.5031280806069973,0.5031280806069973,-13.610694735984094
20110214,0.3315771134236166,0.3315771134236166,-13.279117622560477
20110215,-0.09394524012200091,-0.09394524012200091,-13.373062862682477
20110216,1.2785075239202213,1.2785075239202213,-12.094555338762255
20110217,1.9116062070309474,1.9116062070309474,-10.182949131731307
20110218,0.7216767190568736,0.7216767190568736,-9.461272412674434
20110221,-0.8613533686732867,-0.8613533686732867,-10.322625781347721
20110222,0.5182027228999831,0.5182027228999831,-9.804423058447737
20110223,1.155089492994855,1.155089492994855,-8.649333565452881
20110224,0.8966597537562374,0.8966597537562374,-7.752673811696644
20110225,0.41656432191130754,0.41656432191130754,-7.336109489785336
20110228,-0.5293085113843461,-0.5293085113843461,-7.865418001169682
20110301,1.056361323117087,1.056361323117087,-6.809056678052595
20110302,-0.16724216977552386,-0.16724216977552386,-6.97629884782812
20110303,0.5521297102309963,0.5521297102309963,-6.424169137597123
20110304,-0.04788363215013556,-0.04788363215013556,-6.4720527697472585
20110307,-0.25014261763726636,-0.25014261763726636,-6.722195387384525
20110308,0.9158606492816259,0.9158606492816259,-5.8063347381028985
20110309,0.03129506129001259,0.03129506129001259,-5.775039676812886
20110310,1.4354162348347248,1.4354162348347248,-4.339623441978161
20110311,0.3667127637542463,0.3667127637542463,-3.972910678223915
20110314,-1.2360873336227187,-1.2360873336227187,-5.208998011846633
20110315,-0.6294067354593457,-0.6294067354593457,-5.838404747305979
20110316,-0.8560493914506452,-0.8560493914506452,-6.694454138756623
20110317,0.2114158028254674,0.2114158028254674,-6.483038335931156
20110318,0.8458467376350902,0.8458467376350902,-5.6371915982960665
20110321,1.416929594276944,1.416929594276944,-4.220262004019123
20110322,0.06843072430924298,0.06843072430924298,-4.15183127970988
20110323,-1.071288349885711,-1.071288349885711,-5.22311962959559
20110324,0.14034268953057355,0.14034268953057355,-5.082776940065017
20110325,-0.1622677854844231,-0.1622677854844231,-5.24504472554944
20110328,-0.5975067144733897,-0.5975067144733897,-5.84255144002283
20110329,-0.41399443239176026,-0.41399443239176026,-6.25654587241459
20110330,0.23162792297043155,0.23162792297043155,-6.024917949444159
20110331,0.0,0.0,-6.024917949444159
20110401,0.15963166137186502,0.15963166137186502,-5.865286288072294
20110406,-1.0676334759884198,-1.0676334759884198,-6.932919764060714
20110407,-0.10927713734288992,-0.10927713734288992,-7.042196901403604
20110408,-0.23751236979208856,-0.23751236979208856,-7.279709271195692
20110411,-0.1491817460486169,-0.1491817460486169,-7.428891017244309
20110412,0.1828436582897019,0.1828436582897019,-7.246047358954607
20110413,-0.20729287447109812,-0.20729287447109812,-7.453340233425705
20110414,0.16620511655035333,0.16620511655035333,-7.287135116875352
20110415,0.9043988761089609,0.9043988761089609,-6.382736240766391
20110418,-0.1964018787319872,-0.1964018787319872,-6.579138119498379
20110419,0.8093139893499617,0.8093139893499617,-5.769824130148417
20110420,-0.4697425875357303,-0.4697425875357303,-6.239566717684148
20110421,-0.41892263147587777,-0.41892263147587777,-6.658489349160026
20110422,-0.24343259007331727,-0.24343259007331727,-6.901921939233343
20110425,-0.052590147331549174,-0.052590147331549174,-6.954512086564892
20110426,-0.14260928346754398,-0.14260928346754398,-7.097121370032436
20110427,0.0717926326334906,0.0717926326334906,-7.0253287373989455
20110428,-0.11546367888623,-0.11546367888623,-7.1407924162851755
20110429,-0.04176172162079461,-0.04176172162079461,-7.18255413790597
20110503,-0.15819548926313415,-0.15819548926313415,-7.340749627169104
20110504,0.047899442137075886,0.047899442137075886,-7.292850185032028
20110505,0.09040372936785288,0.09040372936785288,-7.202446455664176
20110506,0.09903848711781968,0.09903848711781968,-7.103407968546356
20110509,0.020904967453073086,0.020904967453073086,-7.082503001093283
20110510,0.012419487972251727,0.012419487972251727,-7.070083513121031
20110511,-0.00126864701263862,-0.00126864701263862,-7.07135216013367
20110512,0.00465648363039252,0.00465648363039252,-7.066695676503278
20110513,0.01721690050504723,0.01721690050504723,-7.049478775998231
20110516,0.0001342040416211864,0.0001342040416211864,-7.04934457195661
20110517,-0.003428757623034737,-0.003428757623034737,-7.052773329579645
20110518,0.008591623837104862,0.008591623837104862,-7.04418170574254
20110519,-0.025708582233319188,-0.025708582233319188,-7.069890287975859
20110520,0.010186816744785995,0.010186816744785995,-7.059703471231074
20110523,0.13981419808063494,0.13981419808063494,-6.919889273150439
20110524,-0.06323195569896234,-0.06323195569896234,-6.983121228849401
20110525,-0.04108212115571503,-0.04108212115571503,-7.024203350005116
20110526,-0.01423902318658903,-0.01423902318658903,-7.038442373191706
20110527,-0.03491058207915559,-0.03491058207915559,-7.073352955270861
20110530,-0.1890778970713396,-0.1890778970713396,-7.2624308523422005
20110531,-0.005095006915329048,-0.005095006915329048,-7.26752585925753
20110601,0.05152134786609706,0.05152134786609706,-7.216004511391433
20110602,0.03368787524612996,0.03368787524612996,-7.182316636145303
20110603,-0.04373112969293762,-0.04373112969293762,-7.22604776583824
20110607,0.025964864873128244,0.025964864873128244,-7.200082900965112
20110608,-0.05047455555009209,-0.05047455555009209,-7.250557456515205
20110609,0.1763557066273192,0.1763557066273192,-7.0742017498878855
20110610,-0.04063875068207173,-0.04063875068207173,-7.114840500569957
20110613,0.5148368673486259,0.5148368673486259,-6.600003633221331
20110614,-0.050031442894859626,-0.050031442894859626,-6.6500350761161915
20110615,0.1737337861610351,0.1737337861610351,-6.476301289955156
20110616,0.16943832290858227,0.16943832290858227,-6.306862967046574
20110617,0.5592799571980765,0.5592799571980765,-5.747583009848498
20110620,0.3870510846047745,0.3870510846047745,-5.360531925243723
20110621,-0.19180503250269737,-0.19180503250269737,-5.55233695774642
20110622,0.10518873223429086,0.10518873223429086,-5.447148225512129
20110623,-0.2322031758768401,-0.2322031758768401,-5.67935140138897
20110624,0.011097522289438968,0.011097522289438968,-5.668253879099531
20110627,0.11456925380644177,0.11456925380644177,-5.553684625293089
20110628,0.022630269815552963,0.022630269815552963,-5.5310543554775355
20110629,-0.030584132144471803,-0.030584132144471803,-5.561638487622007
20110630,-0.33936028335672525,-0.33936028335672525,-5.900998770978732
20110701,0.39252478930850937,0.39252478930850937,-5.508473981670223
20110704,-0.8960590557987076,-0.8960590557987076,-6.40453303746893
20110705,0.04338992860398219,0.04338992860398219,-6.3611431088649475
20110706,-0.7463996984412588,-0.7463996984412588,-7.107542807306206
20110707,0.5915217586609948,0.5915217586609948,-6.516021048645212
20110708,0.06569901949842025,0.06569901949842025,-6.4503220291467915
20110711,-0.29360589887337557,-0.29360589887337557,-6.743927928020167
20110712,0.13975920107524065,0.13975920107524065,-6.604168726944926
20110713,-0.49230399990819596,-0.49230399990819596,-7.096472726853122
20110714,0.20508770322814956,0.20508770322814956,-6.891385023624973
20110715,0.05429300928498196,0.05429300928498196,-6.837092014339991
20110718,-0.30212946346916153,-0.30212946346916153,-7.139221477809152
20110719,-0.10595844459677595,-0.10595844459677595,-7.245179922405928
20110720,0.16069892316717194,0.16069892316717194,-7.084480999238756
20110721,0.4265701934665548,0.4265701934665548,-6.657910805772201
20110722,-0.13803596837079465,-0.13803596837079465,-6.795946774142996
20110725,0.6072360005137101,0.6072360005137101,-6.1887107736292855
20110726,-0.36025997972840923,-0.36025997972840923,-6.548970753357695
20110727,-0.07272798730127525,-0.07272798730127525,-6.62169874065897
20110728,-0.27934089742379803,-0.27934089742379803,-6.901039638082768
20110729,0.0734849220221945,0.0734849220221945,-6.827554716060574
20110801,-0.7351940978612559,-0.7351940978612559,-7.5627488139218295
20110802,-0.12979554717885142,-0.12979554717885142,-7.692544361100681
20110803,-0.06997343777372052,-0.06997343777372052,-7.762517798874401
20110804,-0.7699994082779759,-0.7699994082779759,-8.532517207152377
20110805,2.5286718199134315,2.5286718199134315,-6.003845387238946
20110808,1.7566498809221704,1.7566498809221704,-4.247195506316776
20110809,2.2952356865144683,2.2952356865144683,-1.9519598198023074
20110810,-0.657166421818177,-0.657166421818177,-2.6091262416204843
20110811,0.09543646370507489,0.09543646370507489,-2.5136897779154093
20110812,0.03903729117742336,0.03903729117742336,-2.4746524867379858
20110815,0.7034298172492671,0.7034298172492671,-1.7712226694887185
20110816,1.7841752235568582,1.7841752235568582,0.012952554068139666
20110817,0.09121876171795046,0.09121876171795046,0.10417131578609012
20110818,1.2565231348325663,1.2565231348325663,1.3606944506186565
20110819,1.6355374369414324,1.6355374369414324,2.996231887560089
20110822,0.4745814797139169,0.4745814797139169,3.4708133672740056
20110823,3.4992222329787768,3.4992222329787768,6.970035600252782
20110824,-1.276457342397477,-1.276457342397477,5.693578257855305
20110825,-0.9233387904067419,-0.9233387904067419,4.770239467448563
20110826,0.2833776544786161,0.2833776544786161,5.053617121927179
20110829,0.5593577242541304,0.5593577242541304,5.612974846181309
20110830,-0.6972270103256455,-0.6972270103256455,4.915747835855663
20110831,-1.0829860833407168,-1.0829860833407168,3.832761752514947
20110901,0.1299733483625563,0.1299733483625563,3.962735100877503
20110902,0.5285204719162117,0.5285204719162117,4.4912555727937145
20110905,0.39656352797988864,0.39656352797988864,4.887819100773603
20110906,-0.49109881978949554,-0.49109881978949554,4.396720280984107
20110907,-0.6451849217132515,-0.6451849217132515,3.751535359270856
20110908,0.614552511071344,0.614552511071344,4.3660878703421995
20110909,0.10006655147520542,0.10006655147520542,4.4661544218174045
20110913,0.37707525859671304,0.37707525859671304,4.843229680414118
20110914,0.6374459235446777,0.6374459235446777,5.480675603958796
20110915,0.1356679529161086,0.1356679529161086,5.616343556874904
20110916,-0.03565329985427144,-0.03565329985427144,5.580690257020633
20110919,2.7588123790067085,2.7588123790067085,8.33950263602734
20110920,0.36979272692189125,0.36979272692189125,8.709295362949232
20110921,-0.850821066573479,-0.850821066573479,7.8584742963757535
20110922,2.201364809500264,2.201364809500264,10.059839105876017
20110923,2.1888080594070196,2.1888080594070196,12.248647165283037
20110926,3.783716095341065,3.783716095341065,16.032363260624102
20110927,-1.7012474048187802,-1.7012474048187802,14.331115855805322
20110928,1.173658339283706,1.173658339283706,15.504774195089029
20110929,3.1601869515738006,3.1601869515738006,18.66496114666283
20110930,-0.9845997965460495,-0.9845997965460495,17.68036135011678
20111010,0.11061264131700434,0.11061264131700434,17.790973991433784
20111011,-0.24729116309503263,-0.24729116309503263,17.543682828338753
20111012,-0.5493264241348391,-0.5493264241348391,16.994356404203913
20111013,0.42590079343248005,0.42590079343248005,17.420257197636392
20111014,0.13259475551405162,0.13259475551405162,17.552851953150444
20111017,2.4277663530566875,2.4277663530566875,19.98061830620713
20111018,1.6297708682799248,1.6297708682799248,21.610389174487054
20111019,0.5749300128899443,0.5749300128899443,22.185319187376997
20111020,3.3152337571587114,3.3152337571587114,25.50055294453571
20111021,-1.0003788422471995,-1.0003788422471995,24.50017410228851
20111024,-1.3977399334474983,-1.3977399334474983,23.102434168841015
20111025,-0.1068846449106143,-0.1068846449106143,22.9955495239304
20111026,0.0825234971094726,0.0825234971094726,23.078073021039874
20111027,-0.06512062545817261,-0.06512062545817261,23.012952395581703
20111028,0.3587175235183191,0.3587175235183191,23.37166991910002
20111031,0.3421357618647922,0.3421357618647922,23.713805680964814
20111101,-0.4671781734261868,-0.4671781734261868,23.246627507538626
20111102,0.22064426706639378,0.22064426706639378,23.46727177460502
20111103,-0.09845096052115006,-0.09845096052115006,23.368820814083872
20111104,0.3333587737254927,0.3333587737254927,23.702179587809365
20111107,-0.02282834588070638,-0.02282834588070638,23.679351241928657
20111108,-0.02281617331241099,-0.02281617331241099,23.656535068616247
20111109,0.12979458401247046,0.12979458401247046,23.786329652628716
20111110,-0.28182864795495993,-0.28182864795495993,23.504501004673756
20111111,-0.5924605561679066,-0.5924605561679066,22.91204044850585
20111114,0.32504219728711076,0.32504219728711076,23.23708264579296
20111115,-0.1832921840730918,-0.1832921840730918,23.053790461719867
20111116,-0.645664052289543,-0.645664052289543,22.408126409430324
20111117,0.5057765312331612,0.5057765312331612,22.913902940663483
20111118,-0.5463343468077905,-0.5463343468077905,22.367568593855694
20111121,-0.86034689417911,-0.86034689417911,21.507221699676585
20111122,-0.04396345994917557,-0.04396345994917557,21.46325823972741
20111123,-0.6537539234609336,-0.6537539234609336,20.809504316266477
20111124,0.24852611808454414,0.24852611808454414,21.05803043435102
20111125,-0.279282495277238,-0.279282495277238,20.778747939073785
20111128,0.30535021028962916,0.30535021028962916,21.084098149363413
20111129,0.3245091276078331,0.3245091276078331,21.408607276971246
20111130,-0.4214126367631411,-0.4214126367631411,20.987194640208106
20111201,0.9511223580488288,0.9511223580488288,21.938316998256933
20111202,-0.1668500521334437,-0.1668500521334437,21.77146694612349
20111205,0.024543875694479737,0.024543875694479737,21.79601082181797
20111206,-0.02025920346939536,-0.02025920346939536,21.775751618348572
20111207,0.17571725042730602,0.17571725042730602,21.951468868775876
20111208,-0.0016094620849367155,-0.0016094620849367155,21.94985940669094
20111209,-0.07427883249694392,-0.07427883249694392,21.875580574193997
20111212,0.4563142266195246,0.4563142266195246,22.331894800813522
20111213,-0.21606975627085492,-0.21606975627085492,22.115825044542667
20111214,0.283060428647394,0.283060428647394,22.398885473190063
20111215,0.28539832267497905,0.28539832267497905,22.684283795865042
20111216,-0.4909187039459014,-0.4909187039459014,22.19336509191914
20111219,-0.20219291819320864,-0.20219291819320864,21.991172173725932
20111220,-0.12831525978419556,-0.12831525978419556,21.862856913941737
20111221,-0.008745287935704237,-0.008745287935704237,21.854111626006034
20111222,0.28750524049177956,0.28750524049177956,22.141616866497813
20111223,0.47276024128045757,0.47276024128045757,22.61437710777827
20111226,0.39271677501500785,0.39271677501500785,23.007093882793278
20111227,0.11047570168593648,0.11047570168593648,23.117569584479213
